26579,209
26579,27206
26579,306
26579,26993
26579,26330
26579,26347
26579,26815
26579,17664
26579,22018
26579,3206
26579,21384
26579,24584
26579,18315
26579,2324
26579,16405
26579,10136
26579,10778
26579,9756
26579,15520
26579,12206
26579,24751
26579,19376
26579,11316
26579,5173
26579,15028
26579,21948
26579,23740
26579,583
26579,459
26579,20045
26579,2642
26579,16850
26579,12628
26579,17368
26579,8027
26579,16353
26579,18146
26579,103
26579,19560
26579,14192
26579,18803
26579,9333
26579,25206
26579,25081
26579,2042
26579,26108
209,306
209,459
209,27206
209,17664
209,22018
209,3206
209,21384
209,24584
209,18315
209,2324
209,16405
209,10136
209,10778
209,9756
209,15520
209,12206
209,24751
209,19376
209,11316
209,5173
209,15028
209,21948
209,23740
209,583
209,20045
209,2642
209,16850
209,12628
209,17368
209,26330
209,8027
209,16353
209,18146
209,103
209,19560
209,14192
209,18803
209,9333
209,25206
209,25081
209,2042
209,26108
306,459
306,583
306,2208
306,26815
306,2403
306,11429
306,10793
306,23582
306,2572
306,26347
306,7984
306,17650
306,18739
306,2165
306,1398
306,20018
306,20542
306,8190
306,18367
459,583
459,25206
459,17664
459,22018
459,3206
459,21384
459,24584
459,18315
459,2324
459,16405
459,10136
459,10778
459,9756
459,15520
459,12206
459,24751
459,19376
459,11316
459,5173
459,15028
459,21948
459,23740
459,20045
459,2642
459,16850
459,12628
459,17368
459,26330
459,8027
459,16353
459,18146
459,103
459,19560
459,14192
459,18803
459,9333
459,25081
459,2042
459,26108
583,1106
583,1398
583,17664
583,22018
583,3206
583,21384
583,24584
583,18315
583,2324
583,16405
583,10136
583,10778
583,9756
583,15520
583,12206
583,24751
583,19376
583,11316
583,5173
583,15028
583,21948
583,23740
583,20045
583,2642
583,16850
583,12628
583,17368
583,26330
583,8027
583,16353
583,18146
583,103
583,19560
583,14192
583,18803
583,9333
583,25206
583,25081
583,2042
583,26108
1106,1398
1106,1508
1106,16834
1106,24387
1106,15787
1106,16012
1106,23117
1106,12174
1106,5779
1106,8500
1106,2007
1106,10389
1106,7991
1106,17944
1106,19318
1106,23551
1398,1508
1398,2007
1398,26993
1398,2208
1398,26815
1398,2403
1398,11429
1398,10793
1398,23582
1398,2572
1398,26347
1398,7984
1398,17650
1398,18739
1398,2165
1398,20018
1398,20542
1398,8190
1398,18367
1508,2007
1508,2042
1508,14595
1508,22801
1508,17303
1508,13336
1508,14618
1508,17196
1508,12854
1508,7352
1508,27206
1508,8018
1508,10714
1508,24286
1508,9312
1508,24550
1508,26088
1508,26993
1508,16242
1508,16755
1508,8059
1508,21117
2007,2042
2007,2165
2007,16834
2007,24387
2007,15787
2007,16012
2007,23117
2007,12174
2007,5779
2007,8500
2007,10389
2007,7991
2007,17944
2007,19318
