3294,4948
3294,27451
3294,3168
3294,3461
4948,9902
4948,9814
4948,4914
4948,4972
5572,6777
5572,5513
5572,5599
6777,8034
6777,6762
6777,6998
8034,9293
8034,8608
8034,7945
8034,8094
15477,17711
15477,15468
15477,15542
17711,21465
17711,17807
21465,22400
21465,21460
21465,21544
22400,16244
22400,22371
22400,22422
26309,27451
26309,26301
26309,26315
27451,24078
27451,14465
27451,27381
531,546
546,580
580,26826
663,766
766,805
805,902
902,18933
915,1032
915,11586
1032,1060
1060,1129
1060,23505
1129,1155
1155,1274
1274,1303
1303,1318
1318,1349
1349,1421
1421,1483
1483,1515
1515,1836
1515,13025
1836,1887
1887,1955
1955,6523
1979,2085
2085,2090
2090,2099
2099,2296
2099,15433
2296,2313
2313,2314
2314,2319
2319,2378
2378,2384
2384,2424
2424,2448
2448,17580
2585,2818
2818,3090
3090,3162
3162,3168
3461,3479
3479,3526
3526,3560
3560,3654
3654,3673
3673,3685
3685,3715
3715,3742
3715,15791
3742,3782
3782,3827
3827,3854
3854,3890
3854,7877
3890,3900
3900,3930
3930,3993
3993,4087
4087,4099
4099,4221
4221,4224
4221,20213
4224,4246
4246,4248
4248,11560
4307,4312
4312,4313
4312,11253
4312,18435
4313,4346
4346,4395
4395,4517
4517,4590
4590,24476
4633,4733
4733,4747
4747,4753
4753,4785
4785,4832
4832,4895
4895,4913
4913,4914
4972,5001
5001,5020
5020,5105
5105,12954
5300,5437
5437,5456
5456,5513
5599,5612
5612,5640
5640,5722
5722,5766
5766,5799
5799,5803
5803,5836
5836,5870
5836,6756
5870,5908
5908,6002
6002,6037
6002,24221
6037,6055
6055,6161
6161,6184
6184,6200
6200,6266
6266,6283
6283,6339
6339,6395
6395,6496
6496,6523
6523,6530
6530,6551
6551,6575
6575,6618
6618,6654
6654,6756
6998,7015
7015,7034
7034,7099
7099,7167
7167,7176
7176,7203
7203,7214
7214,7541
7541,7550
7550,7551
7551,7592
7551,17580
7592,7594
7594,7595
7595,7684
7684,7685
7685,7802
7802,7877
7881,7894
7894,7914
7914,7930
7914,26535
7930,7945
8094,8129
8129,8332
8332,8335
8335,8486
8486,8579
8579,8608
8670,8808
8808,8887
8808,15450
8808,25515
8887,8888
8888,8926
8926,8991
8991,9203
9203,9205
9203,24453
9205,9208
9208,9248
9248,9293
9248,19532
9293,9362
9362,9390
9390,9480
9480,9484
9484,9503
9503,9814
9830,9863
9830,20127
9863,9902
9902,10018
10018,10054
10054,25492
10098,10226
10226,10253
10253,10260
10260,10280
10280,10283
10283,10297
10297,10328
10328,10332
10332,10389
