ID,Age,Household Size,Occupations,Household ID
1,46,2,,644
2,10,4,,1902
3,22,2,REALESTATERENTAL,644
4,64,2,,645
5,41,2,HEALTHCARE,645
6,60,4,,1902
7,24,2,,646
8,46,1,,1
9,40,1,,2
10,17,4,,1902
11,71,2,,646
12,35,2,,647
13,31,2,,647
14,45,2,,648
15,22,5,,2139
16,25,2,,648
17,68,6,,2192
18,75,2,,649
19,59,2,,649
20,42,2,,650
21,50,2,,650
22,37,5,,2139
23,79,1,,3
24,61,4,REALESTATERENTAL,1902
25,54,4,,1903
26,4,2,,651
27,2,2,,651
28,46,2,HEALTHCARE,652
29,61,4,,1903
30,23,2,,652
31,61,1,,4
32,24,4,,1903
33,33,4,,1903
34,1,2,,653
35,41,6,,2192
36,65,4,FOOD,1904
37,28,2,,653
38,73,2,,654
39,62,1,,5
40,34,2,,654
41,50,1,,6
42,65,4,,1904
43,70,1,,7
44,59,1,,8
45,24,2,,655
46,23,2,,655
47,60,3,,1704
48,55,2,,656
49,68,6,,2192
50,57,2,,656
51,72,1,,9
52,28,5,FOOD,2139
53,32,4,,1904
54,92,3,,1704
55,20,4,,1904
56,38,4,HEALTHCARE,1905
57,35,2,,657
58,31,2,,657
59,78,4,,1905
60,47,6,,2192
61,30,2,HEALTHCARE,658
62,52,5,,2139
63,18,2,FOOD,658
64,61,2,,659
65,57,1,,10
66,9,4,,1905
67,93,2,,659
68,61,2,,660
69,74,3,,1704
70,37,2,FOOD,660
71,82,2,,661
72,4,2,,661
73,77,2,,662
74,41,4,HEALTHCARE,1905
75,42,3,,1705
76,27,2,,662
77,55,2,,663
78,57,4,,1906
79,66,2,,663
80,12,6,,2192
81,77,6,,2192
82,19,4,,1906
83,55,3,,1705
84,31,1,FOOD,11
85,60,4,,1906
86,67,2,,664
87,54,1,HEALTHCARE,12
88,50,2,,664
89,61,1,,13
90,39,1,,14
91,15,3,,1705
92,5,6,,2193
93,35,4,HEALTHCARE,1906
94,37,2,,665
95,58,3,,1706
96,62,2,,665
97,16,3,,1706
98,0,4,,1907
99,22,3,,1706
100,43,6,,2193
101,62,2,,666
102,64,4,,1907
103,56,4,,1907
104,71,5,,2139
105,1,3,,1707
106,64,3,,1707
107,19,3,,1707
108,24,3,HEALTHCARE,1708
109,0,6,,2193
110,63,3,,1708
111,67,2,,666
112,37,2,,667
113,5,6,,2193
114,7,6,,2193
115,57,2,,667
116,68,2,,668
117,30,2,,668
118,69,4,,1907
119,66,2,,669
120,36,2,,669
121,49,3,,1708
122,6,2,,670
123,63,2,,670
124,36,6,,2193
125,37,2,,671
126,15,3,,1709
127,55,2,HEALTHCARE,671
128,87,2,,672
129,44,2,,672
130,26,4,,1908
131,1,4,,1908
132,2,4,,1908
133,54,3,,1709
134,39,2,,673
135,55,2,FOOD,673
136,53,2,,674
137,76,3,,1709
138,33,1,,15
139,55,2,,674
140,33,2,,675
141,61,2,,675
142,74,2,,676
143,63,5,,2140
144,72,2,,676
145,60,6,FOOD,2194
146,68,4,,1908
147,55,1,,16
148,55,2,,677
149,7,2,,677
150,28,2,,678
151,24,3,,1710
152,21,1,,17
153,24,4,,1909
154,75,4,,1909
155,27,2,,678
156,62,6,HEALTHCARE,2194
157,52,2,FOOD,679
158,14,2,,679
159,45,1,,18
160,27,2,FOOD,680
161,60,2,,680
162,13,3,,1710
163,23,4,,1909
164,38,2,,681
165,89,5,,2140
166,53,1,,19
167,92,4,,1909
168,10,2,,681
169,82,1,,20
170,72,2,,682
171,37,5,HEALTHCARE,2140
172,68,6,,2194
173,30,2,,682
174,0,1,,21
175,18,5,,2140
176,43,1,,22
177,44,2,,683
178,48,3,,1710
179,58,4,,1910
180,46,2,,683
181,27,2,,684
182,39,2,,684
183,42,4,,1910
184,62,1,,23
185,14,5,,2140
186,62,2,HEALTHCARE,685
187,5,3,,1711
188,73,4,,1910
189,16,2,,685
190,61,2,,686
191,34,2,,686
192,29,4,,1910
193,36,4,,1911
194,75,4,,1911
195,39,3,,1711
196,47,2,,687
197,22,2,,687
198,14,2,,688
199,50,4,,1911
200,6,1,,24
201,59,3,,1711
202,42,3,,1712
203,23,2,,688
204,21,3,,1712
205,50,2,,689
206,35,2,,689
207,5,4,,1911
208,53,5,,2141
209,23,2,FOOD,690
210,78,3,,1712
211,79,6,,2194
212,0,1,,25
213,45,4,,1912
214,59,3,,1713
215,50,5,,2141
216,30,3,,1713
217,90,5,,2141
218,1,6,,2194
219,22,3,,1713
220,22,2,,690
221,16,2,,691
222,59,4,,1912
223,31,3,,1714
224,58,2,,691
225,48,2,,692
226,47,2,,692
227,73,2,,693
228,57,2,,693
229,16,1,,26
230,43,3,,1714
231,48,6,,2194
232,75,2,,694
233,45,4,,1912
234,20,2,HEALTHCARE,694
235,47,2,,695
236,91,2,,695
237,70,2,,696
238,32,2,,696
239,64,5,,2141
240,38,1,,27
241,73,2,,697
242,38,2,,697
243,63,1,,28
244,96,4,,1912
245,52,1,,29
246,59,4,,1913
247,55,4,,1913
248,20,2,,698
249,58,5,HEALTHCARE,2141
250,42,3,,1714
251,9,4,,1913
252,78,2,,698
253,38,2,,699
254,66,6,,2195
255,19,1,,30
256,55,5,HEALTHCARE,2142
257,14,2,,699
258,51,2,,700
259,18,1,,31
260,68,5,,2142
261,1,1,,32
262,71,6,,2195
263,12,3,,1715
264,77,6,,2195
265,23,1,,33
266,49,2,REALESTATERENTAL,700
267,28,6,HEALTHCARE,2195
268,58,2,WASTEMANAGEMENT,701
269,77,2,,701
270,0,5,,2142
271,39,5,,2142
272,64,6,,2195
273,70,6,,2195
274,38,2,,702
275,76,3,,1715
276,54,2,,702
277,67,2,,703
278,67,2,,703
279,41,6,,2196
280,48,1,,34
281,43,2,,704
282,62,2,,704
283,13,2,,705
284,46,4,,1913
285,63,2,,705
286,55,4,,1914
287,33,3,,1715
288,35,6,,2196
289,87,4,,1914
290,27,4,,1914
291,36,6,,2196
292,28,1,HEALTHCARE,35
293,39,3,,1716
294,47,2,,706
295,42,4,,1914
296,40,2,,706
297,2,2,,707
298,39,3,,1716
299,65,2,,707
300,94,2,,708
301,14,6,,2196
302,23,4,,1915
303,50,5,,2142
304,9,4,,1915
305,12,3,,1716
306,42,5,,2143
307,33,2,,708
308,71,2,,709
309,29,4,,1915
310,24,4,,1915
311,36,3,,1717
312,84,5,,2143
313,33,6,,2196
314,43,6,,2196
315,16,2,,709
316,32,2,HEALTHCARE,710
317,26,2,,710
318,24,2,,711
319,43,2,,711
