ID,Age,Household Size,Occupations,Household ID
1,6,3,,145128
2,69,5,,217419
3,44,1,HEALTHCARE,1
4,4,3,,145128
5,41,1,WASTEMANAGEMENT,2
6,51,3,WASTEMANAGEMENT,145128
7,7,1,,3
8,3,2,,63445
9,46,6,OTHER,235439
10,28,4,WASTEMANAGEMENT,182545
11,15,2,,63445
12,27,3,FINANCEINSURANCE,145129
13,10,5,,217419
14,43,4,,182545
15,69,2,,63446
16,49,5,,217419
17,33,4,,182545
18,43,3,FINANCEINSURANCE,145129
19,64,5,,217419
20,20,4,HEALTHCARE,182545
21,68,5,,217419
22,30,2,,63446
23,27,3,,145129
24,13,3,,145130
25,16,5,,217420
26,26,2,OTHER,63447
27,15,2,,63447
28,67,6,,235439
29,51,2,WASTEMANAGEMENT,63448
30,9,6,,235439
31,27,3,,145130
32,68,1,,4
33,72,5,,217420
34,54,2,,63448
35,44,2,,63449
36,19,4,,182546
37,6,6,,235439
38,75,4,,182546
39,56,2,WASTEMANAGEMENT,63449
40,40,4,HEALTHCARE,182546
41,7,4,,182546
42,39,3,,145130
43,78,3,,145131
44,4,2,,63450
45,18,4,,182547
46,11,4,,182547
47,19,5,HEALTHCARE,217420
48,31,3,,145131
49,58,3,FINANCEINSURANCE,145131
50,14,4,,182547
51,73,4,,182547
52,26,3,WASTEMANAGEMENT,145132
53,33,2,,63450
54,12,4,,182548
55,57,3,,145132
56,24,4,FOOD,182548
57,40,6,,235439
58,28,5,SCIENTIFICTECHNICAL,217420
59,40,3,,145132
60,89,1,,5
61,74,3,,145133
62,54,3,OTHER,145133
63,67,2,,63451
64,86,1,,6
65,38,5,,217420
66,62,4,FOOD,182548
67,45,4,FOOD,182548
68,43,5,HEALTHCARE,217421
69,24,5,,217421
70,11,2,,63451
71,29,6,WASTEMANAGEMENT,235439
72,30,2,OTHER,63452
73,85,2,,63452
74,33,4,,182549
75,69,5,,217421
76,59,2,INFORMATION,63453
77,74,5,,217421
78,19,4,OTHER,182549
79,3,2,,63453
80,9,5,,217421
81,32,3,HEALTHCARE,145133
82,73,3,,145134
83,12,4,,182549
84,33,4,,182549
85,68,2,,63454
86,36,1,HEALTHCARE,7
87,70,3,,145134
88,9,2,,63454
89,85,5,,217422
90,59,4,FOOD,182550
91,31,1,FOOD,8
92,64,4,,182550
93,52,2,SCIENTIFICTECHNICAL,63455
94,55,3,,145134
95,30,3,,145135
96,14,6,,235440
97,22,2,FINANCEINSURANCE,63455
98,31,4,,182550
99,31,1,,9
100,51,6,FOOD,235440
101,39,2,,63456
102,62,6,HEALTHCARE,235440
