ID,Age,Household Size,Occupations,Household ID
1,0,4,,32828
2,51,3,,26404
3,53,2,,9548
4,55,2,,9548
5,42,2,,9549
6,10,3,,26404
7,11,4,,32828
8,71,3,,26404
9,15,4,,32828
10,69,2,,9549
11,24,2,,9550
12,22,2,,9550
13,42,2,,9551
14,25,6,,42087
15,47,3,,26405
16,22,6,,42087
17,26,4,HEALTHCARE,32828
18,12,3,,26405
19,10,4,,32829
20,18,2,,9551
21,18,1,,1
22,58,3,INFORMATION,26405
23,11,1,,2
24,10,5,,38654
25,10,2,,9552
26,50,5,,38654
27,70,1,,3
28,10,3,,26406
29,15,4,,32829
30,28,2,FOOD,9552
31,45,3,,26406
32,21,6,,42087
33,38,1,,4
34,65,4,,32829
35,53,5,,38654
36,56,1,,5
37,6,4,,32829
38,11,3,,26406
39,32,1,OTHER,6
40,34,3,,26407
41,12,4,,32830
42,32,5,,38654
43,5,4,,32830
44,55,2,,9553
45,59,2,,9553
46,94,5,,38654
47,12,5,,38655
48,28,2,,9554
49,49,5,,38655
50,32,4,,32830
51,55,5,,38655
52,10,2,,9554
53,30,2,,9555
54,65,3,,26407
55,15,4,,32830
56,10,2,,9555
57,60,4,,32831
58,37,3,,26407
59,18,2,,9556
60,36,5,,38655
61,35,2,,9556
62,11,2,,9557
63,43,1,,7
64,0,4,,32831
65,3,2,,9557
66,5,4,,32831
67,62,6,OTHER,42087
68,3,3,,26408
69,16,6,,42087
70,38,5,,38655
71,44,4,,32831
72,20,2,,9558
73,5,1,,8
74,38,2,,9558
75,19,5,ART,38656
76,29,1,HEALTHCARE,9
77,1,6,,42087
78,37,5,WASTEMANAGEMENT,38656
79,11,2,,9559
80,38,2,,9559
81,44,4,,32832
82,35,1,,10
83,50,2,,9560
84,86,6,,42088
85,28,2,SCIENTIFICTECHNICAL,9560
86,40,2,,9561
87,29,2,,9561
88,16,5,,38656
89,29,3,FINANCEINSURANCE,26408
90,7,6,,42088
91,11,2,,9562
92,79,5,,38656
93,56,2,,9562
94,3,3,,26408
95,54,2,,9563
96,68,4,,32832
97,54,3,,26409
98,1,4,,32832
99,77,5,,38656
100,45,2,,9563
101,8,6,,42088
102,39,4,,32832
103,35,2,,9564
104,49,2,WASTEMANAGEMENT,9564
105,8,2,,9565
106,32,3,FOOD,26409
107,27,4,,32833
108,38,3,FOOD,26409
109,73,3,,26410
110,15,6,,42088
111,44,4,,32833
112,51,2,,9565
113,77,5,,38657
114,69,4,,32833
115,24,1,,11
116,33,2,,9566
117,53,3,,26410
118,53,3,FOOD,26410
119,56,4,,32833
120,32,3,,26411
121,46,2,,9566
122,46,5,,38657
123,23,2,,9567
124,31,4,,32834
125,11,2,,9567
126,24,4,,32834
127,14,6,,42088
128,37,4,,32834
129,13,4,,32834
130,4,2,,9568
131,58,5,,38657
132,56,4,,32835
133,24,3,,26411
134,4,2,,9568
135,52,2,FINANCEINSURANCE,9569
136,63,5,,38657
137,10,2,,9569
138,47,5,,38657
139,69,4,,32835
140,14,2,,9570
141,71,2,,9570
142,66,4,,32835
143,99,2,,9571
144,35,5,,38658
145,28,2,,9571
146,40,1,,12
147,45,5,,38658
148,12,2,,9572
149,18,5,,38658
150,71,4,,32835
151,47,4,,32836
152,64,4,,32836
153,10,6,,42088
154,44,6,,42089
155,22,4,,32836
156,6,4,,32836
157,56,6,,42089
158,58,2,,9572
159,54,6,OTHER,42089
160,0,1,,13
161,26,3,,26411
162,8,1,,14
163,34,3,,26412
164,32,5,WASTEMANAGEMENT,38658
165,13,3,,26412
166,55,1,,15
167,13,5,,38658
168,17,4,,32837
169,48,6,HEALTHCARE,42089
170,53,6,,42089
171,68,3,,26412
172,71,4,,32837
173,15,1,,16
174,25,4,,32837
175,97,5,,38659
176,48,2,,9573
177,45,6,,42089
178,26,5,,38659
179,58,3,,26413
180,36,3,,26413
181,22,4,,32837
182,0,3,,26413
183,18,4,FOOD,32838
184,73,2,,9573
185,59,5,,38659
186,44,5,,38659
187,42,2,,9574
188,35,4,HEALTHCARE,32838
189,75,1,,17
190,75,3,,26414
191,64,2,,9574
192,65,1,,18
193,25,4,,32838
194,79,3,,26414
195,4,1,,19
196,6,2,,9575
197,56,4,HEALTHCARE,32838
198,88,4,,32839
199,34,3,,26414
200,25,1,,20
201,68,2,,9575
202,39,4,,32839
203,23,1,WASTEMANAGEMENT,21
204,9,2,,9576
205,10,4,,32839
206,8,4,,32839
207,18,4,,32840
208,65,2,,9576
209,70,2,,9577
210,39,2,,9577
211,57,4,FINANCEINSURANCE,32840
212,76,1,,22
213,34,4,,32840
214,5,3,,26415
215,9,4,,32840
216,40,2,,9578
217,13,6,,42090
218,17,6,,42090
219,99,4,,32841
220,17,2,,9578
221,33,4,,32841
222,45,3,,26415
223,20,4,,32841
224,55,6,,42090
225,7,2,,9579
226,23,2,,9579
227,37,4,,32841
228,59,5,FOOD,38659
229,59,5,,38660
230,6,2,,9580
231,49,4,,32842
232,55,2,,9580
233,27,3,,26415
234,56,4,,32842
235,26,6,,42090
236,7,1,,23
237,53,6,,42090
238,68,5,,38660
239,34,5,,38660
240,12,5,,38660
241,10,4,,32842
242,73,2,,9581
243,46,2,HEALTHCARE,9581
244,43,4,,32842
245,37,5,,38660
246,12,4,,32843
247,54,6,,42090
248,43,4,,32843
249,48,3,,26416
250,10,3,,26416
251,12,2,,9582
252,57,2,,9582
253,61,2,,9583
254,22,4,,32843
255,18,2,,9583
256,80,3,,26416
257,49,3,,26417
258,65,2,,9584
259,53,1,,24
260,18,4,,32843
261,1,4,,32844
262,61,1,,25
263,71,2,,9584
264,45,4,,32844
265,24,3,,26417
266,26,6,REALESTATERENTAL,42091
267,11,2,,9585
268,66,2,,9585
269,4,4,,32844
270,41,3,,26417
271,29,2,,9586
272,45,2,WASTEMANAGEMENT,9586
273,33,5,,38661
274,20,5,,38661
275,24,2,,9587
276,74,1,,26
