ID,Age,Household Size,Occupations,Household ID
1,51,4,HEALTHCARE,7672
2,59,4,,7672
3,45,6,,8842
4,75,2,,2748
5,62,1,,1
6,71,2,,2748
7,54,6,,8842
8,42,5,,8375
9,86,4,,7672
10,96,2,,2749
11,53,2,,2749
12,73,5,,8375
13,89,2,,2750
14,70,3,,6562
15,81,2,,2750
16,74,4,,7672
17,35,2,FOOD,2751
18,62,4,,7673
19,100,2,,2751
20,30,2,,2752
21,15,1,,2
22,98,2,,2752
23,19,2,,2753
24,35,2,,2753
25,30,2,,2754
26,73,2,,2754
27,54,2,,2755
28,7,3,,6562
29,28,2,,2755
30,30,3,,6562
31,94,3,,6563
32,26,3,,6563
33,78,5,,8375
34,73,3,,6563
35,47,4,,7673
36,34,4,,7673
37,6,2,,2756
38,49,2,,2756
39,51,2,,2757
40,63,6,HEALTHCARE,8842
41,55,5,,8375
42,11,6,,8842
43,45,2,HEALTHCARE,2757
44,38,6,FOOD,8842
45,62,3,HEALTHCARE,6564
46,40,3,,6564
47,11,2,,2758
48,29,1,,3
49,13,5,,8375
50,22,5,,8376
51,79,2,,2758
52,37,6,,8842
53,91,3,,6564
54,69,4,,7673
55,14,3,,6565
56,48,3,,6565
57,37,2,,2759
58,65,4,,7674
59,1,2,,2759
60,29,4,,7674
61,57,1,,4
62,87,4,,7674
63,24,3,,6565
64,31,2,,2760
65,77,1,,5
66,57,2,,2760
67,4,4,,7674
68,38,2,,2761
69,58,2,,2761
70,76,2,,2762
71,75,2,,2762
72,76,6,,8843
73,53,3,,6566
74,47,2,FINANCEINSURANCE,2763
75,55,1,,6
76,35,2,,2763
77,67,3,,6566
78,16,2,,2764
79,24,4,,7675
80,23,2,,2764
81,25,1,,7
82,51,1,,8
83,67,4,,7675
84,6,2,,2765
85,1,6,,8843
86,50,3,,6566
87,54,3,,6567
88,48,2,,2765
89,56,2,,2766
90,91,4,,7675
91,39,2,,2766
92,13,2,,2767
93,5,1,,9
94,49,2,,2767
95,0,3,,6567
96,78,2,,2768
97,4,6,,8843
98,15,2,,2768
99,33,2,,2769
100,73,4,,7675
101,4,2,,2769
102,58,4,,7676
103,10,4,,7676
104,77,4,,7676
105,43,5,,8376
106,9,2,,2770
107,46,5,,8376
108,55,3,,6567
109,61,2,,2770
110,67,2,,2771
111,2,2,,2771
112,51,5,,8376
113,83,6,,8843
114,55,1,,10
115,50,3,,6568
116,71,4,,7676
117,10,2,,2772
118,65,3,,6568
119,21,1,,11
120,62,2,,2772
121,14,6,,8843
122,1,2,,2773
123,56,2,HEALTHCARE,2773
124,36,5,,8376
125,52,3,HEALTHCARE,6568
126,22,2,HEALTHCARE,2774
127,63,2,,2774
128,25,1,FOOD,12
129,66,2,,2775
130,20,4,,7677
131,67,2,,2775
132,54,3,FOOD,6569
133,39,2,,2776
134,24,4,,7677
135,18,2,,2776
136,35,5,FINANCEINSURANCE,8377
137,46,4,,7677
138,60,3,,6569
139,52,2,SCIENTIFICTECHNICAL,2777
140,4,2,,2777
141,35,2,,2778
142,25,5,,8377
143,41,2,,2778
144,77,4,,7677
145,15,1,,13
146,8,2,,2779
147,41,3,,6569
148,11,5,,8377
149,47,5,,8377
150,76,2,,2779
151,31,2,HEALTHCARE,2780
152,19,2,,2780
153,61,2,FOOD,2781
154,41,2,,2781
155,83,5,,8377
156,56,6,,8843
157,61,2,,2782
158,19,6,,8844
159,7,6,,8844
160,66,2,,2782
161,54,2,,2783
162,52,5,,8378
163,68,2,,2783
164,99,5,,8378
165,46,5,,8378
166,14,1,,14
167,33,2,,2784
168,96,3,,6570
169,18,3,,6570
170,94,1,,15
171,35,5,,8378
172,71,2,,2784
173,65,2,FOOD,2785
174,9,4,,7678
175,5,4,,7678
176,17,5,,8378
177,79,3,,6570
178,12,2,,2785
179,61,2,,2786
180,51,2,,2786
181,46,4,HEALTHCARE,7678
182,79,1,,16
183,42,2,,2787
184,42,1,,17
185,62,3,,6571
186,70,2,,2787
187,37,6,HEALTHCARE,8844
188,21,2,,2788
189,57,2,FINANCEINSURANCE,2788
190,28,4,,7678
191,28,2,,2789
192,20,3,HEALTHCARE,6571
193,9,1,,18
194,42,1,,19
195,64,2,,2789
196,16,4,,7679
197,32,5,HEALTHCARE,8379
198,75,6,,8844
199,4,5,,8379
200,24,2,,2790
201,91,6,,8844
202,13,6,,8844
203,40,3,,6571
204,44,2,HEALTHCARE,2790
205,39,2,,2791
206,40,6,HEALTHCARE,8845
207,23,2,,2791
208,84,4,,7679
209,47,3,,6572
210,42,2,,2792
211,47,4,,7679
212,41,4,,7679
213,6,4,,7680
214,18,2,,2792
215,13,2,,2793
216,71,2,,2793
217,18,2,,2794
218,70,5,,8379
219,69,5,,8379
220,74,3,,6572
221,50,1,,20
222,58,2,HEALTHCARE,2794
223,59,5,,8379
224,55,2,,2795
225,44,6,,8845
226,64,1,FOOD,21
227,69,2,,2795
228,66,2,,2796
229,48,4,,7680
230,79,4,,7680
231,56,4,HEALTHCARE,7680
232,74,2,,2796
233,68,6,,8845
234,68,5,,8380
235,54,4,,7681
236,63,3,HEALTHCARE,6572
237,62,5,,8380
238,30,2,,2797
239,77,2,,2797
240,22,2,,2798
241,78,6,,8845
242,62,2,,2798
243,65,2,,2799
244,29,6,,8845
245,53,2,,2799
246,17,5,,8380
247,21,5,,8380
248,50,2,,2800
249,21,2,,2800
250,58,2,,2801
251,69,4,,7681
252,34,2,,2801
253,81,1,,22
254,41,4,,7681
255,36,1,,23
256,67,3,,6573
257,2,2,,2802
258,53,4,,7681
259,36,2,,2802
260,18,1,,24
261,27,5,,8380
262,68,4,,7682
263,39,4,FINANCEINSURANCE,7682
264,6,4,,7682
265,58,3,,6573
266,64,5,,8381
267,27,2,,2803
268,10,4,,7682
269,7,5,,8381
270,38,3,,6573
271,9,1,,25
272,87,3,,6574
273,54,5,,8381
274,61,1,,26
275,20,4,,7683
276,93,5,,8381
277,65,2,,2803
278,57,3,,6574
279,55,6,,8845
280,12,3,,6574
281,29,3,,6575
282,31,2,FOOD,2804
283,46,2,HEALTHCARE,2804
284,69,2,,2805
285,72,4,,7683
286,5,2,,2805
287,35,6,,8846
288,77,2,,2806
289,66,1,,27
290,3,1,,28
291,56,6,,8846
292,52,5,,8381
293,71,1,,29
294,0,6,,8846
295,58,2,,2806
296,61,1,,30
297,35,4,,7683
298,2,2,,2807
299,41,2,,2807
300,22,2,,2808
301,25,2,,2808
302,85,3,,6575
303,50,2,,2809
304,60,3,HEALTHCARE,6575
305,67,3,,6576
306,60,2,,2809
307,2,2,,2810
308,19,2,,2810
309,59,2,,2811
310,14,2,,2811
311,72,1,,31
312,91,2,,2812
313,70,2,,2812
314,19,2,FINANCEINSURANCE,2813
315,56,2,,2813
316,62,5,,8382
317,8,5,,8382
318,77,5,,8382
319,41,2,,2814
320,27,3,,6576
321,63,5,,8382
322,63,4,,7683
323,9,1,,32
324,65,1,,33
325,37,3,,6576
326,76,3,,6577
327,82,1,,34
328,52,6,,8846
329,74,3,,6577
330,68,2,,2814
331,21,1,,35
332,64,1,,36
333,88,2,,2815
334,72,1,,37
335,34,1,,38
336,69,5,,8382
337,68,2,,2815
338,49,6,,8846
339,44,2,,2816
340,69,2,,2816
341,4,5,,8383
342,4,6,,8846
343,77,3,,6577
344,50,3,,6578
345,99,2,,2817
346,79,1,,39
347,43,1,ART,40
348,61,2,,2817
349,12,3,,6578
350,31,2,,2818
351,79,3,,6578
352,41,2,,2818
353,73,2,,2819
354,44,2,,2819
355,28,3,,6579
356,1,2,,2820
357,36,2,,2820
358,54,2,,2821
359,62,2,,2821
360,35,2,,2822
361,61,1,,41
362,65,3,,6579
363,41,5,,8383
364,35,1,,42
365,44,3,,6579
366,73,5,,8383
367,1,1,,43
368,2,5,,8383
369,59,1,,44
370,11,3,,6580
371,23,5,,8383
372,61,6,,8847
373,10,6,,8847
374,64,2,,2822
375,68,2,,2823
376,79,4,,7684
377,15,1,,45
378,20,6,,8847
379,65,2,,2823
380,73,5,,8384
381,64,4,,7684
382,77,6,,8847
383,54,5,,8384
384,39,4,,7684
385,59,2,,2824
386,14,2,,2824
387,40,2,,2825
388,65,3,,6580
389,26,1,,46
390,3,2,,2825
391,35,3,,6580
392,62,2,,2826
393,94,5,,8384
394,44,3,,6581
395,64,6,,8847
396,29,1,,47
397,11,3,,6581
398,11,6,,8847
399,73,2,,2826
400,24,4,,7684
401,88,2,,2827
402,83,2,,2827
403,88,4,,7685
404,56,5,,8384
405,43,2,,2828
406,51,5,HEALTHCARE,8384
407,9,2,,2828
408,0,4,,7685
409,37,1,FOOD,48
410,36,2,,2829
411,1,2,,2829
412,11,5,,8385
413,77,2,,2830
414,21,3,,6581
415,4,4,,7685
416,39,1,,49
417,61,4,HEALTHCARE,7685
418,86,2,,2830
419,24,2,,2831
420,24,4,HEALTHCARE,7686
421,65,2,,2831
422,65,5,,8385
423,83,2,,2832
424,12,5,,8385
425,77,2,,2832
426,30,5,,8385
427,43,3,,6582
428,69,5,,8385
429,27,2,,2833
430,60,2,HEALTHCARE,2833
431,30,6,,8848
432,55,4,,7686
433,99,6,,8848
434,69,2,,2834
435,38,2,,2834
436,38,1,,50
437,97,2,,2835
438,45,4,,7686
439,5,6,,8848
440,76,3,,6582
441,38,1,,51
442,60,1,,52
443,69,4,,7686
444,91,5,,8386
445,34,2,,2835
446,16,4,,7687
447,2,4,,7687
448,9,3,,6582
449,59,3,,6583
450,13,2,,2836
451,92,2,,2836
452,61,2,,2837
453,8,5,,8386
454,57,3,,6583
455,64,2,HEALTHCARE,2837
456,69,6,,8848
457,52,2,,2838
458,28,3,FOOD,6583
459,77,3,,6584
460,65,3,,6584
461,20,1,,53
462,24,6,,8848
463,38,2,,2838
464,50,1,,54
465,72,4,,7687
466,29,2,,2839
467,29,2,HEALTHCARE,2839
468,0,4,,7687
469,71,1,,55
470,45,3,,6584
471,48,2,,2840
472,74,4,,7688
473,75,6,,8848
474,79,2,,2840
475,46,3,,6585
476,65,5,,8386
477,60,1,FOOD,56
478,40,2,,2841
479,53,3,,6585
480,56,2,,2841
481,3,3,,6585
482,64,2,,2842
483,38,5,,8386
484,82,4,,7688
485,73,3,,6586
486,11,5,,8386
487,20,6,FOOD,8849
488,55,2,,2842
489,63,2,,2843
490,4,6,,8849
491,75,4,,7688
492,49,3,,6586
493,24,3,,6586
494,32,1,,57
495,22,6,,8849
496,31,2,,2843
497,42,6,,8849
498,72,6,,8849
499,0,6,,8849
500,8,2,,2844
501,9,2,,2844
502,33,2,,2845
503,26,4,HEALTHCARE,7688
504,43,6,,8850
505,47,3,,6587
506,60,2,,2845
507,41,2,,2846
508,8,5,,8387
509,6,4,,7689
510,55,2,,2846
511,20,3,,6587
512,52,6,,8850
513,78,6,,8850
514,56,2,,2847
515,10,1,,58
516,54,5,,8387
517,73,4,,7689
518,58,2,HEALTHCARE,2847
519,68,2,,2848
520,52,3,,6587
521,79,5,,8387
522,73,2,,2848
523,36,4,,7689
524,47,3,,6588
525,81,2,,2849
526,63,2,,2849
527,56,3,,6588
528,38,1,,59
529,49,1,,60
530,73,1,,61
531,57,3,,6588
532,38,5,,8387
533,79,4,,7689
534,52,6,,8850
535,78,4,,7690
536,77,2,,2850
537,63,2,FINANCEINSURANCE,2850
538,44,3,,6589
539,61,2,,2851
540,63,2,,2851
541,56,2,,2852
542,72,3,,6589
543,70,3,,6589
544,49,2,,2852
545,15,4,,7690
546,49,3,,6590
547,13,2,,2853
548,29,2,HEALTHCARE,2853
549,66,2,,2854
550,8,1,,62
551,75,4,,7690
552,14,1,,63
