ID,Age,Household Size,Occupations,Household ID
1,12,5,,6182
2,17,1,,1
3,23,2,,2061
4,9,2,,2061
5,15,2,,2062
6,48,4,,5573
7,64,2,,2062
8,69,2,,2063
9,27,2,WASTEMANAGEMENT,2063
10,92,2,,2064
11,46,2,,2064
12,66,2,,2065
13,6,5,,6182
14,55,1,,2
15,50,3,,4819
16,42,2,,2065
17,39,4,,5573
18,38,1,,3
19,63,2,,2066
20,32,2,FINANCEINSURANCE,2066
21,41,4,,5573
22,2,3,,4819
23,14,2,,2067
24,60,2,FOOD,2067
25,66,5,,6182
26,34,2,,2068
27,37,4,,5573
28,55,3,,4819
29,5,4,,5574
30,50,6,,6465
31,37,4,,5574
32,24,2,,2068
33,33,2,,2069
34,50,2,,2069
35,16,2,,2070
36,39,1,,4
37,72,3,,4820
38,4,3,,4820
39,87,1,,5
40,22,2,,2070
41,7,1,,6
42,12,1,,7
43,39,1,,8
44,53,2,HEALTHCARE,2071
45,78,2,,2071
46,16,4,,5574
47,64,1,,9
48,42,2,,2072
49,77,2,,2072
50,32,4,,5574
51,65,2,,2073
52,64,2,,2073
53,86,5,,6182
54,65,6,,6465
55,37,5,,6182
56,21,5,,6183
57,57,2,,2074
58,49,2,,2074
59,53,5,,6183
60,0,3,,4820
61,16,2,,2075
62,92,4,,5575
63,15,1,,10
64,68,2,,2075
65,21,5,,6183
66,15,4,,5575
67,47,4,,5575
68,71,2,,2076
69,60,2,FOOD,2076
70,61,3,,4821
71,4,3,,4821
72,69,2,,2077
73,26,3,,4821
74,53,2,HEALTHCARE,2077
75,54,1,,11
76,48,4,,5575
77,11,4,,5576
78,0,2,,2078
79,49,5,,6183
80,51,3,,4822
81,55,1,,12
82,48,5,HEALTHCARE,6183
83,21,2,,2078
84,29,3,,4822
85,54,2,,2079
86,54,2,FINANCEINSURANCE,2079
87,40,2,,2080
88,46,5,,6184
89,73,4,,5576
90,70,2,,2080
91,99,2,,2081
92,17,4,,5576
93,70,4,,5576
94,81,4,,5577
95,86,2,,2081
96,13,2,,2082
97,53,4,,5577
98,15,1,,13
99,34,4,,5577
100,24,4,,5577
101,65,2,,2082
102,31,4,FOOD,5578
103,68,1,,14
104,61,4,,5578
105,97,1,,15
106,32,2,,2083
107,12,4,,5578
108,62,2,,2083
109,77,2,,2084
110,52,2,HEALTHCARE,2084
111,96,4,,5578
112,9,2,,2085
113,58,5,,6184
114,32,5,,6184
115,39,6,,6465
116,63,3,,4822
117,24,3,,4823
118,74,2,,2085
119,27,5,,6184
120,16,4,,5579
121,22,4,,5579
122,19,1,,16
123,21,2,,2086
124,56,3,,4823
125,33,4,,5579
126,50,2,,2086
127,56,2,,2087
128,40,4,HEALTHCARE,5579
129,39,2,,2087
130,10,4,,5580
