ID,Age,Household Size,Occupations,Household ID
1,29,3,,4452
2,22,1,,1
3,3,2,,1729
4,54,5,,5586
5,76,3,,4452
6,52,2,,1729
7,67,2,,1730
8,30,2,,1730
9,61,2,,1731
10,99,2,,1731
11,62,2,,1732
12,63,1,,2
13,55,2,,1732
14,73,1,,3
15,73,2,,1733
16,22,4,,5182
17,7,2,,1733
18,66,2,,1734
19,83,4,,5182
20,73,1,,4
21,5,4,,5182
22,81,2,,1734
23,77,2,,1735
24,29,2,,1735
25,67,2,,1736
26,79,1,,5
27,76,2,,1736
28,74,1,,6
29,76,3,,4452
30,68,4,,5182
31,60,4,,5183
32,60,3,,4453
33,49,2,,1737
34,7,1,,7
35,54,3,,4453
36,59,3,,4453
37,35,6,,5748
38,51,3,HEALTHCARE,4454
39,37,1,FOOD,8
40,49,4,,5183
41,59,1,,9
42,64,2,,1737
43,59,4,,5183
44,6,2,,1738
45,67,2,,1738
46,62,5,,5586
47,35,5,,5586
48,13,2,,1739
49,68,2,,1739
50,9,1,,10
51,11,2,,1740
52,90,4,,5183
53,0,3,,4454
54,17,2,,1740
55,34,3,,4454
56,13,4,,5184
57,14,4,,5184
58,5,2,,1741
59,68,2,,1741
60,8,4,,5184
61,78,3,,4455
62,99,2,,1742
63,71,4,,5184
64,52,2,,1742
65,53,2,,1743
66,73,1,,11
67,56,3,,4455
68,38,2,,1743
69,75,4,,5185
70,12,2,,1744
71,70,2,,1744
72,75,2,,1745
73,69,3,,4455
74,30,3,,4456
75,87,4,,5185
76,55,6,,5748
77,35,3,,4456
78,8,4,,5185
79,49,3,,4456
80,66,1,,12
81,43,2,,1745
82,53,3,,4457
83,22,3,,4457
84,67,1,,13
85,7,2,,1746
86,46,2,,1746
87,38,1,,14
88,4,1,,15
89,70,1,,16
90,72,5,,5586
91,33,5,,5586
92,27,6,,5748
93,44,3,,4457
94,78,3,,4458
95,99,4,,5185
96,100,2,,1747
97,84,2,,1747
98,80,2,,1748
99,75,4,,5186
100,75,3,,4458
101,75,4,,5186
102,40,5,,5587
103,59,2,,1748
104,64,2,,1749
105,42,1,,17
106,67,4,,5186
107,19,3,,4458
108,83,2,,1749
109,67,5,,5587
110,52,6,,5748
111,67,2,,1750
112,52,5,,5587
113,31,1,,18
114,83,2,,1750
115,13,2,,1751
116,49,2,,1751
117,53,2,,1752
118,58,2,,1752
119,25,1,,19
120,1,1,,20
121,48,2,,1753
122,50,3,,4459
123,13,4,,5186
124,70,4,,5187
125,79,1,,21
126,64,2,,1753
127,33,2,,1754
128,93,2,,1754
129,52,5,,5587
130,43,2,,1755
131,36,6,,5748
132,58,2,,1755
133,30,5,,5587
134,72,1,,22
135,54,6,,5748
136,15,2,,1756
137,1,1,,23
138,99,2,,1756
139,40,3,,4459
140,68,3,,4459
141,22,2,,1757
142,72,2,,1757
143,90,4,,5187
144,18,2,,1758
145,76,1,,24
146,42,2,,1758
147,42,2,,1759
148,7,2,,1759
149,84,2,,1760
150,57,5,,5588
151,69,3,,4460
152,55,1,,25
153,60,6,,5749
154,37,2,HEALTHCARE,1760
155,70,2,,1761
156,21,4,,5187
157,21,6,,5749
158,99,6,,5749
159,88,4,,5187
160,89,2,,1761
161,14,2,,1762
162,79,2,,1762
163,70,1,,26
164,72,2,,1763
165,15,2,,1763
166,11,2,,1764
167,64,6,,5749
168,8,4,,5188
169,58,4,,5188
170,49,2,,1764
171,75,2,,1765
172,58,1,,27
