ID,Age,Household Size,Occupations,Household ID
1,0,3,,9823
2,21,2,,4716
3,53,6,HEALTHCARE,13883
4,29,5,,13295
5,60,2,,4716
6,68,2,,4717
7,9,6,,13883
8,63,2,FOOD,4717
9,17,6,,13883
10,60,2,OTHER,4718
11,78,2,,4718
12,17,4,,11834
13,41,4,,11834
14,67,1,,1
15,54,5,,13295
16,72,4,,11834
17,16,2,,4719
18,49,3,FOOD,9823
19,24,5,FOOD,13295
20,46,2,,4719
21,67,2,,4720
22,10,2,,4720
23,60,2,,4721
24,55,3,,9823
25,59,4,,11834
26,59,6,WASTEMANAGEMENT,13883
27,75,3,,9824
28,38,6,,13883
29,23,3,OTHER,9824
30,63,2,HEALTHCARE,4721
31,7,3,,9824
32,31,4,,11835
33,3,1,,2
34,54,4,FOOD,11835
35,15,5,,13295
36,35,2,HEALTHCARE,4722
37,18,3,,9825
38,13,3,,9825
39,46,4,,11835
40,0,4,,11835
41,25,5,,13295
42,58,4,HEALTHCARE,11836
43,51,4,,11836
44,61,3,,9825
45,3,4,,11836
46,35,4,,11836
47,32,2,FOOD,4722
48,94,5,,13296
49,78,3,,9826
50,36,4,,11837
51,65,3,,9826
52,34,2,FINANCEINSURANCE,4723
53,41,6,FOOD,13883
54,70,3,,9826
55,66,2,,4723
56,41,2,,4724
57,37,4,,11837
58,22,2,HEALTHCARE,4724
59,46,5,,13296
60,36,5,,13296
61,78,5,,13296
62,35,1,,3
63,63,3,,9827
64,26,6,,13884
65,2,3,,9827
66,46,2,OTHER,4725
67,27,2,,4725
68,23,2,,4726
69,41,3,,9827
70,31,3,,9828
71,53,2,,4726
72,0,4,,11837
73,44,5,,13296
74,17,2,,4727
75,78,3,,9828
76,40,2,,4727
77,15,1,,4
78,44,6,OTHER,13884
79,63,3,,9828
80,6,3,,9829
81,3,2,,4728
82,69,4,,11837
83,76,4,,11838
84,19,4,,11838
85,61,4,HEALTHCARE,11838
86,31,1,,5
87,10,4,,11838
88,52,4,FOOD,11839
89,9,2,,4728
90,56,6,,13884
91,46,4,,11839
92,19,3,FOOD,9829
93,68,5,,13297
94,7,5,,13297
95,68,5,,13297
96,57,2,,4729
97,48,6,,13884
98,17,3,,9829
99,25,1,HEALTHCARE,6
100,31,2,,4729
101,0,1,,7
102,38,2,,4730
103,72,1,,8
104,22,2,,4730
