ID,Age,Household Size,Occupations,Household ID
1,48,2,,24675
2,34,5,HEALTHCARE,72715
3,33,2,FOOD,24675
4,35,2,,24676
5,58,6,ART,76661
6,49,2,,24676
7,41,2,HEALTHCARE,24677
8,8,3,,51424
9,2,5,,72715
10,29,2,,24677
11,13,2,,24678
12,73,5,,72715
13,49,2,,24678
14,57,3,,51424
15,68,2,,24679
16,67,2,,24679
17,73,2,,24680
18,3,3,,51424
19,24,2,FOOD,24680
20,2,5,,72715
21,18,4,,63581
22,56,2,,24681
23,35,3,FINANCEINSURANCE,51425
24,67,4,,63581
25,10,1,,1
26,17,2,,24681
27,36,5,REALESTATERENTAL,72715
28,11,4,,63581
29,76,2,,24682
30,26,4,INFORMATION,63581
31,33,4,,63582
32,27,2,WASTEMANAGEMENT,24682
33,11,4,,63582
34,38,3,HEALTHCARE,51425
35,42,1,,2
36,56,5,,72716
37,68,5,,72716
38,18,3,,51425
39,11,2,,24683
40,81,6,,76661
41,52,2,,24683
42,28,2,,24684
43,53,5,,72716
44,73,2,,24684
45,39,5,,72716
46,10,4,,63582
47,68,3,,51426
48,20,2,WASTEMANAGEMENT,24685
49,25,3,,51426
50,35,4,HEALTHCARE,63582
51,20,4,FOOD,63583
52,19,3,,51426
53,79,1,,3
54,22,5,WASTEMANAGEMENT,72716
55,54,2,HEALTHCARE,24685
56,45,2,,24686
57,45,1,HEALTHCARE,4
58,70,2,,24686
59,20,5,HEALTHCARE,72717
60,66,4,,63583
61,55,3,SCIENTIFICTECHNICAL,51427
62,53,2,,24687
63,27,4,,63583
64,47,2,,24687
65,92,1,,5
66,47,1,,6
67,49,2,,24688
68,8,3,,51427
69,13,4,,63583
70,40,6,,76661
71,57,2,FOOD,24688
72,1,1,,7
73,51,1,FOOD,8
74,23,2,,24689
75,6,1,,9
76,58,5,,72717
77,38,2,HEALTHCARE,24689
78,39,2,,24690
79,60,2,ART,24690
80,71,2,,24691
81,19,5,SCIENTIFICTECHNICAL,72717
82,20,3,,51427
83,8,3,,51428
84,26,4,SCIENTIFICTECHNICAL,63584
85,12,3,,51428
86,26,1,WASTEMANAGEMENT,10
87,9,2,,24691
88,27,2,,24692
89,20,2,,24692
90,20,6,HEALTHCARE,76661
91,13,4,,63584
92,29,3,WASTEMANAGEMENT,51428
93,50,2,,24693
94,56,4,,63584
95,16,4,,63584
96,12,2,,24693
97,11,2,,24694
98,0,2,,24694
99,18,2,FOOD,24695
100,57,3,,51429
101,88,2,,24695
102,77,2,,24696
103,48,4,FOOD,63585
104,6,2,,24696
105,38,2,,24697
106,34,5,ART,72717
107,40,1,HEALTHCARE,11
108,37,6,,76661
109,24,3,WASTEMANAGEMENT,51429
110,75,4,,63585
111,50,2,,24697
112,58,2,FOOD,24698
113,61,6,,76661
114,39,2,FINANCEINSURANCE,24698
115,58,5,,72717
116,1,2,,24699
117,52,1,,12
118,69,3,,51429
119,68,3,,51430
120,26,5,HEALTHCARE,72718
121,26,2,,24699
122,71,5,,72718
123,39,4,,63585
124,45,3,FOOD,51430
125,18,1,HEALTHCARE,13
126,31,2,WASTEMANAGEMENT,24700
127,59,4,WASTEMANAGEMENT,63585
128,1,5,,72718
129,25,3,INFORMATION,51430
130,43,4,,63586
131,2,3,,51431
132,12,3,,51431
