ID,Age,Household Size,Occupations,Household ID
1,9,4,,27148
2,43,3,,22060
3,58,2,,9238
4,9,2,,9238
5,23,2,,9239
6,41,2,,9239
7,15,2,,9240
8,97,2,,9240
9,21,3,,22060
10,2,4,,27148
11,82,4,,27148
12,6,2,,9241
13,28,1,,1
14,43,5,FOOD,31276
15,55,2,,9241
16,51,2,,9242
17,21,2,FINANCEINSURANCE,9242
18,14,2,,9243
19,72,3,,22060
20,50,4,,27148
21,19,6,HEALTHCARE,33263
22,73,3,,22061
23,66,3,,22061
24,83,4,,27149
25,38,6,,33263
26,70,6,,33263
27,6,4,,27149
28,20,6,,33263
29,7,5,,31276
30,64,1,,2
31,55,2,,9243
32,45,2,,9244
33,47,2,,9244
34,5,1,,3
35,11,3,,22061
36,92,2,,9245
37,53,5,,31276
38,43,4,HEALTHCARE,27149
39,29,4,,27149
40,47,5,,31276
41,71,4,,27150
42,53,2,,9245
43,26,4,,27150
44,94,4,,27150
45,7,3,,22062
46,60,1,,4
47,35,2,,9246
48,32,2,,9246
49,22,4,,27150
50,1,2,,9247
51,44,2,FOOD,9247
52,4,5,,31276
53,11,3,,22062
54,67,6,,33263
55,20,3,REALESTATERENTAL,22062
56,21,3,,22063
57,35,4,,27151
58,37,6,,33263
59,67,4,,27151
60,61,6,,33264
61,13,3,,22063
62,38,3,HEALTHCARE,22063
63,24,3,,22064
64,23,2,,9248
65,64,4,,27151
66,1,5,,31277
67,57,2,HEALTHCARE,9248
68,46,6,,33264
69,64,2,FOOD,9249
70,38,2,,9249
71,54,5,HEALTHCARE,31277
72,7,4,,27151
73,33,1,,5
74,35,1,,6
75,47,2,HEALTHCARE,9250
76,77,4,,27152
77,68,4,,27152
78,55,2,,9250
79,28,5,,31277
80,78,3,,22064
81,17,2,,9251
82,45,2,FOOD,9251
83,4,2,,9252
84,47,6,,33264
85,69,2,,9252
86,66,3,,22064
87,51,1,,7
88,41,2,,9253
89,59,5,,31277
90,45,4,HEALTHCARE,27152
91,7,2,,9253
92,64,3,,22065
93,28,2,FINANCEINSURANCE,9254
94,64,6,,33264
95,60,5,,31277
96,55,4,,27152
97,55,2,,9254
98,12,2,,9255
99,21,1,,8
100,25,4,HEALTHCARE,27153
101,53,2,,9255
102,57,2,,9256
103,44,5,HEALTHCARE,31278
