ID,Age,Household Size,Occupations,Household ID
1,26,3,,9505
2,54,3,,9505
3,28,2,,4707
4,65,4,,11445
5,61,2,,4707
6,79,2,,4708
7,39,2,HEALTHCARE,4708
8,50,3,HEALTHCARE,9505
9,55,5,FOOD,12662
10,82,1,,1
11,1,2,,4709
12,18,6,INFORMATION,13142
13,49,1,,2
14,10,5,,12662
15,50,1,,3
16,86,2,,4709
17,38,3,,9506
18,54,2,,4710
19,15,2,,4710
20,67,5,,12662
21,60,4,,11445
22,5,6,,13142
23,12,4,,11445
24,40,5,INFORMATION,12662
25,50,2,,4711
26,27,2,,4711
27,72,1,,4
28,1,1,,5
29,5,2,,4712
30,88,2,,4712
31,40,1,,6
32,20,2,,4713
33,44,1,,7
34,45,1,,8
35,36,4,,11445
36,13,4,,11446
37,56,5,HEALTHCARE,12662
38,64,6,HEALTHCARE,13142
39,55,3,,9506
40,32,4,,11446
41,52,2,,4713
42,10,4,,11446
43,47,2,,4714
44,68,2,,4714
45,27,1,,9
46,51,3,,9506
47,60,2,,4715
48,6,4,,11446
49,54,3,,9507
50,62,6,,13142
51,56,2,FOOD,4715
52,66,2,,4716
53,21,4,,11447
54,34,4,,11447
55,2,2,,4716
56,53,1,,10
57,21,3,,9507
58,59,4,,11447
59,69,3,,9507
60,21,3,,9508
61,1,2,,4717
62,65,2,,4717
63,29,2,,4718
64,69,3,,9508
65,51,3,,9508
66,64,1,,11
67,15,2,,4718
68,37,4,,11447
69,37,4,,11448
70,44,4,FOOD,11448
71,23,1,HEALTHCARE,12
72,75,1,,13
73,63,2,,4719
74,28,6,,13142
75,57,1,HEALTHCARE,14
76,49,2,,4719
77,43,4,,11448
78,50,1,,15
79,20,2,,4720
80,23,2,FOOD,4720
81,58,5,,12663
82,8,5,,12663
83,65,6,,13142
84,34,2,,4721
85,51,5,,12663
86,62,2,,4721
87,23,3,FOOD,9509
88,25,3,,9509
89,14,3,,9509
90,85,2,,4722
91,61,2,,4722
92,36,2,,4723
93,22,2,INFORMATION,4723
94,24,5,,12663
95,21,2,,4724
96,49,2,,4724
97,18,4,,11448
98,65,2,,4725
99,75,6,,13143
100,77,4,,11449
101,39,6,,13143
102,28,4,,11449
103,28,2,,4725
104,17,2,,4726
105,22,4,,11449
106,5,4,,11449
107,16,2,,4726
108,63,4,,11450
109,49,2,,4727
110,43,3,FOOD,9510
111,44,2,,4727
112,66,4,,11450
113,2,1,,16
114,18,3,,9510
115,37,5,FOOD,12663
116,11,5,,12664
117,20,1,FOOD,17
118,38,2,,4728
119,57,1,,18
120,79,2,,4728
121,37,6,,13143
122,22,3,,9510
123,53,2,,4729
124,41,3,,9511
125,12,4,,11450
126,24,3,,9511
127,87,2,,4729
128,26,1,,19
129,32,3,,9511
130,27,2,,4730
131,27,3,,9512
132,10,4,,11450
133,70,3,,9512
134,73,2,,4730
135,19,5,,12664
136,31,4,,11451
137,59,1,HEALTHCARE,20
138,22,4,,11451
139,23,1,,21
140,60,3,,9512
141,78,5,,12664
142,73,4,,11451
143,21,3,HEALTHCARE,9513
144,21,5,HEALTHCARE,12664
145,27,6,,13143
146,34,2,,4731
147,87,3,,9513
148,45,4,,11451
149,50,3,,9513
150,24,3,,9514
151,2,4,,11452
152,63,2,FOOD,4731
153,94,1,,22
154,25,6,,13143
155,25,3,FOOD,9514
156,6,3,,9514
157,19,3,FOOD,9515
158,62,5,FOOD,12664
159,28,2,,4732
160,29,4,,11452
161,34,1,,23
162,65,4,,11452
163,68,3,,9515
164,33,3,FOOD,9515
165,25,6,,13143
166,11,2,,4732
167,23,2,FOOD,4733
168,73,2,,4733
169,13,2,,4734
170,61,3,,9516
171,14,4,,11452
172,65,2,,4734
173,23,3,,9516
174,64,4,FOOD,11453
175,75,4,,11453
176,13,1,,24
177,34,1,,25
178,6,2,,4735
179,29,6,HEALTHCARE,13144
180,47,4,HEALTHCARE,11453
181,5,2,,4735
182,21,3,,9516
183,19,5,,12665
184,55,2,,4736
185,29,2,,4736
186,7,3,,9517
187,1,2,,4737
188,8,3,,9517
189,69,2,,4737
190,7,2,,4738
191,17,3,,9517
192,60,1,,26
193,18,4,,11453
194,99,2,,4738
195,29,2,FOOD,4739
196,20,4,,11454
197,15,2,,4739
198,16,4,,11454
199,67,3,,9518
200,1,2,,4740
201,22,2,,4740
202,52,3,FOOD,9518
203,57,6,,13144
204,28,2,,4741
205,4,5,,12665
206,12,4,,11454
207,40,1,,27
208,13,1,,28
209,65,6,FOOD,13144
210,58,4,,11454
211,31,4,,11455
212,29,1,,29
213,16,6,,13144
214,18,3,,9518
215,18,1,,30
216,72,6,,13144
217,18,6,HEALTHCARE,13144
218,63,3,,9519
219,29,4,FOOD,11455
220,60,2,,4741
221,74,1,,31
222,23,2,,4742
223,7,2,,4742
224,0,2,,4743
225,85,4,,11455
226,32,1,,32
227,42,2,INFORMATION,4743
228,26,2,FOOD,4744
229,4,3,,9519
230,1,5,,12665
231,5,1,,33
232,51,5,,12665
233,53,2,,4744
234,36,4,,11455
235,52,3,,9519
236,6,3,,9520
237,23,3,FOOD,9520
238,65,3,,9520
239,36,3,,9521
240,20,3,HEALTHCARE,9521
241,31,3,UTILITIES,9521
242,62,5,,12665
243,21,3,,9522
244,7,3,,9522
245,12,2,,4745
246,25,3,,9522
247,5,6,,13145
248,13,4,,11456
249,81,2,,4745
250,39,4,,11456
251,29,1,,34
252,67,4,,11456
253,19,3,FOOD,9523
254,13,3,,9523
255,50,3,HEALTHCARE,9523
256,16,6,,13145
257,23,1,,35
258,75,3,,9524
259,25,4,HEALTHCARE,11456
260,16,3,,9524
261,53,6,,13145
262,2,6,,13145
263,22,2,,4746
264,62,2,,4746
265,60,3,,9524
266,14,3,,9525
267,65,6,,13145
268,1,4,,11457
269,36,1,,36
270,69,1,,37
271,16,2,,4747
272,23,6,,13145
273,7,6,,13146
274,75,3,,9525
275,13,5,,12666
276,41,5,UTILITIES,12666
277,56,2,,4747
278,47,6,HEALTHCARE,13146
279,37,3,,9525
280,13,6,,13146
281,45,2,,4748
282,48,4,,11457
283,10,4,,11457
284,51,4,,11457
285,62,1,,38
286,55,5,HEALTHCARE,12666
287,25,3,,9526
288,24,5,,12666
289,46,2,,4748
290,55,6,,13146
291,4,6,,13146
292,63,2,,4749
293,24,2,,4749
