ID,Age,Household Size,Occupations,Household ID
1,2,3,,110288
2,52,4,,136169
3,48,2,WASTEMANAGEMENT,51803
4,98,5,,158182
5,7,3,,110288
6,24,3,,110288
7,34,1,,1
8,67,2,,51803
9,47,2,WASTEMANAGEMENT,51804
10,60,6,FINANCEINSURANCE,166609
11,6,2,,51804
12,6,1,,2
13,57,5,HEALTHCARE,158182
14,66,6,,166609
15,30,2,OTHER,51805
16,8,1,,3
17,71,2,,51805
18,0,2,,51806
19,96,2,,51806
20,22,6,,166609
21,13,3,,110289
22,63,2,,51807
23,43,2,HEALTHCARE,51807
24,26,4,,136169
25,78,4,,136169
26,51,4,WASTEMANAGEMENT,136169
27,8,2,,51808
28,65,4,,136170
29,2,5,,158182
30,52,5,,158182
31,38,5,,158182
32,65,1,,4
33,45,2,,51808
34,71,3,,110289
35,3,4,,136170
36,4,2,,51809
37,22,5,,158183
38,54,1,WASTEMANAGEMENT,5
39,7,4,,136170
40,13,3,,110289
41,32,6,,166609
42,76,4,,136170
43,63,2,FOOD,51809
44,68,1,,6
45,26,1,,7
46,55,5,,158183
47,14,1,,8
48,28,3,,110290
49,65,2,,51810
50,48,6,,166609
51,57,2,,51810
52,57,3,,110290
53,85,2,,51811
54,63,2,,51811
55,4,4,,136171
56,73,2,,51812
57,67,5,,158183
58,56,3,,110290
59,50,3,,110291
60,33,3,FOOD,110291
61,95,4,,136171
62,47,3,,110291
63,19,1,,9
64,75,4,,136171
65,36,4,HEALTHCARE,136171
66,75,2,,51812
67,52,5,,158183
68,34,4,FOOD,136172
69,74,2,,51813
70,32,4,,136172
71,77,6,,166609
72,73,2,,51813
73,54,4,,136172
74,1,5,,158183
75,16,4,,136172
76,57,4,,136173
77,11,2,,51814
78,39,2,,51814
79,56,2,,51815
80,50,2,,51815
81,35,4,WASTEMANAGEMENT,136173
82,16,4,,136173
83,7,1,,10
84,41,4,,136173
85,31,5,,158184
86,28,2,,51816
87,17,2,,51816
88,20,4,WASTEMANAGEMENT,136174
89,35,2,,51817
90,53,4,,136174
91,10,2,,51817
92,27,5,,158184
93,66,2,,51818
94,70,4,,136174
95,51,2,HEALTHCARE,51818
96,47,4,,136174
97,16,2,,51819
98,21,2,,51819
99,26,3,,110292
100,75,5,,158184
101,28,1,,11
102,10,1,,12
103,48,4,OTHER,136175
104,48,4,,136175
105,57,2,,51820
106,15,6,,166610
107,61,1,,13
108,10,4,,136175
109,10,2,,51820
110,46,1,,14
111,82,5,,158184
112,42,2,FOOD,51821
113,11,1,,15
114,10,4,,136175
115,42,4,FINANCEINSURANCE,136176
116,44,3,WASTEMANAGEMENT,110292
117,54,2,,51821
118,76,6,,166610
119,55,5,FOOD,158184
120,64,5,,158185
121,55,2,,51822
122,28,1,OTHER,16
123,17,2,,51822
124,51,5,,158185
