ID,Age,Household Size,Occupations,Household ID
1,73,1,,1
2,58,3,,9010
3,6,1,,2
4,43,5,,11179
5,40,2,,3717
6,23,1,,3
7,55,2,,3717
8,3,4,,10218
9,63,4,HEALTHCARE,10218
10,11,4,,10218
11,23,1,,4
12,5,3,,9010
13,57,4,,10218
14,50,6,,11731
15,52,2,,3718
16,3,2,,3718
17,22,6,,11731
18,76,2,,3719
19,9,2,,3719
20,74,3,,9010
21,38,4,,10219
22,70,1,,5
23,34,2,,3720
24,20,2,,3720
25,40,2,,3721
26,3,6,,11731
27,30,2,FINANCEINSURANCE,3721
28,69,6,,11731
29,70,3,,9011
30,78,2,,3722
31,55,2,,3722
32,36,2,,3723
33,86,6,,11731
34,73,2,,3723
35,9,4,,10219
36,5,2,,3724
37,6,2,,3724
38,78,1,,6
39,50,2,FOOD,3725
40,55,1,,7
41,55,5,,11179
42,7,2,,3725
43,37,2,,3726
44,21,2,,3726
45,2,2,,3727
46,47,2,,3727
47,56,4,,10219
48,3,1,,8
49,10,2,,3728
50,18,4,,10219
51,33,4,,10220
52,21,2,,3728
53,63,3,,9011
54,56,2,HEALTHCARE,3729
55,78,2,,3729
56,44,5,,11179
57,30,2,,3730
58,92,2,,3730
59,43,4,HEALTHCARE,10220
60,100,3,,9011
61,37,4,HEALTHCARE,10220
62,55,4,,10220
63,42,3,,9012
64,19,4,,10221
65,67,2,,3731
66,57,4,,10221
67,64,6,,11731
68,69,1,,9
69,4,1,,10
70,56,3,,9012
71,19,2,,3731
72,55,2,HEALTHCARE,3732
73,54,1,,11
74,31,2,OTHER,3732
75,13,3,,9012
76,92,4,,10221
77,55,4,,10221
78,54,2,,3733
79,9,2,,3733
80,76,6,,11732
81,21,3,,9013
82,100,4,,10222
83,46,4,,10222
84,26,2,FOOD,3734
85,79,2,,3734
86,29,1,OTHER,12
87,79,4,,10222
88,28,6,,11732
89,50,5,,11179
90,56,3,,9013
91,4,2,,3735
92,6,2,,3735
93,27,6,,11732
94,50,5,,11179
95,76,1,,13
96,25,4,,10222
97,83,2,,3736
98,75,2,,3736
99,63,2,,3737
100,62,4,,10223
101,8,2,,3737
102,37,2,,3738
103,49,5,,11180
104,61,6,,11732
105,53,3,,9013
106,73,4,,10223
107,69,5,,11180
108,37,2,,3738
109,55,2,,3739
110,20,2,,3739
111,44,6,,11732
112,17,1,,14
113,13,2,,3740
114,63,1,,15
115,73,2,,3740
116,49,3,,9014
117,62,2,,3741
118,7,5,,11180
119,56,6,,11732
120,8,3,,9014
121,34,2,HEALTHCARE,3741
122,51,2,FINANCEINSURANCE,3742
123,39,3,,9014
124,13,3,,9015
125,69,5,,11180
126,19,2,,3742
127,50,2,HEALTHCARE,3743
128,9,4,,10223
129,40,5,,11180
130,78,3,,9015
131,66,1,,16
132,62,1,,17
133,26,2,,3743
134,8,1,,18
135,73,1,,19
136,10,1,,20
137,14,4,,10223
138,64,1,HEALTHCARE,21
139,52,1,,22
140,46,3,,9015
141,52,2,,3744
142,52,2,,3744
143,44,2,,3745
144,37,5,,11181
145,27,5,,11181
146,95,5,,11181
147,66,1,,23
148,50,5,,11181
149,29,1,HEALTHCARE,24
150,64,2,,3745
151,26,1,,25
152,77,2,,3746
153,34,6,,11733
154,43,4,HEALTHCARE,10224
155,59,1,,26
156,52,4,,10224
157,56,1,,27
158,76,4,,10224
159,13,2,,3746
160,78,2,,3747
161,79,5,,11181
162,20,1,,28
163,19,4,,10224
164,4,5,,11182
165,47,5,,11182
166,60,5,,11182
167,5,2,,3747
168,71,6,,11733
169,44,5,,11182
170,9,5,,11182
171,69,2,,3748
172,86,2,,3748
173,2,2,,3749
174,98,2,,3749
175,27,2,,3750
176,43,1,,29
177,77,2,,3750
178,46,2,ART,3751
179,19,2,,3751
180,2,2,,3752
181,95,2,,3752
182,38,1,,30
183,5,2,,3753
184,46,4,,10225
185,14,2,,3753
186,77,3,,9016
187,58,2,,3754
188,33,2,,3754
189,81,5,,11183
190,100,1,,31
191,62,1,,32
192,42,6,,11733
193,19,2,,3755
194,65,4,,10225
195,29,1,,33
196,66,4,,10225
197,52,1,,34
198,56,2,,3755
199,62,2,SCIENTIFICTECHNICAL,3756
200,50,5,,11183
201,75,4,,10225
202,15,4,,10226
203,14,1,,35
204,69,3,,9016
205,24,2,,3756
206,39,4,,10226
207,58,4,,10226
208,40,1,,36
209,26,5,,11183
210,62,2,,3757
211,39,3,,9016
212,25,2,,3757
213,35,2,HEALTHCARE,3758
214,40,1,,37
215,33,2,,3758
216,85,4,,10226
217,8,3,,9017
218,34,2,,3759
219,62,2,,3759
220,25,3,HEALTHCARE,9017
221,24,6,,11733
222,57,2,HEALTHCARE,3760
223,31,6,,11733
224,86,2,,3760
225,52,5,,11183
226,55,2,,3761
227,39,1,,38
228,58,5,,11183
229,75,4,,10227
230,46,1,,39
231,19,3,,9017
232,61,6,,11733
233,54,6,,11734
234,64,6,,11734
235,75,2,,3761
236,67,2,,3762
237,77,5,,11184
238,33,2,FOOD,3762
239,86,6,,11734
240,99,1,,40
241,75,3,,9018
242,29,2,,3763
243,65,2,,3763
244,30,5,HEALTHCARE,11184
245,61,2,,3764
246,55,2,,3764
247,12,1,,41
248,60,2,,3765
249,77,5,,11184
250,22,2,,3765
251,26,3,,9018
252,95,3,,9018
253,90,2,,3766
254,27,5,,11184
255,68,4,,10227
256,41,3,,9019
257,6,2,,3766
258,76,6,,11734
259,51,1,,42
260,44,3,,9019
261,5,2,,3767
262,48,1,,43
263,59,6,,11734
264,56,4,FINANCEINSURANCE,10227
265,69,2,,3767
266,52,2,,3768
267,8,2,,3768
268,52,1,HEALTHCARE,44
269,76,2,,3769
270,52,3,,9019
271,40,2,,3769
272,54,2,,3770
273,18,4,,10227
274,0,6,,11734
275,13,5,,11184
276,49,5,FOOD,11185
277,49,1,,45
278,21,6,,11735
279,22,2,,3770
280,8,2,,3771
281,48,4,,10228
282,73,3,,9020
283,2,2,,3771
284,47,1,,46
285,0,4,,10228
286,24,4,,10228
287,51,6,,11735
288,21,4,,10228
289,48,4,,10229
290,54,2,,3772
291,34,3,,9020
292,55,1,,47
293,65,5,,11185
294,17,2,,3772
295,97,2,,3773
296,51,2,,3773
297,7,1,,48
298,27,3,SCIENTIFICTECHNICAL,9020
299,89,3,,9021
300,18,5,,11185
301,62,2,,3774
302,51,3,HEALTHCARE,9021
303,11,2,,3774
304,21,2,,3775
305,75,2,,3775
306,38,2,,3776
307,57,2,,3776
308,46,2,,3777
309,42,2,,3777
310,62,4,,10229
311,65,6,,11735
312,48,1,,49
313,44,4,,10229
314,61,2,,3778
315,15,2,,3778
316,61,4,HEALTHCARE,10229
317,5,2,,3779
318,59,2,SCIENTIFICTECHNICAL,3779
319,56,3,,9021
320,13,2,,3780
321,76,6,,11735
322,30,4,OTHER,10230
323,22,2,FOOD,3780
324,54,4,,10230
325,69,2,,3781
326,91,2,,3781
327,7,1,,50
328,69,4,,10230
329,59,2,,3782
330,27,1,,51
331,67,2,,3782
332,40,2,,3783
333,57,6,,11735
334,53,4,,10230
335,35,3,,9022
336,61,2,,3783
337,51,2,,3784
338,0,1,,52
339,76,1,,53
340,53,2,,3784
341,33,3,,9022
342,66,2,,3785
343,0,2,,3785
344,62,2,,3786
345,64,2,,3786
346,60,3,,9022
347,46,4,,10231
348,5,1,,54
349,62,4,,10231
350,75,2,,3787
351,33,1,,55
352,58,6,,11735
353,28,4,,10231
354,66,2,,3787
355,25,6,,11736
356,40,2,,3788
357,50,2,,3788
358,52,5,,11185
359,61,1,,56
360,98,2,,3789
361,37,3,,9023
362,11,3,,9023
363,17,1,,57
364,71,6,,11736
365,39,6,,11736
366,62,2,,3789
367,70,2,,3790
368,66,6,,11736
369,10,6,,11736
370,28,6,,11736
371,55,2,,3790
372,26,4,,10231
373,52,2,,3791
374,62,5,,11185
375,4,2,,3791
376,97,6,,11737
377,50,6,,11737
378,24,2,,3792
379,60,2,,3792
380,28,2,,3793
381,19,5,,11186
382,59,4,,10232
383,46,4,,10232
384,24,3,,9023
385,91,2,,3793
386,38,3,,9024
387,26,2,,3794
388,61,3,FOOD,9024
389,60,2,,3794
390,34,4,,10232
391,68,4,,10232
392,78,2,,3795
393,86,5,,11186
394,32,2,,3795
395,78,2,,3796
396,54,4,HEALTHCARE,10233
397,40,2,,3796
398,5,6,,11737
399,33,6,,11737
400,75,2,,3797
401,62,6,,11737
402,54,3,,9024
403,28,1,,58
404,45,4,,10233
405,36,2,,3797
406,10,1,,59
407,35,2,,3798
408,3,2,,3798
409,22,6,,11737
410,6,2,,3799
411,13,2,,3799
412,69,6,,11738
413,4,4,,10233
414,11,4,,10233
415,78,2,,3800
416,79,2,,3800
417,60,5,OTHER,11186
418,39,3,,9025
419,6,3,,9025
420,26,5,,11186
421,60,6,FOOD,11738
422,63,6,,11738
423,16,2,,3801
424,17,2,,3801
425,23,5,,11186
426,52,6,HEALTHCARE,11738
427,10,1,,60
428,53,3,,9025
429,5,3,,9026
430,58,3,SCIENTIFICTECHNICAL,9026
431,70,1,,61
432,13,1,,62
433,36,6,,11738
434,59,4,,10234
435,31,3,,9026
436,41,5,,11187
437,3,4,,10234
438,35,1,,63
439,77,1,,64
440,31,1,,65
441,45,2,,3802
442,43,2,,3802
443,52,2,WASTEMANAGEMENT,3803
444,24,4,FOOD,10234
445,0,2,,3803
446,15,6,,11738
447,22,2,,3804
448,65,2,,3804
449,0,2,,3805
450,24,3,,9027
451,44,2,,3805
452,39,4,,10234
453,55,3,,9027
454,70,3,,9027
455,48,2,,3806
456,63,1,OTHER,66
457,16,1,,67
458,26,5,,11187
459,13,2,,3806
460,24,6,,11739
461,78,6,,11739
462,11,2,,3807
463,66,1,,68
464,10,2,,3807
465,74,2,,3808
466,60,4,HEALTHCARE,10235
467,38,2,HEALTHCARE,3808
468,53,2,,3809
469,21,2,,3809
470,38,2,,3810
471,27,2,,3810
472,59,2,,3811
473,50,6,,11739
474,59,3,,9028
475,98,2,,3811
476,19,2,,3812
477,52,5,,11187
478,25,2,,3812
479,2,2,,3813
480,64,2,,3813
481,3,5,,11187
482,62,2,FINANCEINSURANCE,3814
483,23,4,,10235
484,61,2,,3814
485,48,5,,11187
486,59,3,,9028
487,5,4,,10235
488,56,2,,3815
489,72,2,,3815
490,40,4,,10235
491,91,1,,69
492,68,2,,3816
493,48,2,,3816
494,19,1,,70
495,42,2,,3817
496,54,1,,71
497,39,2,HEALTHCARE,3817
498,13,2,,3818
499,7,4,,10236
500,62,6,,11739
501,45,6,,11739
502,71,4,,10236
503,70,4,,10236
504,12,2,,3818
505,45,4,,10236
