ID,Age,Household Size,Occupations,Household ID
1,1,3,,14299
2,58,4,,17662
3,68,4,,17662
4,21,3,,14299
5,9,4,,17662
6,48,5,,20016
7,29,4,,17662
8,18,3,,14299
9,58,3,HEALTHCARE,14300
10,60,4,,17663
11,56,4,HEALTHCARE,17663
12,4,2,,6244
13,60,2,WASTEMANAGEMENT,6244
14,15,6,,21129
15,42,3,,14300
16,59,3,,14300
17,26,2,,6245
18,51,4,,17663
19,57,4,,17663
20,38,2,,6245
21,25,3,,14301
22,14,2,,6246
23,31,5,,20016
24,53,2,,6246
25,44,4,,17664
26,22,3,,14301
27,76,5,,20016
28,70,5,,20016
29,1,4,,17664
30,58,3,,14301
31,65,2,OTHER,6247
32,24,5,,20016
33,12,2,,6247
34,6,1,,1
35,67,6,,21129
36,16,2,,6248
37,48,2,,6248
38,41,5,,20017
39,87,3,,14302
40,75,2,,6249
41,7,4,,17664
42,60,5,,20017
43,78,4,,17664
44,30,3,,14302
45,62,2,,6249
46,4,3,,14302
47,39,4,,17665
48,59,4,,17665
49,31,5,,20017
50,62,3,,14303
51,39,4,,17665
52,69,2,,6250
53,74,4,,17665
54,29,3,OTHER,14303
55,23,2,,6250
56,38,5,,20017
57,39,5,,20017
58,37,4,,17666
59,73,4,,17666
60,54,4,,17666
61,56,5,,20018
62,37,4,,17666
63,0,3,,14303
64,4,2,,6251
65,36,4,,17667
66,37,1,,2
67,20,2,,6251
68,29,5,,20018
69,15,2,,6252
70,8,2,,6252
71,29,2,,6253
72,50,6,HEALTHCARE,21129
73,75,3,,14304
74,57,5,,20018
75,46,4,,17667
76,50,1,,3
77,62,3,,14304
78,18,2,,6253
79,60,4,HEALTHCARE,17667
80,5,4,,17667
81,79,6,,21129
82,79,2,,6254
83,50,2,HEALTHCARE,6254
84,12,3,,14304
85,22,2,,6255
86,14,3,,14305
87,10,4,,17668
88,22,3,,14305
89,9,3,,14305
90,66,1,,4
91,46,1,,5
92,18,2,,6255
93,95,3,,14306
94,5,3,,14306
95,23,5,,20018
96,68,1,,6
97,73,5,,20018
98,50,4,,17668
99,46,2,FINANCEINSURANCE,6256
100,34,2,,6256
101,34,2,,6257
102,60,4,,17668
103,56,5,,20019
104,19,4,,17668
105,46,2,,6257
106,30,6,,21129
107,37,3,,14306
108,46,4,,17669
109,78,5,,20019
110,1,3,,14307
111,75,2,,6258
112,61,2,,6258
113,37,4,,17669
114,42,4,,17669
115,78,4,,17669
116,66,5,,20019
117,61,3,,14307
118,11,1,,7
119,12,2,,6259
120,44,6,,21129
121,11,3,,14307
122,46,1,,8
123,85,2,,6259
124,22,2,,6260
125,43,4,,17670
126,17,2,,6260
127,76,2,,6261
128,53,4,,17670
129,21,1,,9
130,74,2,,6261
131,64,5,,20019
132,25,2,,6262
133,29,4,,17670
134,22,3,HEALTHCARE,14308
135,52,2,,6262
136,28,5,,20019
137,28,2,HEALTHCARE,6263
138,23,6,,21130
139,14,4,,17670
140,9,4,,17671
141,38,4,,17671
142,62,4,,17671
143,15,2,,6263
144,90,2,,6264
145,75,1,,10
146,54,1,,11
147,48,1,,12
148,50,4,,17671
149,73,2,,6264
150,35,4,,17672
151,66,1,,13
152,65,2,HEALTHCARE,6265
153,8,3,,14308
154,81,4,,17672
155,62,4,,17672
156,2,4,,17672
157,66,2,,6265
158,63,2,,6266
159,31,2,UTILITIES,6266
160,36,2,,6267
161,64,4,,17673
162,10,2,,6267
163,34,2,,6268
164,44,6,,21130
165,32,5,,20020
166,37,3,,14308
167,44,5,,20020
168,62,5,,20020
169,74,2,,6268
170,11,1,,14
171,36,5,,20020
172,60,2,,6269
173,21,4,,17673
174,11,3,,14309
175,6,1,,15
176,62,2,,6269
177,56,6,,21130
178,4,2,,6270
179,38,3,,14309
180,8,2,,6270
181,15,2,,6271
182,25,3,,14309
183,6,4,,17673
184,21,6,,21130
185,59,5,,20020
186,65,5,,20021
