ID,Age,Household Size,Occupations,Household ID
1,61,4,,20169
2,90,3,,16333
3,73,6,,24325
4,27,4,REALESTATERENTAL,20169
5,6,4,,20169
6,14,5,,23313
7,48,2,,7269
8,24,5,WASTEMANAGEMENT,23313
9,3,2,,7269
10,29,3,,16333
11,7,1,,1
12,65,3,FOOD,16333
13,62,4,,20169
14,26,2,,7270
15,5,6,,24325
16,10,4,,20170
17,38,2,HEALTHCARE,7270
18,24,2,HEALTHCARE,7271
19,51,4,,20170
20,50,2,HEALTHCARE,7271
21,3,4,,20170
22,23,3,FOOD,16334
23,39,1,,2
24,37,2,,7272
25,17,1,,3
26,48,3,,16334
27,37,5,INFORMATION,23313
28,10,3,,16334
29,61,2,,7272
30,69,5,,23313
31,20,4,FINANCEINSURANCE,20170
32,48,2,HEALTHCARE,7273
33,29,5,,23313
34,100,4,,20171
35,21,5,HEALTHCARE,23314
36,26,4,,20171
37,100,2,,7273
38,62,1,,4
39,75,2,,7274
40,42,2,,7274
41,20,4,,20171
42,15,6,,24325
43,34,3,,16335
44,51,4,FOOD,20171
45,27,2,,7275
46,68,4,,20172
47,37,3,,16335
48,5,3,,16335
49,17,2,,7275
50,11,3,,16336
51,71,4,,20172
52,37,5,,23314
53,96,3,,16336
54,3,4,,20172
55,37,2,FOOD,7276
56,62,2,,7276
57,42,3,,16336
58,7,2,,7277
59,15,5,,23314
60,50,3,HEALTHCARE,16337
61,38,2,FOOD,7277
62,31,2,,7278
63,22,3,FOOD,16337
64,81,1,,5
65,15,4,,20172
66,5,1,,6
67,47,2,,7278
68,41,2,,7279
69,23,4,FOOD,20173
70,26,3,REALESTATERENTAL,16337
71,40,2,,7279
72,70,3,,16338
73,60,5,,23314
74,46,2,FOOD,7280
75,40,1,FOOD,7
76,20,1,,8
77,52,5,,23314
78,55,5,FOOD,23315
79,22,1,,9
80,16,2,,7280
81,0,2,,7281
82,27,2,,7281
83,68,2,,7282
84,40,3,,16338
85,29,3,HEALTHCARE,16338
86,35,4,,20173
87,33,5,,23315
88,68,2,,7282
89,78,3,,16339
90,5,5,,23315
91,23,4,,20173
92,27,1,REALESTATERENTAL,10
93,24,2,,7283
94,29,5,,23315
95,3,1,,11
96,22,2,,7283
97,48,3,FOOD,16339
98,74,4,,20173
99,45,2,,7284
100,54,2,,7284
101,75,2,,7285
102,33,6,,24325
103,8,2,,7285
104,17,4,,20174
105,53,1,,12
106,61,6,,24325
107,37,3,,16339
108,31,5,FOOD,23315
109,34,3,,16340
110,28,4,FOOD,20174
111,7,2,,7286
112,29,1,,13
113,43,2,,7286
114,24,2,,7287
115,69,2,,7287
116,57,5,,23316
117,46,2,,7288
118,24,3,,16340
119,14,2,,7288
120,30,3,REALESTATERENTAL,16340
121,41,2,,7289
122,51,3,,16341
123,5,4,,20174
124,1,2,,7289
125,55,2,FOOD,7290
126,16,1,,14
127,17,6,,24325
128,25,2,REALESTATERENTAL,7290
129,15,2,,7291
130,23,2,,7291
131,58,2,,7292
132,33,3,,16341
133,53,6,,24326
134,21,2,FOOD,7292
135,18,2,,7293
136,28,4,HEALTHCARE,20174
137,22,1,OTHER,15
138,35,1,,16
139,44,2,,7293
140,16,3,,16341
141,13,4,,20175
142,95,3,,16342
143,43,4,,20175
144,24,4,,20175
145,52,4,HEALTHCARE,20175
146,68,1,,17
147,77,4,,20176
148,0,4,,20176
149,61,1,,18
150,25,1,,19
151,55,3,HEALTHCARE,16342
152,29,6,REALESTATERENTAL,24326
153,35,2,FOOD,7294
154,66,6,,24326
155,55,3,,16342
156,9,2,,7294
157,28,2,FOOD,7295
158,3,5,,23316
159,28,2,,7295
160,29,3,,16343
161,19,4,,20176
162,62,5,,23316
163,100,4,,20176
164,28,6,,24326
165,27,3,,16343
166,18,2,WASTEMANAGEMENT,7296
167,55,3,,16343
168,64,2,,7296
169,68,4,,20177
170,29,3,,16344
171,15,4,,20177
172,20,4,,20177
173,8,6,,24326
174,21,2,,7297
175,2,3,,16344
176,18,4,,20177
177,23,2,OTHER,7297
178,34,4,,20178
179,32,3,,16344
180,91,2,,7298
181,12,4,,20178
182,54,2,FOOD,7298
183,42,2,,7299
184,39,3,FOOD,16345
185,71,2,,7299
186,19,6,HEALTHCARE,24326
187,4,4,,20178
188,26,1,FOOD,20
189,60,5,,23316
190,50,2,,7300
191,68,3,,16345
192,19,3,FOOD,16345
193,42,2,,7300
194,21,3,,16346
195,86,1,,21
196,55,6,,24327
197,19,4,,20178
198,43,6,HEALTHCARE,24327
199,23,2,,7301
200,75,2,,7301
201,50,2,,7302
202,24,2,,7302
203,50,3,FOOD,16346
204,43,4,,20179
205,28,2,REALESTATERENTAL,7303
206,35,2,FOOD,7303
207,28,2,,7304
208,28,4,,20179
209,55,4,,20179
210,67,1,,22
211,8,4,,20179
212,29,4,,20180
213,76,2,,7304
214,77,2,,7305
215,26,1,,23
216,6,6,,24327
217,29,2,,7305
218,27,1,,24
219,17,4,,20180
220,42,6,,24327
221,34,4,FOOD,20180
