ID,Age,Household Size,Occupations,Household ID
1,38,3,,13470
2,60,2,,5321
3,29,4,,16557
4,41,4,,16557
5,62,2,,5321
6,10,4,,16557
7,80,4,,16557
8,68,3,,13470
9,72,2,,5322
10,26,2,FOOD,5322
11,53,3,,13470
12,58,1,,1
13,20,2,,5323
14,16,2,,5323
15,6,3,,13471
16,5,2,,5324
17,21,2,HEALTHCARE,5324
18,23,2,,5325
19,20,3,,13471
20,68,2,,5325
21,75,5,,18733
22,13,2,,5326
23,20,4,,16558
24,53,2,,5326
25,27,6,,20241
26,36,4,,16558
27,64,6,,20241
28,65,2,,5327
29,45,4,,16558
30,7,2,,5327
31,13,2,,5328
32,79,2,,5328
33,18,4,,16558
34,28,4,,16559
35,58,5,,18733
36,55,2,,5329
37,9,4,,16559
38,49,3,,13471
39,47,2,,5329
40,61,2,HEALTHCARE,5330
41,68,6,,20241
42,20,2,FOOD,5330
43,17,3,,13472
44,8,2,,5331
45,48,5,,18733
46,0,6,,20241
47,86,5,,18733
48,12,5,,18733
49,63,6,,20241
50,74,6,,20241
51,37,2,,5331
52,21,3,FOOD,13472
53,42,2,,5332
54,70,5,,18734
55,72,2,,5332
56,41,2,,5333
57,75,5,,18734
58,61,2,,5333
59,16,3,,13472
60,69,2,,5334
61,28,5,,18734
62,46,2,,5334
63,75,2,,5335
64,65,3,,13473
65,87,3,,13473
66,54,2,,5335
67,12,1,,2
68,60,2,,5336
69,50,2,,5336
70,62,6,,20242
71,49,6,,20242
72,22,6,,20242
73,66,3,,13473
74,7,5,,18734
75,76,3,,13474
76,69,5,,18734
77,37,2,,5337
78,53,3,,13474
79,31,2,,5337
80,12,1,,3
81,23,2,,5338
82,30,2,,5338
83,22,2,,5339
84,42,3,,13474
85,17,1,,4
86,19,5,,18735
87,22,5,,18735
88,0,4,,16559
89,40,3,,13475
90,88,4,,16559
91,42,1,,5
92,40,3,,13475
93,76,5,,18735
94,17,4,,16560
95,36,5,,18735
96,35,1,,6
97,38,3,,13475
98,39,3,,13476
99,25,4,,16560
100,41,4,,16560
101,49,3,,13476
102,77,5,,18735
103,79,4,,16560
104,69,4,,16561
105,63,3,,13476
106,24,1,,7
107,11,2,,5339
108,19,5,,18736
109,61,1,,8
110,41,5,,18736
111,47,6,,20242
112,56,4,,16561
113,37,3,,13477
114,48,1,,9
115,58,3,,13477
116,54,1,,10
117,67,6,,20242
118,29,2,,5340
119,62,6,,20242
120,74,5,,18736
121,69,5,,18736
122,60,5,,18736
123,92,3,,13477
124,68,5,,18737
125,62,4,,16561
126,47,2,,5340
127,30,2,,5341
128,50,2,FOOD,5341
129,23,6,,20243
130,54,6,,20243
131,43,2,,5342
132,65,4,,16561
133,0,6,,20243
134,35,2,ART,5342
135,32,5,,18737
136,66,2,,5343
137,51,3,,13478
138,44,5,,18737
139,32,2,ART,5343
140,5,3,,13478
141,5,5,,18737
142,90,1,,11
143,58,5,,18737
144,27,2,,5344
145,58,1,OTHER,12
146,18,2,,5344
147,15,2,,5345
148,47,1,,13
149,71,1,,14
150,23,4,,16562
151,20,3,,13478
152,64,1,,15
153,49,4,,16562
154,65,4,,16562
155,67,2,,5345
156,16,2,,5346
157,23,3,,13479
158,63,1,,16
159,44,5,,18738
160,62,4,,16562
161,34,6,,20243
162,47,2,,5346
163,25,2,,5347
164,57,2,,5347
165,67,2,,5348
166,44,4,,16563
167,91,2,,5348
168,22,3,HEALTHCARE,13479
169,36,4,,16563
170,79,6,,20243
171,68,2,,5349
172,33,2,,5349
173,28,4,HEALTHCARE,16563
174,2,4,,16563
175,58,1,,17
176,11,2,,5350
177,36,4,,16564
178,63,3,FOOD,13479
179,37,1,,18
180,19,3,FINANCEINSURANCE,13480
181,48,2,,5350
182,51,5,,18738
183,46,2,,5351
184,4,2,,5351
185,60,3,,13480
186,62,3,,13480
187,10,3,,13481
188,31,1,,19
189,78,3,,13481
190,18,2,,5352
191,39,2,,5352
192,34,5,,18738
193,12,1,,20
194,24,5,FOOD,18738
195,48,5,,18738
196,28,3,,13481
197,46,2,,5353
198,9,5,,18739
199,25,2,,5353
200,36,2,,5354
201,36,6,,20243
202,26,1,SCIENTIFICTECHNICAL,21
203,61,2,OTHER,5354
204,5,4,,16564
205,73,3,,13482
206,4,2,,5355
207,40,3,,13482
208,76,1,,22
209,5,4,,16564
210,53,2,,5355
211,70,2,,5356
212,17,6,,20244
213,98,2,,5356
214,39,3,,13482
215,9,1,,23
216,63,5,,18739
217,4,6,,20244
218,90,3,,13483
219,65,1,,24
220,41,4,,16564
221,4,4,,16565
222,61,1,,25
223,54,3,,13483
224,70,3,,13483
225,76,4,,16565
226,40,2,,5357
227,67,4,,16565
228,67,2,,5357
229,99,4,,16565
230,2,5,,18739
231,68,5,,18739
232,61,6,WASTEMANAGEMENT,20244
233,44,4,,16566
234,30,3,,13484
235,53,4,,16566
236,14,3,,13484
237,65,3,,13484
238,46,2,,5358
239,69,6,,20244
240,60,3,,13485
241,73,2,,5358
242,3,5,,18739
243,39,2,,5359
244,61,2,,5359
245,63,1,,26
246,63,3,,13485
247,97,2,,5360
248,54,3,,13485
249,67,6,,20244
250,34,4,HEALTHCARE,16566
251,55,4,,16566
252,61,4,,16567
253,21,4,HEALTHCARE,16567
254,52,6,,20244
255,67,2,,5360
256,36,5,,18740
257,80,4,,16567
258,17,6,,20245
259,38,5,,18740
260,8,3,,13486
261,51,2,,5361
262,96,4,,16567
263,26,1,,27
264,43,5,,18740
265,16,3,,13486
266,13,2,,5361
267,64,2,,5362
268,41,3,,13486
269,77,4,,16568
270,4,3,,13487
271,43,3,,13487
272,67,2,,5362
273,2,5,,18740
274,44,2,,5363
275,19,5,,18740
276,56,3,,13487
277,0,2,,5363
278,30,1,,28
279,55,5,,18741
280,21,2,,5364
281,31,3,,13488
282,69,4,,16568
283,21,6,,20245
284,42,5,,18741
285,4,1,,29
286,3,2,,5364
287,19,5,,18741
288,29,1,,30
289,44,1,,31
290,18,2,,5365
291,78,5,,18741
292,0,3,,13488
293,9,5,,18741
294,37,6,,20245
295,29,5,,18742
296,72,2,,5365
297,68,3,,13488
298,79,1,,32
299,69,4,,16568
300,14,6,,20245
301,60,4,,16568
302,2,2,,5366
303,15,6,,20245
304,55,5,,18742
305,66,2,,5366
306,55,5,REALESTATERENTAL,18742
307,4,3,,13489
308,41,1,,33
