ID,Age,Household Size,Occupations,Household ID
1,51,4,,10221
2,2,2,,4114
3,75,1,,1
4,54,2,HEALTHCARE,4114
5,62,6,,11558
6,68,5,,11227
7,29,2,,4115
8,80,2,,4115
9,70,1,,2
10,2,5,,11227
11,43,3,,9075
12,19,2,,4116
13,72,5,,11227
14,67,2,,4116
15,56,4,,10221
16,52,2,,4117
17,38,5,,11227
18,33,2,,4117
19,10,2,,4118
20,70,6,,11558
21,41,3,,9075
22,28,2,,4118
23,69,1,,3
24,25,1,,4
25,62,1,HEALTHCARE,5
26,20,2,,4119
27,62,4,,10221
28,59,2,,4119
29,66,2,,4120
30,74,3,,9075
31,9,3,,9076
32,71,1,,6
33,20,2,,4120
34,33,2,,4121
35,46,1,HEALTHCARE,7
36,70,2,,4121
37,66,5,,11227
38,13,2,,4122
39,44,2,,4122
40,54,2,,4123
41,69,2,,4123
42,96,2,,4124
43,76,2,,4124
44,80,3,,9076
45,19,2,,4125
46,62,1,,8
47,70,2,,4125
48,72,2,,4126
49,58,1,,9
50,94,3,,9076
51,66,2,,4126
52,46,4,FOOD,10221
53,67,6,,11558
54,63,3,,9077
55,65,2,,4127
56,51,4,,10222
57,62,2,WASTEMANAGEMENT,4127
58,7,3,,9077
59,69,2,,4128
60,75,2,,4128
61,12,5,,11228
62,46,2,,4129
63,68,3,,9077
64,64,2,,4129
65,31,2,FOOD,4130
66,30,2,,4130
67,48,1,,10
68,42,2,FOOD,4131
69,65,4,,10222
70,66,4,,10222
71,14,2,,4131
72,51,4,,10222
73,38,2,,4132
74,71,2,,4132
75,64,2,,4133
76,76,4,,10223
77,78,2,,4133
78,53,2,,4134
79,9,6,,11558
80,15,1,,11
81,91,1,,12
82,61,2,,4134
83,0,2,,4135
84,30,2,OTHER,4135
85,59,1,HEALTHCARE,13
86,50,6,,11558
87,53,4,,10223
88,72,2,,4136
89,46,2,,4136
90,64,2,FOOD,4137
91,52,2,,4137
92,70,1,,14
93,43,2,,4138
94,68,1,,15
95,27,3,OTHER,9078
96,42,6,,11558
97,40,2,WASTEMANAGEMENT,4138
98,55,2,OTHER,4139
99,65,1,,16
100,76,4,,10223
101,49,4,,10223
102,89,1,,17
103,61,1,,18
104,2,3,,9078
105,5,2,,4139
106,71,3,,9078
107,48,2,,4140
108,59,2,,4140
109,73,2,,4141
110,67,3,,9079
111,7,3,,9079
112,67,1,,19
113,79,2,,4141
114,72,5,,11228
115,59,2,,4142
116,80,2,,4142
117,22,2,HEALTHCARE,4143
118,41,4,,10224
119,56,2,,4143
120,4,3,,9079
121,58,4,,10224
122,68,1,,20
123,28,1,,21
124,72,2,,4144
125,38,6,HEALTHCARE,11559
126,44,1,,22
127,1,2,,4144
128,25,4,,10224
129,60,1,,23
130,16,4,,10224
131,33,3,,9080
132,78,6,,11559
133,58,6,,11559
134,8,2,,4145
135,70,2,,4145
136,35,3,,9080
137,61,3,,9080
138,39,2,,4146
139,31,2,HEALTHCARE,4146
140,77,1,,24
141,16,6,,11559
142,76,2,,4147
143,61,2,FOOD,4147
144,35,2,,4148
145,62,2,,4148
146,50,4,,10225
147,64,1,,25
148,99,1,,26
149,55,4,,10225
150,26,2,,4149
151,87,2,,4149
152,59,5,,11228
153,22,2,FINANCEINSURANCE,4150
154,51,4,,10225
155,41,2,,4150
156,67,1,,27
157,47,4,,10225
158,57,2,,4151
159,50,4,,10226
160,68,6,,11559
161,62,2,,4151
162,91,2,,4152
163,79,1,,28
164,94,2,,4152
165,11,1,,29
166,57,2,HEALTHCARE,4153
167,41,2,,4153
168,66,6,,11559
169,54,2,,4154
170,50,2,,4154
171,30,2,,4155
172,61,4,WASTEMANAGEMENT,10226
173,73,4,,10226
174,19,2,,4155
175,40,2,,4156
176,59,1,,30
177,96,4,,10226
178,62,3,,9081
179,78,2,,4156
180,17,2,,4157
181,21,4,,10227
182,63,5,,11228
183,65,2,,4157
184,56,3,FOOD,9081
185,20,4,,10227
186,67,3,,9081
187,52,3,,9082
188,91,2,,4158
189,23,2,,4158
190,27,1,FINANCEINSURANCE,31
191,44,3,OTHER,9082
192,20,2,,4159
193,49,2,WASTEMANAGEMENT,4159
194,28,2,HEALTHCARE,4160
195,40,2,,4160
196,67,2,,4161
197,65,2,,4161
198,94,3,,9082
199,64,6,,11560
200,75,5,,11228
201,75,2,,4162
202,15,4,,10227
203,48,1,HEALTHCARE,32
204,59,5,,11229
205,0,2,,4162
206,75,6,,11560
207,62,2,,4163
208,43,1,,33
209,40,4,,10227
210,5,2,,4163
211,16,1,,34
212,64,2,,4164
213,15,2,,4164
214,69,2,,4165
215,61,2,,4165
216,53,2,,4166
217,41,2,,4166
218,3,1,,35
219,64,2,,4167
220,50,2,,4167
221,56,4,HEALTHCARE,10228
222,27,6,,11560
223,25,2,,4168
224,78,6,,11560
225,95,1,,36
226,34,2,,4168
227,7,6,,11560
228,58,4,,10228
229,17,3,,9083
230,11,3,,9083
231,70,5,,11229
232,32,3,,9083
233,28,5,HEALTHCARE,11229
234,66,1,,37
235,34,5,,11229
236,19,5,,11229
237,13,4,,10228
238,66,1,,38
239,49,2,WASTEMANAGEMENT,4169
240,26,2,,4169
241,54,2,,4170
242,19,4,,10228
243,75,6,,11560
244,67,4,,10229
245,57,2,HEALTHCARE,4170
246,34,1,,39
247,70,4,,10229
248,59,3,,9084
249,55,4,FOOD,10229
250,57,1,,40
251,6,2,,4171
252,19,1,HEALTHCARE,41
253,65,1,,42
254,63,2,,4171
255,67,4,,10229
256,5,1,,43
257,67,3,,9084
258,6,5,,11230
259,8,4,,10230
260,4,2,,4172
261,7,4,,10230
262,96,2,,4172
263,53,2,,4173
264,56,1,,44
265,49,1,FOOD,45
266,51,6,OTHER,11561
267,45,3,FOOD,9084
268,17,2,,4173
269,56,1,,46
270,69,2,,4174
271,39,2,FOOD,4174
272,79,4,,10230
273,7,6,,11561
274,20,2,,4175
275,29,2,,4175
276,13,4,,10230
277,51,6,FOOD,11561
278,77,6,,11561
279,31,2,,4176
280,51,2,,4176
281,36,1,,47
282,11,2,,4177
283,20,2,,4177
284,68,2,,4178
285,3,1,,48
286,95,2,,4178
287,44,1,,49
288,15,2,,4179
289,60,5,,11230
290,58,3,,9085
291,19,3,,9085
292,70,1,,50
293,50,3,,9085
294,69,4,,10231
295,50,4,,10231
296,11,5,,11230
297,46,3,,9086
298,81,2,,4179
299,3,2,,4180
300,49,2,,4180
301,42,3,,9086
302,62,1,,51
303,52,2,,4181
304,22,2,,4181
305,63,5,,11230
306,10,2,,4182
307,69,4,,10231
308,74,2,,4182
309,5,3,,9086
310,73,2,,4183
311,62,2,,4183
312,21,4,,10231
313,26,3,,9087
314,61,2,,4184
315,33,3,HEALTHCARE,9087
316,47,4,,10232
317,64,3,,9087
318,63,3,,9088
319,37,2,HEALTHCARE,4184
320,100,2,,4185
321,23,2,WASTEMANAGEMENT,4185
322,40,2,,4186
323,53,1,,52
324,53,2,,4186
325,68,2,,4187
326,37,2,,4187
327,3,2,,4188
328,70,5,,11230
329,79,4,,10232
330,13,2,,4188
331,15,2,,4189
332,65,6,,11561
333,71,1,,53
334,63,2,,4189
335,35,5,HEALTHCARE,11231
336,71,1,,54
337,54,2,,4190
338,77,1,,55
339,68,2,,4190
340,89,3,,9088
341,77,4,,10232
342,21,2,,4191
343,20,2,,4191
344,3,2,,4192
345,92,1,,56
346,71,2,,4192
347,23,2,,4193
348,5,1,,57
349,8,5,,11231
350,59,3,,9088
351,27,3,,9089
352,5,6,,11561
353,76,4,,10232
354,90,1,,58
355,4,3,,9089
356,60,2,,4193
357,69,3,,9089
358,29,1,,59
359,73,1,,60
360,64,3,FOOD,9090
361,58,6,,11562
362,74,2,,4194
363,79,4,,10233
364,54,4,,10233
365,36,6,HEALTHCARE,11562
366,66,6,,11562
367,77,2,,4194
368,56,2,,4195
369,73,4,,10233
370,6,3,,9090
371,41,4,,10233
372,85,1,,61
373,53,2,,4195
374,49,5,,11231
375,24,2,,4196
376,41,1,,62
377,57,4,HEALTHCARE,10234
378,40,5,,11231
379,74,2,,4196
380,0,3,,9090
381,90,2,,4197
382,59,2,,4197
383,75,1,,63
384,35,2,,4198
385,77,6,,11562
386,1,4,,10234
387,62,4,OTHER,10234
388,66,2,,4198
389,77,2,,4199
390,69,2,,4199
391,68,2,,4200
392,43,2,FINANCEINSURANCE,4200
393,49,2,,4201
394,63,4,REALESTATERENTAL,10234
395,61,2,,4201
396,13,2,,4202
397,58,2,FOOD,4202
398,45,2,,4203
399,4,2,,4203
400,56,1,,64
401,58,5,,11231
402,28,4,,10235
403,28,3,,9091
404,32,1,,65
405,50,4,,10235
406,13,2,,4204
407,29,3,,9091
408,45,2,,4204
409,10,2,,4205
410,34,4,,10235
411,66,4,,10235
412,66,2,,4205
413,65,2,INFORMATION,4206
414,91,4,,10236
415,6,2,,4206
416,0,4,,10236
417,61,3,,9091
418,29,2,,4207
419,41,2,HEALTHCARE,4207
420,58,1,,66
421,53,2,,4208
422,0,3,,9092
423,45,1,,67
424,76,2,,4208
425,42,1,FOOD,68
426,64,4,,10236
427,44,1,FOOD,69
428,67,3,,9092
429,39,6,WASTEMANAGEMENT,11562
430,57,2,,4209
431,15,5,,11232
432,89,4,,10236
433,36,1,HEALTHCARE,70
434,21,4,,10237
435,56,1,,71
436,14,4,,10237
437,67,5,,11232
438,50,2,,4209
439,62,4,FOOD,10237
440,44,4,,10237
441,66,2,,4210
442,12,5,,11232
443,29,1,,72
444,18,3,FOOD,9092
445,66,2,,4210
446,49,2,WASTEMANAGEMENT,4211
447,57,2,,4211
448,64,2,SCIENTIFICTECHNICAL,4212
449,13,5,,11232
450,25,1,,73
451,26,1,,74
452,73,4,,10238
453,74,2,,4212
454,45,2,,4213
455,16,2,,4213
456,98,1,,75
457,65,2,FOOD,4214
458,13,2,,4214
459,56,1,,76
460,77,3,,9093
461,69,4,,10238
462,51,4,,10238
463,68,2,,4215
464,33,3,HEALTHCARE,9093
465,58,2,HEALTHCARE,4215
466,88,1,,77
467,28,1,,78
468,47,4,,10238
469,7,4,,10239
470,65,4,,10239
471,49,2,,4216
472,74,3,,9093
473,41,2,,4216
474,62,4,,10239
475,0,2,,4217
476,60,2,,4217
477,66,3,,9094
478,76,2,,4218
479,45,2,FOOD,4218
480,30,5,,11232
