ID,Age,Household Size,Occupations,Household ID
1,26,2,,2486
2,78,3,,6613
3,68,2,,2486
4,68,1,,1
5,56,1,,2
6,48,5,,9120
7,63,4,,7955
8,61,5,,9120
9,46,2,,2487
10,8,4,,7955
11,31,2,,2487
12,49,2,,2488
13,7,2,,2488
14,77,2,,2489
15,10,2,,2489
16,64,3,,6613
17,19,1,,3
18,93,4,,7955
19,61,2,,2490
20,59,5,,9120
21,2,4,,7955
22,54,1,,4
23,67,1,,5
24,12,2,,2490
25,46,4,,7956
26,48,3,,6613
27,21,1,,6
28,71,1,,7
29,93,5,,9120
30,46,1,,8
31,35,2,,2491
32,84,1,,9
33,54,2,,2491
34,1,5,,9120
35,40,3,,6614
36,18,6,,9762
37,9,2,,2492
38,72,2,,2492
39,1,2,,2493
40,60,2,INFORMATION,2493
41,57,4,,7956
42,39,3,,6614
43,55,3,,6614
44,47,4,,7956
45,89,6,,9762
46,67,4,,7956
47,11,4,,7957
48,9,5,,9121
49,64,5,,9121
50,7,1,,10
51,74,2,,2494
52,36,1,HEALTHCARE,11
53,38,1,,12
54,87,4,,7957
55,44,2,,2494
56,7,3,,6615
57,18,3,,6615
58,21,4,,7957
59,25,3,,6615
60,36,1,,13
61,12,5,,9121
62,12,2,,2495
63,61,5,,9121
64,42,5,,9121
65,69,4,,7957
66,11,4,,7958
67,68,3,,6616
68,71,4,,7958
69,31,1,INFORMATION,14
70,54,6,,9762
71,6,4,,7958
72,15,1,,15
73,78,4,,7958
74,17,4,,7959
75,16,1,,16
76,19,4,,7959
77,67,2,,2495
78,17,2,,2496
79,2,1,,17
80,62,2,,2496
81,46,5,,9122
82,48,5,,9122
83,65,5,HEALTHCARE,9122
84,35,1,,18
85,15,2,,2497
86,26,5,,9122
87,69,1,,19
88,20,3,,6616
89,71,3,,6616
90,58,6,,9762
91,67,2,,2497
92,68,2,,2498
93,75,2,,2498
94,62,2,,2499
95,56,3,,6617
96,66,4,,7959
97,90,2,,2499
98,48,2,,2500
99,6,3,,6617
100,31,3,,6617
101,31,4,,7959
102,2,2,,2500
103,35,2,,2501
104,55,6,,9762
105,41,4,,7960
106,57,5,,9122
107,49,1,,20
108,89,1,,21
109,60,4,,7960
110,25,6,,9762
111,55,4,,7960
112,33,2,,2501
113,67,2,,2502
114,94,4,,7960
115,6,4,,7961
116,35,3,,6618
117,81,6,,9763
118,57,6,,9763
119,66,1,,22
120,36,4,,7961
121,47,4,,7961
122,1,4,,7961
123,37,5,,9123
124,7,2,,2502
125,34,4,,7962
126,58,4,,7962
127,20,4,,7962
128,69,4,,7962
129,61,2,,2503
130,78,6,,9763
131,25,4,HEALTHCARE,7963
132,79,2,,2503
133,75,4,,7963
134,34,4,,7963
135,41,2,,2504
136,79,1,,23
137,56,4,,7963
138,8,6,,9763
139,26,2,,2504
140,47,4,,7964
141,3,2,,2505
142,72,5,,9123
143,4,4,,7964
