ID,Age,Household Size,Occupations,Household ID
1,22,3,,12241
2,7,6,,18359
3,35,6,,18359
4,14,4,,14953
5,76,3,,12241
6,69,1,,1
7,24,4,FINANCEINSURANCE,14953
8,20,6,,18359
9,77,5,,17183
10,61,3,WASTEMANAGEMENT,12241
11,59,3,,12242
12,7,1,,2
13,6,5,,17183
14,75,5,,17183
15,30,2,,5033
16,2,6,,18359
17,19,1,FINANCEINSURANCE,3
18,45,4,,14953
19,2,2,,5033
20,24,3,,12242
21,35,2,,5034
22,30,5,,17183
23,66,2,,5034
24,100,6,,18359
25,40,6,HEALTHCARE,18359
26,25,1,,4
27,67,1,,5
28,38,6,,18360
29,13,2,,5035
30,60,6,,18360
31,73,4,,14953
32,66,3,,12242
33,28,6,,18360
34,85,6,,18360
35,16,2,,5035
36,48,2,WASTEMANAGEMENT,5036
37,45,5,,17183
38,18,4,,14954
39,18,1,,6
40,37,4,,14954
41,73,3,,12243
42,49,3,,12243
43,63,4,,14954
44,15,5,,17184
45,42,6,,18360
46,11,3,,12243
47,10,4,,14954
48,11,6,,18360
49,64,5,,17184
50,56,4,,14955
51,69,6,,18361
52,23,2,,5036
53,54,2,,5037
54,27,4,FINANCEINSURANCE,14955
55,18,4,,14955
56,67,6,,18361
57,28,2,,5037
58,1,2,,5038
59,21,6,,18361
60,18,2,,5038
61,53,2,,5039
62,10,4,,14955
63,23,5,,17184
64,31,1,,7
65,49,3,FOOD,12244
66,38,2,,5039
67,53,2,,5040
68,59,4,,14956
69,64,3,,12244
70,46,2,,5040
71,13,6,,18361
72,62,3,,12244
73,4,3,,12245
74,13,2,,5041
75,33,2,,5041
76,22,2,,5042
77,24,3,,12245
78,58,2,FOOD,5042
79,50,2,FOOD,5043
80,98,3,,12245
81,3,4,,14956
82,43,1,,8
83,71,4,,14956
84,0,6,,18361
85,10,4,,14956
86,50,3,,12246
87,29,4,,14957
88,53,4,FOOD,14957
89,6,4,,14957
90,80,4,,14957
91,38,1,,9
92,86,4,,14958
93,90,4,,14958
94,43,2,WASTEMANAGEMENT,5043
95,13,3,,12246
96,39,1,,10
97,58,3,,12246
98,11,5,,17184
99,27,2,,5044
100,4,2,,5044
101,16,2,,5045
102,26,4,,14958
103,78,3,,12247
104,39,3,,12247
105,37,2,,5045
106,32,4,,14958
107,43,6,,18361
108,60,2,,5046
109,45,5,,17184
110,15,2,,5046
111,77,6,,18362
112,98,4,,14959
113,71,4,,14959
114,51,4,,14959
115,63,4,,14959
116,43,4,HEALTHCARE,14960
117,67,3,,12247
118,10,6,,18362
119,73,4,,14960
120,63,2,,5047
121,65,2,,5047
122,38,4,,14960
123,42,3,,12248
124,61,3,,12248
125,68,5,,17185
126,25,5,HEALTHCARE,17185
127,49,2,,5048
128,74,4,,14960
129,31,5,SCIENTIFICTECHNICAL,17185
130,53,2,HEALTHCARE,5048
131,34,2,SCIENTIFICTECHNICAL,5049
132,10,5,,17185
133,8,1,,11
134,43,3,,12248
135,54,2,,5049
136,57,1,,12
137,21,3,,12249
138,23,2,FOOD,5050
139,0,3,,12249
140,60,1,FINANCEINSURANCE,13
141,78,3,,12249
142,1,3,,12250
143,1,2,,5050
144,94,2,,5051
145,34,6,,18362
146,68,2,,5051
147,29,1,,14
148,76,6,,18362
149,64,3,,12250
150,39,4,,14961
151,56,3,,12250
152,93,4,,14961
153,26,3,WASTEMANAGEMENT,12251
154,77,2,,5052
155,13,2,,5052
156,22,5,,17185
157,59,2,,5053
158,67,2,,5053
159,29,4,,14961
160,41,2,,5054
161,52,1,,15
162,17,5,,17186
163,34,2,,5054
164,68,5,,17186
165,14,2,,5055
166,17,5,,17186
167,20,3,,12251
168,34,4,,14961
