ID,Age,Household Size,Occupations,Household ID
1,53,2,,2604
2,61,6,,9785
3,5,3,,7109
4,16,2,,2604
5,22,2,,2605
6,26,1,,1
7,53,4,,8273
8,78,2,,2605
9,51,2,,2606
10,62,4,FOOD,8273
11,6,6,,9785
12,40,1,,2
13,52,4,SCIENTIFICTECHNICAL,8273
14,54,2,,2606
15,54,2,,2607
16,51,2,FOOD,2607
17,75,2,,2608
18,62,3,FOOD,7109
19,67,2,,2608
20,34,4,,8273
21,46,1,FOOD,3
22,77,5,,9276
23,61,5,,9276
24,23,5,,9276
25,42,2,,2609
26,52,4,,8274
27,53,2,,2609
28,64,1,,4
29,59,4,,8274
30,8,1,,5
31,65,3,FOOD,7109
32,73,3,,7110
33,5,2,,2610
34,99,2,,2610
35,66,3,,7110
36,69,4,,8274
37,14,5,,9276
38,18,2,OTHER,2611
39,6,4,,8274
40,11,2,,2611
41,39,1,,6
42,8,2,,2612
43,2,5,,9276
44,30,3,,7110
45,78,3,,7111
46,14,2,,2612
47,79,1,,7
48,57,2,,2613
49,95,4,,8275
50,67,2,,2613
51,46,5,,9277
52,68,6,,9785
53,66,2,,2614
54,72,4,,8275
55,48,3,,7111
56,6,3,,7111
57,76,5,,9277
58,65,5,,9277
59,40,2,OTHER,2614
60,68,4,,8275
61,51,2,,2615
62,44,3,,7112
63,63,1,,8
64,14,2,,2615
65,38,1,,9
66,46,2,,2616
67,37,2,,2616
68,45,1,,10
69,57,6,,9785
70,13,4,,8275
71,55,2,,2617
72,69,6,,9785
73,16,5,,9277
74,64,2,,2617
75,13,1,,11
76,8,2,,2618
77,40,4,,8276
78,56,3,REALESTATERENTAL,7112
79,71,6,,9785
80,69,4,,8276
81,10,4,,8276
82,28,1,,12
83,47,2,,2618
84,74,1,,13
85,62,2,HEALTHCARE,2619
86,33,5,FOOD,9277
87,44,4,,8276
88,57,2,,2619
89,77,5,,9278
90,75,2,,2620
91,71,6,,9786
92,14,1,,14
93,15,2,,2620
94,94,5,,9278
95,68,1,,15
96,60,2,,2621
97,73,5,,9278
98,30,4,,8277
99,11,5,,9278
100,64,4,,8277
101,70,4,,8277
102,3,2,,2621
103,70,2,,2622
104,54,3,,7112
105,69,2,,2622
106,22,2,,2623
107,26,2,,2623
108,69,1,,16
109,25,3,,7113
110,50,1,,17
111,59,4,,8277
112,39,2,,2624
113,46,4,,8278
114,61,4,,8278
115,55,4,,8278
116,6,4,,8278
117,55,1,,18
118,16,2,,2624
119,64,4,,8279
120,28,2,,2625
121,24,4,FOOD,8279
122,57,5,,9278
123,89,5,,9279
124,11,3,,7113
125,36,2,,2625
126,54,3,,7113
127,92,1,,19
128,68,5,,9279
129,72,2,,2626
130,68,5,,9279
131,73,2,,2626
132,18,1,,20
133,64,1,,21
134,56,3,,7114
135,5,1,,22
136,0,5,,9279
137,19,2,,2627
138,17,2,,2627
139,36,3,HEALTHCARE,7114
140,87,1,,23
141,76,5,,9279
142,65,2,,2628
143,30,6,,9786
144,43,2,,2628
145,25,3,,7114
146,60,5,,9280
147,59,4,,8279
148,57,2,,2629
149,68,2,,2629
150,3,3,,7115
151,34,3,,7115
152,16,3,,7115
153,29,4,,8279
154,60,4,,8280
155,14,1,,24
156,59,4,,8280
157,97,6,,9786
158,17,3,,7116
159,66,5,,9280
160,15,4,,8280
161,69,3,,7116
162,39,4,OTHER,8280
163,62,1,,25
164,5,2,,2630
165,54,4,,8281
166,36,2,,2630
167,25,3,FOOD,7116
168,65,2,,2631
169,52,1,,26
170,6,5,,9280
171,78,1,,27
172,40,4,,8281
173,96,4,,8281
174,51,2,,2631
175,23,2,,2632
176,0,2,,2632
177,52,4,,8281
178,66,5,,9280
179,44,4,FINANCEINSURANCE,8282
180,58,2,,2633
181,78,5,,9280
182,71,2,,2633
183,26,2,,2634
184,64,1,,28
185,89,2,,2634
186,63,4,,8282
187,16,1,,29
188,31,3,,7117
189,73,2,,2635
190,39,2,,2635
191,66,6,,9786
192,62,3,REALESTATERENTAL,7117
193,67,2,,2636
194,12,6,,9786
195,16,2,,2636
196,48,3,,7117
197,46,3,,7118
198,77,4,,8282
199,35,2,,2637
200,61,3,HEALTHCARE,7118
201,33,2,,2637
202,74,4,,8282
203,20,2,,2638
204,51,4,,8283
205,1,3,,7118
206,35,2,FOOD,2638
207,59,1,,30
208,60,3,,7119
209,20,5,,9281
210,30,5,,9281
211,64,3,,7119
212,39,3,,7119
213,34,3,,7120
214,83,2,,2639
215,2,1,,31
216,40,2,,2639
217,68,2,,2640
218,59,4,,8283
219,68,2,,2640
220,60,3,,7120
221,18,2,,2641
222,32,1,FOOD,32
223,60,4,,8283
224,13,4,,8283
225,48,1,,33
226,12,3,,7120
227,62,2,,2641
228,65,6,,9786
229,53,5,,9281
230,69,4,,8284
231,43,4,,8284
232,10,4,,8284
233,33,2,,2642
234,28,5,,9281
235,17,2,,2642
236,63,1,REALESTATERENTAL,34
237,11,2,,2643
238,41,3,,7121
239,70,2,,2643
240,76,2,,2644
241,21,2,,2644
242,34,4,,8284
243,76,5,,9281
244,15,2,,2645
245,45,6,,9787
246,64,5,,9282
247,31,4,,8285
248,53,2,,2645
249,45,3,,7121
250,51,4,,8285
