ID,Age,Household Size,Occupations
1,31,5,FOOD
2,59,5,Unemployed
3,27,5,SCIENTIFICTECHNICAL
4,55,1,Unemployed
5,45,6,Unemployed
6,67,4,
7,42,4,Unemployed
8,30,1,FOOD
9,37,3,Unemployed
10,40,2,Unemployed
11,50,3,HEALTHCARE
12,34,2,Unemployed
13,56,4,FOOD
14,3,2,
15,5,2,
16,7,6,
17,68,3,
18,30,2,Unemployed
19,48,5,HEALTHCARE
20,30,5,WASTEMANAGEMENT
21,67,3,
22,5,1,
23,6,5,
24,40,2,Unemployed
25,43,4,Unemployed
26,10,4,
27,59,2,WASTEMANAGEMENT
28,20,4,Unemployed
29,33,6,Unemployed
30,33,6,Unemployed
31,6,3,
32,17,5,
33,47,5,Unemployed
34,60,4,FOOD
35,5,4,
36,2,3,
37,25,4,Unemployed
38,31,4,FOOD
39,40,2,Unemployed
40,17,2,
41,5,1,
42,45,4,HEALTHCARE
43,34,5,Unemployed
44,11,4,
45,38,3,Unemployed
46,1,2,
47,40,2,Unemployed
48,14,1,
49,4,3,
50,38,4,Unemployed
51,43,2,Unemployed
52,31,5,Unemployed
53,62,2,Unemployed
54,28,1,Unemployed
55,64,3,Unemployed
56,11,5,
57,48,4,Unemployed
58,63,3,Unemployed
59,60,6,Unemployed
60,0,1,
61,0,2,
62,17,5,
63,60,6,Unemployed
64,25,3,HEALTHCARE
65,7,3,
66,32,3,Unemployed
67,73,3,
68,67,4,
69,79,1,
70,36,5,Unemployed
71,14,4,
72,64,3,FINANCEINSURANCE
73,3,1,
74,68,5,
75,43,2,Unemployed
76,55,3,Unemployed
77,24,3,ART
78,64,6,Unemployed
79,19,4,Unemployed
80,61,2,Unemployed
81,37,3,Unemployed
82,41,4,Unemployed
83,65,4,HEALTHCARE
84,35,6,Unemployed
85,69,3,
86,28,4,Unemployed
87,50,2,Unemployed
88,36,4,Unemployed
89,23,3,Unemployed
90,1,5,
91,30,5,Unemployed
92,62,6,Unemployed
93,35,3,Unemployed
94,35,4,HEALTHCARE
95,62,4,HEALTHCARE
96,2,3,
97,46,4,Unemployed
98,41,3,FOOD
99,50,2,Unemployed
100,53,4,Unemployed
101,73,3,
102,50,5,Unemployed
103,53,5,Unemployed
104,12,2,
105,31,4,Unemployed
106,9,5,
107,67,3,
108,38,2,Unemployed
109,26,3,Unemployed
110,55,4,Unemployed
111,63,2,Unemployed
112,33,2,SCIENTIFICTECHNICAL
113,11,2,
114,27,3,FOOD
115,86,3,
116,7,1,
117,51,2,Unemployed
118,34,6,Unemployed
119,35,5,Unemployed
120,50,2,Unemployed
121,70,1,
122,20,2,Unemployed
123,14,5,
124,9,2,
125,56,5,Unemployed
126,9,4,
127,12,4,
128,9,2,
129,10,2,
130,54,2,Unemployed
131,75,3,
132,23,6,Unemployed
133,4,2,
134,48,2,FOOD
135,8,5,
136,19,4,Unemployed
137,43,2,Unemployed
138,55,5,Unemployed
139,77,4,
140,48,2,OTHER
141,12,4,
142,22,4,Unemployed
143,57,4,Unemployed
144,24,4,Unemployed
145,55,4,FOOD
146,30,4,FOOD
147,57,1,Unemployed
148,19,4,Unemployed
149,65,3,Unemployed
150,34,4,Unemployed
151,13,4,
152,28,6,Unemployed
153,1,5,
154,41,2,Unemployed
155,60,4,Unemployed
156,44,4,Unemployed
157,26,5,Unemployed
158,65,3,Unemployed
159,31,5,FOOD
160,44,2,Unemployed
161,5,6,
162,42,2,FOOD
163,1,4,
164,39,1,ART
165,3,4,
166,9,4,
167,10,1,
168,26,4,Unemployed
169,3,3,
170,1,2,
171,59,2,Unemployed
172,50,2,Unemployed
173,2,2,
174,37,2,Unemployed
175,33,6,Unemployed
176,0,4,
177,40,6,Unemployed
178,57,5,HEALTHCARE
179,17,5,
180,50,6,Unemployed
181,46,4,EDUCATION
182,1,1,
183,19,6,Unemployed
184,33,6,Unemployed
185,57,3,Unemployed
186,18,2,HEALTHCARE
187,2,3,
188,61,1,Unemployed
189,36,2,Unemployed
190,79,1,
191,28,3,Unemployed
192,65,2,Unemployed
193,1,4,
194,75,2,
195,24,4,Unemployed
196,38,4,Unemployed
197,75,4,
198,11,5,
199,77,4,
200,35,3,Unemployed
201,75,3,
202,43,5,Unemployed
203,69,2,
204,68,4,
205,26,3,Unemployed
206,8,3,
207,32,1,Unemployed
208,58,6,Unemployed
209,48,4,Unemployed
210,7,3,
211,2,2,
212,13,2,
213,32,5,Unemployed
214,50,3,Unemployed
215,63,4,Unemployed
216,3,5,
217,31,3,FOOD
218,58,4,FOOD
219,18,3,Unemployed
220,31,5,Unemployed
221,42,4,Unemployed
222,82,4,
223,11,3,
224,41,5,Unemployed
225,71,2,
226,4,3,
227,54,3,Unemployed
228,42,5,Unemployed
229,23,4,ART
230,0,1,
231,35,4,Unemployed
232,17,2,
233,52,1,Unemployed
234,8,3,
235,5,6,
236,8,3,
237,54,2,Unemployed
238,33,5,Unemployed
239,16,2,
240,43,4,Unemployed
241,87,2,
242,40,2,Unemployed
243,35,3,Unemployed
244,23,5,FOOD
245,39,5,Unemployed
246,31,6,Unemployed
247,5,3,
248,37,5,WASTEMANAGEMENT
249,32,2,Unemployed
250,53,2,HEALTHCARE
251,58,4,Unemployed
252,11,4,
253,45,2,Unemployed
254,41,2,SCIENTIFICTECHNICAL
255,40,2,Unemployed
256,59,4,Unemployed
257,15,4,
258,54,6,Unemployed
259,87,4,
260,15,4,
261,62,4,WASTEMANAGEMENT
262,45,4,Unemployed
263,19,4,Unemployed
264,23,3,Unemployed
265,30,4,Unemployed
266,53,6,ART
267,13,4,
268,19,2,Unemployed
269,89,5,
270,38,3,Unemployed
271,44,5,Unemployed
272,27,5,Unemployed
273,5,3,
274,24,4,REALESTATERENTAL
275,46,1,Unemployed
276,33,5,Unemployed
277,36,5,WASTEMANAGEMENT
278,72,4,
279,58,4,Unemployed
280,56,5,Unemployed
281,6,4,
282,32,2,FOOD
283,70,5,
284,44,3,Unemployed
285,57,3,Unemployed
286,2,2,
287,24,3,OTHER
288,30,5,FOOD
289,39,1,Unemployed
290,57,3,SCIENTIFICTECHNICAL
291,0,2,
292,53,2,Unemployed
293,64,6,FOOD
294,75,3,
295,8,2,
296,43,3,Unemployed
297,22,3,FOOD
298,31,4,FOOD
299,59,6,ART
300,12,1,
301,48,5,Unemployed
302,71,4,
303,13,1,
304,64,3,Unemployed
305,6,3,
306,41,3,Unemployed
307,49,5,Unemployed
308,59,5,Unemployed
309,43,4,Unemployed
310,18,4,HEALTHCARE
311,29,2,Unemployed
312,18,5,Unemployed
313,79,3,
314,41,1,Unemployed
315,9,5,
316,22,4,HEALTHCARE
317,36,3,HEALTHCARE
318,72,4,
319,45,5,Unemployed
320,16,4,
321,38,3,OTHER
322,20,5,Unemployed
323,56,5,Unemployed
324,29,5,Unemployed
325,38,4,OTHER
326,17,3,
327,11,1,
328,61,1,Unemployed
329,66,2,
330,49,5,Unemployed
331,53,4,Unemployed
332,5,2,
333,6,5,
334,26,4,Unemployed
335,7,2,
336,16,3,
337,77,2,
338,3,2,
339,76,4,
340,4,3,
341,36,4,Unemployed
342,20,2,Unemployed
343,33,3,Unemployed
344,40,4,Unemployed
345,32,5,Unemployed
346,59,6,Unemployed
347,52,2,HEALTHCARE
348,83,5,
349,70,2,
350,70,4,
351,8,4,
352,44,4,SCIENTIFICTECHNICAL
353,79,4,
354,40,5,Unemployed
355,53,6,Unemployed
356,52,3,Unemployed
357,0,1,
358,3,6,
359,20,5,FOOD
360,80,1,
361,19,4,Unemployed
362,46,6,HEALTHCARE
363,44,4,Unemployed
364,56,2,FOOD
365,23,3,Unemployed
366,98,4,
367,79,3,
368,53,4,HEALTHCARE
369,29,4,WASTEMANAGEMENT
370,56,3,Unemployed
371,63,4,OTHER
372,52,5,Unemployed
373,65,6,Unemployed
374,17,3,
375,11,5,
376,18,2,Unemployed
377,25,4,SCIENTIFICTECHNICAL
378,52,5,FOOD
379,68,3,
380,37,4,FOOD
381,83,3,
382,43,3,SCIENTIFICTECHNICAL
383,68,4,
384,62,3,Unemployed
385,49,4,Unemployed
386,49,4,Unemployed
387,62,2,Unemployed
388,17,4,
389,35,3,Unemployed
390,0,2,
391,56,1,Unemployed
392,78,5,
393,36,4,Unemployed
394,57,4,Unemployed
395,19,2,Unemployed
396,21,6,FOOD
397,74,6,
398,21,5,Unemployed
399,47,4,FINANCEINSURANCE
400,32,3,Unemployed
401,31,5,Unemployed
402,25,4,Unemployed
403,20,3,Unemployed
404,44,3,Unemployed
405,14,2,
406,51,3,Unemployed
407,3,2,
408,38,4,Unemployed
409,67,5,
410,10,2,
411,18,4,Unemployed
412,74,3,
413,7,2,
414,19,2,Unemployed
415,4,3,
416,17,2,
417,39,2,Unemployed
418,26,4,HEALTHCARE
419,9,3,
420,6,5,
421,24,2,FINANCEINSURANCE
422,12,4,
423,2,4,
424,8,6,
425,71,2,
426,14,4,
427,3,3,
428,34,5,Unemployed
429,74,3,
430,82,4,
431,52,4,Unemployed
432,56,5,Unemployed
433,69,5,
434,72,3,
435,62,2,Unemployed
436,45,6,Unemployed
437,46,2,Unemployed
438,24,1,Unemployed
439,0,5,
440,77,5,
441,19,2,Unemployed
442,15,3,
443,44,3,Unemployed
444,26,4,Unemployed
445,34,4,Unemployed
446,56,5,Unemployed
447,32,2,Unemployed
448,54,3,Unemployed
449,63,5,Unemployed
450,25,6,SCIENTIFICTECHNICAL
451,21,1,Unemployed
452,26,2,HEALTHCARE
453,54,5,Unemployed
454,9,6,
455,28,3,Unemployed
456,0,4,
457,9,5,
458,16,3,
459,35,6,Unemployed
460,6,2,
461,16,3,
462,16,2,
463,23,5,ART
464,56,1,Unemployed
465,51,4,Unemployed
466,18,4,WASTEMANAGEMENT
467,12,5,
468,44,3,Unemployed
469,53,2,HEALTHCARE
470,22,3,Unemployed
471,45,2,FOOD
472,65,2,Unemployed
473,51,5,Unemployed
474,13,6,
475,12,5,
476,64,6,Unemployed
477,28,6,INFORMATION
478,97,4,
479,6,4,
480,28,3,Unemployed
481,10,5,
482,8,4,
483,41,5,HEALTHCARE
484,36,4,Unemployed
485,61,3,Unemployed
486,68,2,
487,76,6,
488,20,5,WASTEMANAGEMENT
489,26,2,Unemployed
490,97,3,
491,59,4,Unemployed
492,37,2,Unemployed
493,15,2,
494,7,2,
495,9,3,
496,2,6,
497,5,6,
498,50,2,FINANCEINSURANCE
499,60,4,Unemployed
500,18,1,Unemployed
501,68,5,
502,52,4,HEALTHCARE
503,42,3,Unemployed
504,1,3,
505,60,4,OTHER
506,54,2,SCIENTIFICTECHNICAL
507,36,4,Unemployed
508,46,2,Unemployed
509,40,2,FOOD
510,47,6,Unemployed
511,5,4,
512,29,4,Unemployed
513,35,3,ART
514,66,4,
515,41,3,Unemployed
516,10,2,
517,49,1,Unemployed
518,24,4,Unemployed
519,51,6,Unemployed
520,36,2,FOOD
521,8,2,
522,59,2,Unemployed
523,15,2,
524,46,3,Unemployed
525,45,4,Unemployed
526,67,2,
527,77,4,
528,53,4,Unemployed
529,48,4,WASTEMANAGEMENT
530,13,2,
531,54,5,Unemployed
532,3,4,
533,0,5,
534,56,6,Unemployed
535,38,3,Unemployed
536,48,3,Unemployed
537,35,3,Unemployed
538,25,2,Unemployed
539,50,1,Unemployed
540,48,2,Unemployed
541,66,2,
542,45,4,Unemployed
543,32,2,Unemployed
544,23,6,Unemployed
545,59,2,Unemployed
546,51,5,Unemployed
547,24,4,Unemployed
548,37,4,Unemployed
549,53,1,Unemployed
550,1,4,
551,61,2,Unemployed
552,55,3,Unemployed
553,13,3,
554,24,4,FOOD
555,45,5,Unemployed
556,58,6,Unemployed
557,21,4,Unemployed
558,35,2,Unemployed
559,48,3,HEALTHCARE
560,66,1,
561,23,3,Unemployed
562,27,3,Unemployed
563,54,4,Unemployed
564,48,5,Unemployed
565,17,4,
566,55,6,Unemployed
567,46,4,Unemployed
568,14,5,
569,69,4,
570,47,6,FOOD
571,7,4,
572,18,2,Unemployed
573,5,2,
574,24,3,Unemployed
575,98,3,
576,14,6,
577,3,4,
578,49,2,FOOD
579,26,4,Unemployed
580,41,4,WASTEMANAGEMENT
581,3,3,
582,20,3,Unemployed
583,14,2,
584,66,1,
585,14,4,
586,14,2,
587,18,4,Unemployed
588,2,3,
589,40,4,WASTEMANAGEMENT
590,25,3,Unemployed
591,13,2,
592,17,4,
593,63,5,Unemployed
594,48,5,Unemployed
595,3,5,
596,41,2,Unemployed
597,42,1,Unemployed
598,14,3,
599,72,6,
600,41,4,Unemployed
601,18,5,Unemployed
602,12,4,
603,58,5,ART
604,55,2,Unemployed
605,13,5,
606,20,2,Unemployed
607,56,2,Unemployed
608,36,2,Unemployed
609,23,6,HEALTHCARE
610,13,4,
611,9,4,
612,7,1,
613,9,4,
614,35,2,Unemployed
615,6,2,
616,24,2,Unemployed
617,63,2,Unemployed
618,1,4,
619,16,4,
620,14,5,
621,29,6,Unemployed
622,41,6,Unemployed
623,14,3,
624,91,4,
625,60,5,Unemployed
626,57,4,FOOD
627,75,2,
628,15,5,
629,19,4,FOOD
630,27,4,SCIENTIFICTECHNICAL
631,15,4,
632,35,1,WASTEMANAGEMENT
633,18,4,Unemployed
634,5,2,
635,51,2,Unemployed
636,1,2,
637,63,1,Unemployed
638,59,6,Unemployed
639,51,2,OTHER
640,49,5,FOOD
641,15,4,
642,44,3,HEALTHCARE
643,27,3,Unemployed
644,2,4,
645,24,1,ART
646,8,4,
647,67,3,
648,21,5,Unemployed
649,2,3,
650,13,3,
651,94,5,
652,56,2,SCIENTIFICTECHNICAL
653,36,3,Unemployed
654,41,3,Unemployed
655,49,3,Unemployed
656,12,4,
657,33,3,Unemployed
