ID,Age,Household Size,Occupations
1,50,3,Unemployed
2,56,3,Unemployed
3,51,2,Unemployed
4,31,3,Unemployed
5,44,6,Unemployed
6,20,4,Unemployed
7,1,2,
8,54,2,HEALTHCARE
9,4,2,
10,20,1,Unemployed
11,12,5,
12,36,6,HEALTHCARE
13,45,3,HEALTHCARE
14,12,2,
15,49,1,Unemployed
16,17,6,
17,55,2,Unemployed
18,56,2,HEALTHCARE
19,54,5,Unemployed
20,13,4,
21,58,2,Unemployed
22,33,6,Unemployed
23,53,2,Unemployed
24,23,2,HEALTHCARE
25,79,3,
26,33,3,HEALTHCARE
27,9,4,
28,53,6,Unemployed
29,4,2,
30,45,1,Unemployed
31,18,2,FOOD
32,60,2,Unemployed
33,30,2,Unemployed
34,65,4,Unemployed
35,26,2,Unemployed
36,8,5,
37,38,2,Unemployed
38,17,5,
39,61,6,Unemployed
40,60,3,Unemployed
41,13,6,
42,40,4,Unemployed
43,23,6,Unemployed
44,55,6,HEALTHCARE
45,55,4,HEALTHCARE
46,67,5,
47,71,4,
48,67,1,
49,54,6,Unemployed
50,74,2,
51,14,5,
52,63,1,Unemployed
53,8,2,
54,58,1,REALESTATERENTAL
55,57,4,Unemployed
56,13,5,
57,54,5,Unemployed
58,68,2,
59,63,4,Unemployed
60,5,3,
61,52,3,Unemployed
62,7,3,
63,3,1,
64,53,5,Unemployed
65,3,1,
66,44,2,Unemployed
67,12,3,
68,2,3,
69,47,3,Unemployed
70,25,2,Unemployed
71,46,4,Unemployed
72,12,3,
73,99,2,
74,37,2,HEALTHCARE
75,69,2,
76,68,2,
77,74,3,
78,24,2,Unemployed
79,31,4,Unemployed
80,10,3,
81,62,5,Unemployed
82,50,4,Unemployed
83,70,5,
84,14,4,
85,52,3,Unemployed
86,26,6,Unemployed
87,18,4,Unemployed
88,51,4,Unemployed
89,44,2,Unemployed
90,35,4,Unemployed
91,25,1,Unemployed
92,75,2,
93,51,2,Unemployed
94,12,4,
95,3,2,
96,68,4,
97,79,5,
98,16,1,
99,33,6,Unemployed
100,59,1,HEALTHCARE
101,77,2,
102,73,3,
103,60,6,Unemployed
104,53,5,HEALTHCARE
105,31,6,HEALTHCARE
106,47,2,Unemployed
107,55,2,ART
108,13,1,
109,77,2,
110,46,1,Unemployed
111,66,6,
112,46,1,Unemployed
113,4,6,
114,35,4,Unemployed
115,68,2,
116,51,1,Unemployed
117,49,2,Unemployed
118,31,2,Unemployed
119,60,2,Unemployed
120,3,2,
121,70,2,
122,67,3,
123,21,5,Unemployed
124,70,2,
125,53,5,HEALTHCARE
126,17,4,
127,40,3,HEALTHCARE
128,0,1,
129,18,6,Unemployed
130,55,1,Unemployed
131,47,3,Unemployed
132,58,2,Unemployed
133,88,4,
134,21,5,Unemployed
135,34,3,Unemployed
136,11,2,
137,66,2,
138,5,2,
139,67,2,
140,12,5,
141,27,2,Unemployed
142,24,2,Unemployed
143,57,5,FOOD
144,34,4,Unemployed
145,11,2,
146,68,3,
147,26,2,Unemployed
148,70,2,
149,23,2,Unemployed
150,39,2,Unemployed
151,78,1,
152,1,5,
153,41,1,Unemployed
154,24,2,HEALTHCARE
155,92,5,
156,45,3,Unemployed
157,67,2,
158,66,1,
159,11,4,
160,68,3,
161,66,3,
162,26,1,Unemployed
163,60,2,Unemployed
164,35,6,Unemployed
165,28,3,Unemployed
166,17,2,
167,17,2,
168,63,5,Unemployed
169,62,4,Unemployed
170,23,2,FOOD
171,16,1,
172,48,3,Unemployed
173,58,2,Unemployed
174,65,1,Unemployed
175,69,4,
176,76,2,
177,93,1,
178,28,2,Unemployed
179,73,6,
180,77,2,
181,19,2,HEALTHCARE
182,23,4,Unemployed
183,61,2,Unemployed
184,46,4,INFORMATION
185,62,3,Unemployed
186,60,3,HEALTHCARE
187,4,3,
188,1,4,
189,63,3,Unemployed
190,45,6,Unemployed
191,26,2,Unemployed
192,13,4,
193,33,2,HEALTHCARE
194,0,1,
195,55,5,Unemployed
196,2,5,
197,28,4,Unemployed
198,45,2,Unemployed
199,56,2,Unemployed
200,27,3,Unemployed
201,26,5,Unemployed
202,16,2,
203,30,3,Unemployed
204,61,2,Unemployed
205,12,5,
206,7,4,
207,58,2,Unemployed
208,97,2,
209,5,5,
210,60,5,Unemployed
211,3,2,
212,47,4,Unemployed
213,54,3,Unemployed
214,58,4,Unemployed
215,71,5,
216,12,5,
217,44,4,OTHER
218,43,2,Unemployed
219,7,4,
220,1,3,
221,10,3,
222,27,2,OTHER
223,26,2,Unemployed
224,18,5,HEALTHCARE
225,41,2,Unemployed
226,65,1,HEALTHCARE
227,4,3,
228,37,5,Unemployed
229,71,4,
230,11,3,
231,59,2,Unemployed
232,2,4,
233,81,3,
234,3,5,
235,13,2,
236,2,2,
237,29,1,Unemployed
238,42,2,Unemployed
239,35,3,Unemployed
240,49,3,HEALTHCARE
241,61,2,Unemployed
242,23,2,Unemployed
243,32,5,Unemployed
244,87,4,
245,49,3,Unemployed
246,95,3,
247,20,4,FOOD
248,64,5,Unemployed
