ID,Age,Household Size,Occupations
1,2,6,
2,68,2,
3,54,5,Unemployed
4,5,3,
5,58,5,Unemployed
6,9,3,
7,31,3,Unemployed
8,28,2,FINANCEINSURANCE
9,50,2,Unemployed
10,54,5,SCIENTIFICTECHNICAL
11,58,3,FOOD
12,59,2,Unemployed
13,59,1,HEALTHCARE
14,69,5,
15,16,4,
16,7,3,
17,10,2,
18,1,4,
19,12,2,
20,23,4,FOOD
21,40,4,HEALTHCARE
22,74,2,
23,7,5,
24,36,3,Unemployed
25,19,5,FOOD
26,73,2,
27,67,1,
28,90,4,
29,28,3,FINANCEINSURANCE
30,26,2,HEALTHCARE
31,15,6,
32,18,3,FOOD
33,7,2,
34,38,4,HEALTHCARE
35,58,2,Unemployed
36,87,4,
37,68,3,
38,28,4,HEALTHCARE
39,19,4,Unemployed
40,23,5,Unemployed
41,39,4,Unemployed
42,6,6,
43,13,3,
44,57,2,Unemployed
45,36,5,FOOD
46,38,6,Unemployed
47,10,2,
48,53,6,HEALTHCARE
49,67,5,
50,22,1,Unemployed
51,44,3,Unemployed
52,100,1,
53,0,4,
54,37,4,HEALTHCARE
55,48,3,HEALTHCARE
56,26,2,Unemployed
57,47,2,Unemployed
58,14,3,
59,39,3,Unemployed
60,32,1,Unemployed
61,99,2,
62,17,4,
63,7,2,
64,5,5,
65,65,1,Unemployed
66,7,3,
67,19,4,SCIENTIFICTECHNICAL
68,0,2,
69,20,6,Unemployed
70,34,2,Unemployed
71,12,4,
72,90,2,
73,60,3,Unemployed
74,84,2,
75,69,4,
76,23,2,WASTEMANAGEMENT
77,3,2,
78,9,3,
79,69,3,
80,85,5,
81,21,4,WASTEMANAGEMENT
82,52,2,Unemployed
83,75,2,
84,47,6,Unemployed
85,4,3,
86,4,5,
87,63,1,Unemployed
88,37,6,Unemployed
89,29,5,Unemployed
90,10,2,
91,40,1,Unemployed
92,58,3,Unemployed
93,31,2,WASTEMANAGEMENT
94,69,1,
95,42,1,Unemployed
96,60,1,Unemployed
97,35,3,Unemployed
