ID,Age,Household Size,Occupations
1,9,3,
2,12,3,
3,18,5,Unemployed
4,21,5,Unemployed
5,5,2,
6,27,2,Unemployed
7,63,3,Unemployed
8,8,2,
9,78,2,
10,73,3,
11,57,5,HEALTHCARE
12,13,1,
13,33,2,HEALTHCARE
14,5,4,
15,24,2,Unemployed
16,86,2,
17,63,4,Unemployed
18,40,4,Unemployed
19,11,5,
20,2,3,
21,36,5,Unemployed
22,8,2,
23,26,2,Unemployed
24,62,5,HEALTHCARE
25,57,1,Unemployed
26,23,4,Unemployed
27,8,2,
28,47,6,Unemployed
29,71,2,
30,11,6,
31,4,2,
32,68,4,
33,46,4,Unemployed
34,32,3,Unemployed
35,37,2,Unemployed
36,38,1,HEALTHCARE
37,68,6,
38,49,3,Unemployed
39,5,2,
40,78,6,
41,57,6,Unemployed
42,75,1,
43,68,5,
44,56,2,Unemployed
45,70,2,
46,19,2,Unemployed
47,60,5,HEALTHCARE
48,69,2,
49,18,2,Unemployed
50,77,4,
51,34,2,Unemployed
52,92,1,
53,62,4,Unemployed
54,8,4,
55,7,2,
56,42,2,Unemployed
57,13,5,
58,65,1,Unemployed
59,26,2,Unemployed
60,41,1,Unemployed
61,50,5,Unemployed
62,55,2,Unemployed
63,10,3,
64,34,2,Unemployed
65,3,1,
66,26,1,Unemployed
67,20,1,Unemployed
68,94,2,
69,19,2,INFORMATION
70,22,4,Unemployed
71,17,5,
72,30,3,Unemployed
73,38,2,Unemployed
74,61,4,Unemployed
75,52,4,Unemployed
76,44,4,Unemployed
77,62,2,Unemployed
78,18,3,Unemployed
79,27,2,Unemployed
80,11,3,
81,55,6,Unemployed
82,17,1,
83,9,1,
84,47,3,Unemployed
85,22,1,Unemployed
86,33,3,Unemployed
87,27,2,Unemployed
88,50,4,Unemployed
89,17,3,
90,39,5,Unemployed
91,70,2,
92,77,2,
93,3,5,
94,75,4,
95,40,2,Unemployed
96,56,4,Unemployed
97,28,5,Unemployed
98,66,1,
99,61,3,Unemployed
100,74,5,
101,47,1,Unemployed
102,33,6,Unemployed
103,65,5,Unemployed
104,56,4,Unemployed
105,1,2,
106,69,2,
107,59,1,Unemployed
108,23,3,Unemployed
109,13,2,
110,56,2,Unemployed
111,88,2,
112,67,4,
113,50,5,HEALTHCARE
114,2,5,
115,68,2,
116,15,2,
117,35,2,Unemployed
118,66,5,
119,84,4,
120,57,5,Unemployed
121,72,1,
122,50,4,Unemployed
123,13,3,
124,63,5,Unemployed
125,2,2,
126,68,5,
127,73,2,
128,34,2,HEALTHCARE
129,13,2,
130,45,2,Unemployed
131,0,2,
132,54,1,Unemployed
133,39,6,Unemployed
134,19,6,Unemployed
135,37,4,Unemployed
136,37,4,Unemployed
137,20,3,HEALTHCARE
138,54,2,HEALTHCARE
139,74,3,
140,5,2,
141,13,2,
142,62,3,Unemployed
143,15,2,
144,69,2,
145,42,2,Unemployed
146,98,3,
147,41,1,Unemployed
148,28,4,Unemployed
149,58,2,Unemployed
150,56,2,INFORMATION
151,39,1,HEALTHCARE
152,98,3,
153,57,4,Unemployed
154,36,4,Unemployed
155,25,4,Unemployed
156,6,2,
157,4,2,
158,56,3,Unemployed
159,18,2,HEALTHCARE
160,60,5,Unemployed
161,6,2,
162,12,2,
163,71,6,
164,28,5,Unemployed
165,63,1,Unemployed
166,14,2,
167,68,1,
168,31,2,HEALTHCARE
169,94,3,
170,49,4,Unemployed
171,33,3,Unemployed
172,74,1,
173,38,1,Unemployed
174,27,2,Unemployed
175,4,2,
176,75,3,
177,69,5,
178,72,2,
179,61,3,Unemployed
180,58,6,Unemployed
181,15,3,
182,20,6,Unemployed
183,65,4,Unemployed
184,13,1,
185,54,5,Unemployed
186,14,2,
187,67,5,
188,65,3,Unemployed
189,89,1,
190,40,1,Unemployed
191,24,4,Unemployed
192,66,4,
193,71,2,
194,81,2,
195,35,4,Unemployed
196,1,2,
197,55,3,Unemployed
198,80,1,
199,62,6,Unemployed
200,50,5,Unemployed
201,62,2,Unemployed
202,57,2,Unemployed
203,91,3,
204,67,2,
205,18,1,Unemployed
206,48,5,Unemployed
207,69,1,
208,15,4,
209,36,2,Unemployed
210,35,4,Unemployed
211,56,2,Unemployed
212,21,2,Unemployed
213,10,2,
214,17,3,
215,48,3,Unemployed
216,29,2,Unemployed
217,69,2,
218,43,5,Unemployed
219,26,4,Unemployed
220,42,1,Unemployed
221,59,5,Unemployed
222,34,2,HEALTHCARE
223,70,2,
224,46,6,Unemployed
225,14,4,
226,29,1,Unemployed
227,2,2,
228,21,2,Unemployed
229,52,2,Unemployed
230,26,5,Unemployed
231,49,4,Unemployed
232,78,2,
233,59,4,Unemployed
234,16,5,
235,62,6,Unemployed
236,52,2,Unemployed
237,37,1,Unemployed
238,24,1,Unemployed
239,1,2,
240,78,2,
241,97,2,
242,7,1,
243,55,2,Unemployed
244,13,2,
245,55,6,Unemployed
246,60,3,Unemployed
247,56,4,Unemployed
248,58,1,INFORMATION
249,6,4,
250,48,2,HEALTHCARE
251,23,2,Unemployed
252,51,4,Unemployed
253,23,2,Unemployed
254,1,1,
255,10,2,
256,10,2,
257,76,6,
258,98,5,
259,86,4,
260,0,2,
261,1,3,
262,50,1,Unemployed
263,57,4,Unemployed
264,28,3,HEALTHCARE
265,77,2,
266,21,3,Unemployed
267,18,3,Unemployed
268,66,2,
269,9,2,
270,66,3,
271,60,5,HEALTHCARE
272,15,2,
273,31,5,Unemployed
274,73,1,
275,44,2,Unemployed
276,43,1,Unemployed
277,8,5,
278,55,4,Unemployed
279,91,4,
280,41,3,Unemployed
281,55,5,Unemployed
282,49,5,Unemployed
283,86,2,
284,43,2,Unemployed
285,33,4,Unemployed
286,72,2,
287,81,1,
288,37,1,OTHER
289,68,3,
290,33,2,Unemployed
291,2,3,
292,56,2,Unemployed
293,44,1,Unemployed
294,7,2,
295,17,4,
296,14,3,
297,15,2,
298,27,4,Unemployed
299,8,2,
300,32,2,Unemployed
301,16,4,
302,25,2,Unemployed
303,40,2,Unemployed
304,15,3,
305,72,1,
306,6,2,
307,20,2,Unemployed
308,41,2,Unemployed
309,47,4,Unemployed
310,11,6,
311,7,4,
312,38,2,Unemployed
313,81,2,
314,64,4,Unemployed
315,55,1,Unemployed
316,12,3,
317,60,1,Unemployed
318,60,2,Unemployed
319,5,5,
320,57,3,Unemployed
321,17,5,
322,11,2,
323,6,3,
324,17,3,
325,12,4,
326,78,5,
327,12,2,
328,68,3,
329,54,2,Unemployed
330,58,2,INFORMATION
331,58,2,Unemployed
332,42,6,HEALTHCARE
333,46,2,Unemployed
334,68,3,
335,10,3,
336,95,4,
337,74,6,
338,58,3,Unemployed
339,69,2,
340,9,2,
341,62,4,Unemployed
342,22,5,Unemployed
343,26,3,Unemployed
344,17,1,
345,3,3,
346,29,4,HEALTHCARE
347,22,6,Unemployed
348,57,2,Unemployed
349,8,2,
350,44,3,Unemployed
351,80,3,
352,66,2,
353,18,4,Unemployed
354,32,3,Unemployed
355,35,1,HEALTHCARE
356,32,2,Unemployed
357,30,5,Unemployed
358,62,6,Unemployed
359,79,4,
360,56,2,Unemployed
361,57,1,Unemployed
362,2,2,
363,27,2,Unemployed
364,8,2,
365,5,3,
366,90,4,
367,66,2,
368,28,1,HEALTHCARE
369,12,4,
370,11,1,
371,23,2,HEALTHCARE
372,43,5,Unemployed
373,38,3,HEALTHCARE
374,51,1,Unemployed
375,44,2,HEALTHCARE
376,57,2,Unemployed
377,77,4,
378,4,2,
379,48,2,Unemployed
380,44,3,Unemployed
381,76,2,
382,89,4,
383,60,1,Unemployed
384,57,2,Unemployed
385,0,2,
386,59,3,Unemployed
387,25,6,Unemployed
388,72,1,
389,50,6,Unemployed
390,71,4,
391,65,3,Unemployed
392,7,2,
393,17,4,
394,74,4,
395,61,2,Unemployed
396,44,2,HEALTHCARE
397,31,5,Unemployed
398,54,4,Unemployed
399,73,4,
400,50,2,HEALTHCARE
401,14,2,
402,83,3,
403,39,5,Unemployed
404,14,1,
405,87,3,
406,71,5,
407,100,3,
408,58,2,Unemployed
409,12,3,
410,57,4,Unemployed
411,66,2,
412,42,4,Unemployed
413,55,3,Unemployed
414,9,2,
415,62,2,Unemployed
416,68,5,
417,35,5,Unemployed
418,68,5,
419,69,1,
420,3,1,
421,19,2,Unemployed
422,5,5,
423,10,4,
424,13,6,
425,45,3,Unemployed
426,33,6,Unemployed
427,51,2,Unemployed
428,8,2,
429,72,1,
430,5,2,
431,24,3,HEALTHCARE
432,46,2,HEALTHCARE
433,65,2,HEALTHCARE
434,78,6,
435,9,5,
436,7,2,
437,43,1,HEALTHCARE
438,57,4,OTHER
439,70,2,
440,7,6,
441,45,2,Unemployed
442,54,1,OTHER
443,49,6,Unemployed
444,37,1,Unemployed
445,41,2,HEALTHCARE
446,75,5,
447,54,6,Unemployed
448,15,5,
449,66,4,
450,24,2,Unemployed
451,27,3,Unemployed
452,0,5,
453,34,4,Unemployed
454,13,6,
455,65,5,Unemployed
456,65,6,Unemployed
457,0,5,
458,44,2,Unemployed
459,30,2,Unemployed
460,44,2,Unemployed
461,52,1,Unemployed
462,47,6,Unemployed
463,57,5,Unemployed
464,32,6,Unemployed
465,14,4,
466,53,2,Unemployed
467,4,3,
468,37,3,Unemployed
469,16,4,
470,10,5,
471,61,4,Unemployed
472,61,1,Unemployed
473,49,2,Unemployed
474,30,4,Unemployed
475,7,2,
476,52,6,Unemployed
477,37,5,Unemployed
478,40,4,Unemployed
479,53,1,Unemployed
480,61,4,Unemployed
481,79,5,
482,39,4,Unemployed
483,1,2,
484,64,2,HEALTHCARE
485,78,4,
486,30,5,Unemployed
487,4,2,
488,28,1,Unemployed
489,65,2,Unemployed
490,72,6,
491,12,2,
492,15,4,
493,18,4,Unemployed
494,64,5,Unemployed
495,4,4,
496,53,2,Unemployed
497,55,1,Unemployed
498,35,2,Unemployed
499,66,2,
500,76,5,
501,55,3,Unemployed
502,14,2,
503,9,1,
504,38,2,HEALTHCARE
505,32,2,Unemployed
506,2,2,
507,74,2,
508,60,6,HEALTHCARE
509,75,5,
510,27,4,Unemployed
511,52,2,Unemployed
512,17,5,
513,5,6,
514,42,3,Unemployed
515,29,6,Unemployed
516,17,5,
517,15,4,
518,31,2,Unemployed
519,13,6,
520,64,5,Unemployed
521,30,5,Unemployed
522,78,1,
523,5,4,
524,68,4,
525,63,3,Unemployed
526,20,3,Unemployed
527,7,1,
528,23,4,Unemployed
529,33,1,Unemployed
530,26,2,Unemployed
531,14,1,
532,92,3,
533,2,6,
534,17,3,
535,46,6,Unemployed
536,22,2,Unemployed
537,41,3,Unemployed
538,18,5,Unemployed
539,44,4,Unemployed
540,21,5,Unemployed
541,1,3,
542,25,3,Unemployed
543,59,3,Unemployed
544,77,3,
545,48,3,Unemployed
546,1,2,
547,72,3,
548,28,5,Unemployed
549,75,2,
550,91,2,
551,26,3,Unemployed
552,16,5,
553,68,3,
554,47,2,Unemployed
555,62,3,Unemployed
556,81,3,
557,52,2,Unemployed
558,53,1,Unemployed
559,31,3,Unemployed
560,6,5,
561,26,2,Unemployed
562,37,4,Unemployed
563,66,5,
564,21,2,Unemployed
565,42,4,Unemployed
566,99,4,
567,15,3,
568,100,4,
569,30,4,Unemployed
570,12,1,
571,18,3,Unemployed
572,68,3,
573,11,6,
574,78,2,
575,63,2,HEALTHCARE
576,75,3,
577,30,2,Unemployed
578,10,2,
579,76,2,
580,65,3,Unemployed
581,60,2,Unemployed
582,57,3,Unemployed
