ID,Age,Household Size,Occupations
1,57,4,Unemployed
2,7,1,
3,25,6,Unemployed
4,59,2,Unemployed
5,69,4,
6,32,4,Unemployed
7,63,1,Unemployed
8,11,2,
9,38,2,FOOD
10,24,3,Unemployed
11,41,1,Unemployed
12,18,6,Unemployed
13,32,3,Unemployed
14,66,2,
15,50,4,Unemployed
16,8,5,
17,36,5,Unemployed
18,28,5,Unemployed
19,8,6,
20,55,3,Unemployed
21,55,5,Unemployed
22,64,1,Unemployed
23,35,2,Unemployed
24,20,2,Unemployed
25,50,3,WASTEMANAGEMENT
26,78,2,
27,12,4,
28,11,3,
29,17,2,
30,39,2,WASTEMANAGEMENT
31,5,1,
32,25,5,Unemployed
33,98,3,
34,22,4,Unemployed
35,66,4,
36,29,1,HEALTHCARE
37,13,6,
38,99,3,
39,34,2,HEALTHCARE
40,59,2,Unemployed
41,90,6,
42,53,3,Unemployed
43,53,2,HEALTHCARE
44,72,3,
45,24,1,HEALTHCARE
46,53,2,Unemployed
47,19,1,OTHER
48,46,4,Unemployed
49,15,2,
50,60,2,FINANCEINSURANCE
51,12,3,
52,47,2,Unemployed
53,54,2,Unemployed
54,35,6,INFORMATION
55,40,2,Unemployed
56,12,4,
57,43,2,FOOD
58,57,2,FINANCEINSURANCE
59,67,2,
60,12,2,
61,40,1,Unemployed
62,59,3,Unemployed
63,31,3,HEALTHCARE
64,31,4,HEALTHCARE
65,18,2,Unemployed
66,27,3,Unemployed
67,76,4,
68,37,4,Unemployed
69,61,2,HEALTHCARE
70,1,2,
71,1,2,
72,42,2,HEALTHCARE
73,100,3,
74,23,4,EDUCATION
75,100,4,
76,51,5,Unemployed
77,38,2,HEALTHCARE
78,49,5,FINANCEINSURANCE
79,17,1,
80,99,2,
81,7,5,
82,36,2,Unemployed
83,12,2,
84,61,2,HEALTHCARE
85,1,4,
86,16,3,
87,36,3,Unemployed
88,45,4,Unemployed
89,0,5,
90,13,5,
91,77,5,
92,33,2,HEALTHCARE
93,15,6,
94,15,1,
95,77,1,
96,58,2,Unemployed
97,98,2,
98,48,2,HEALTHCARE
99,14,1,
100,62,1,HEALTHCARE
101,52,2,HEALTHCARE
102,37,1,Unemployed
103,2,2,
104,23,2,Unemployed
105,65,2,FOOD
106,39,4,FOOD
107,25,4,HEALTHCARE
108,0,4,
109,55,4,WASTEMANAGEMENT
110,39,6,Unemployed
111,59,2,FOOD
112,58,2,HEALTHCARE
113,56,3,OTHER
114,53,1,Unemployed
115,37,4,HEALTHCARE
116,8,6,
117,71,3,
