ID,Age,Household Size,Occupations
1,51,5,Unemployed
2,56,6,Unemployed
3,44,5,Unemployed
4,87,3,
5,35,2,Unemployed
6,18,2,Unemployed
7,70,5,
8,59,3,Unemployed
9,67,1,
10,50,3,Unemployed
11,49,5,Unemployed
12,22,1,Unemployed
13,41,3,Unemployed
14,72,5,
15,2,2,
16,58,3,Unemployed
17,54,2,Unemployed
18,5,2,
19,23,4,Unemployed
20,78,2,
21,33,2,Unemployed
22,59,4,Unemployed
23,16,4,
24,17,2,
25,36,5,HEALTHCARE
26,99,4,
27,0,4,
28,78,4,
29,3,2,
30,95,2,
31,10,2,
32,52,4,Unemployed
33,56,3,Unemployed
34,8,2,
35,40,2,Unemployed
36,39,4,Unemployed
37,82,2,
38,35,2,Unemployed
39,46,3,Unemployed
40,27,5,HEALTHCARE
41,65,2,Unemployed
42,40,3,Unemployed
43,71,2,
44,1,4,
45,47,3,Unemployed
46,87,2,
47,5,1,
48,49,4,Unemployed
49,1,2,
50,92,6,
51,21,1,HEALTHCARE
52,1,2,
53,74,6,
54,40,6,Unemployed
55,63,2,Unemployed
56,46,2,Unemployed
57,17,2,
58,13,1,
59,1,1,
60,17,1,
61,49,4,Unemployed
62,16,3,
63,37,4,Unemployed
64,38,3,Unemployed
65,4,2,
66,27,2,Unemployed
67,49,4,Unemployed
68,52,4,Unemployed
69,10,2,
70,36,2,HEALTHCARE
71,57,2,Unemployed
72,11,4,
73,73,5,
74,32,3,Unemployed
75,91,4,
76,34,2,Unemployed
77,26,2,Unemployed
78,78,3,
79,87,3,
80,16,5,
81,77,6,
82,51,1,HEALTHCARE
83,35,5,HEALTHCARE
84,68,6,
85,52,3,Unemployed
86,12,1,
87,24,4,Unemployed
88,68,1,
89,48,3,Unemployed
90,83,3,
91,26,3,Unemployed
92,2,6,
93,28,3,HEALTHCARE
94,69,2,
95,31,1,Unemployed
96,24,4,HEALTHCARE
97,66,2,
98,72,4,
99,25,2,HEALTHCARE
100,1,3,
101,57,5,Unemployed
102,61,2,Unemployed
103,18,4,Unemployed
104,43,1,Unemployed
105,45,2,Unemployed
106,6,1,
107,11,6,
108,60,2,Unemployed
109,54,2,HEALTHCARE
110,30,3,Unemployed
111,35,2,Unemployed
112,34,2,Unemployed
113,56,1,Unemployed
114,10,4,
115,9,1,
116,18,6,Unemployed
117,25,2,Unemployed
118,7,5,
119,30,4,Unemployed
120,4,3,
121,30,2,Unemployed
122,91,4,
123,59,3,HEALTHCARE
124,30,5,Unemployed
125,48,2,Unemployed
126,1,4,
127,78,3,
128,4,2,
129,70,2,
130,71,3,
131,12,2,
132,27,2,Unemployed
133,8,2,
134,75,1,
135,93,6,
136,48,3,Unemployed
137,8,4,
138,72,3,
139,60,2,HEALTHCARE
140,51,1,Unemployed
141,7,4,
142,42,2,Unemployed
143,62,3,Unemployed
144,6,2,
145,74,2,
146,69,2,
147,49,2,HEALTHCARE
148,41,5,Unemployed
149,43,5,Unemployed
150,20,6,Unemployed
151,10,6,
152,53,2,Unemployed
153,46,4,Unemployed
154,54,6,HEALTHCARE
155,52,3,HEALTHCARE
156,66,5,
157,6,1,
158,50,2,Unemployed
159,97,1,
160,59,3,Unemployed
161,36,1,Unemployed
162,36,3,Unemployed
163,53,5,Unemployed
164,53,2,Unemployed
165,77,5,
166,23,3,Unemployed
167,28,6,Unemployed
168,96,1,
169,5,6,
170,71,5,
171,64,2,Unemployed
172,33,1,Unemployed
173,35,6,HEALTHCARE
174,13,5,
175,76,2,
176,52,1,Unemployed
177,54,3,Unemployed
178,55,5,Unemployed
179,1,4,
180,17,1,
181,70,1,
182,13,4,
183,68,2,
184,21,2,Unemployed
185,75,2,
186,57,1,Unemployed
187,96,5,
188,42,2,Unemployed
189,97,3,
190,28,1,HEALTHCARE
191,100,2,
192,71,1,
193,52,4,Unemployed
194,17,5,
195,85,5,
196,2,3,
197,14,2,
198,65,2,HEALTHCARE
199,92,1,
200,2,2,
201,47,1,Unemployed
202,42,2,Unemployed
203,6,6,
204,4,5,
205,96,2,
206,77,5,
207,50,1,Unemployed
208,44,2,Unemployed
209,58,3,Unemployed
210,39,1,Unemployed
211,6,2,
212,19,5,HEALTHCARE
213,31,4,Unemployed
214,69,3,
215,58,2,HEALTHCARE
216,58,2,HEALTHCARE
217,69,5,
218,57,3,Unemployed
219,13,2,
220,58,4,Unemployed
221,18,4,Unemployed
222,6,3,
223,53,2,Unemployed
224,11,4,
225,59,2,HEALTHCARE
226,58,1,Unemployed
227,57,2,Unemployed
228,14,5,
229,13,2,
230,27,4,Unemployed
231,9,4,
232,14,2,
233,50,5,HEALTHCARE
234,31,2,Unemployed
235,4,2,
236,66,2,
237,56,3,Unemployed
238,57,5,Unemployed
239,23,2,Unemployed
240,57,6,Unemployed
241,26,2,Unemployed
242,39,5,Unemployed
243,15,6,
244,85,4,
245,3,2,
246,50,2,HEALTHCARE
247,11,2,
248,67,2,
249,32,4,Unemployed
250,93,3,
251,16,2,
252,69,3,
253,56,3,Unemployed
254,29,1,HEALTHCARE
255,67,2,
256,27,6,Unemployed
257,57,3,Unemployed
258,23,3,Unemployed
259,20,2,Unemployed
260,58,6,HEALTHCARE
261,47,1,Unemployed
262,33,2,Unemployed
263,6,2,
264,67,1,
265,7,6,
266,90,5,
267,58,6,Unemployed
268,18,1,Unemployed
269,50,1,Unemployed
270,70,2,
271,73,2,
272,96,2,
273,67,2,
274,59,3,Unemployed
275,35,2,Unemployed
276,55,4,HEALTHCARE
277,17,2,
278,31,6,Unemployed
279,34,5,Unemployed
280,31,5,Unemployed
281,61,5,Unemployed
282,24,2,Unemployed
283,91,2,
284,20,2,Unemployed
285,60,4,Unemployed
286,42,5,Unemployed
287,6,4,
288,80,1,
289,57,2,Unemployed
290,41,2,Unemployed
291,33,3,Unemployed
292,44,6,HEALTHCARE
293,33,4,Unemployed
294,23,6,Unemployed
295,70,1,
296,60,5,Unemployed
297,18,2,Unemployed
298,43,2,HEALTHCARE
299,20,2,Unemployed
300,35,3,Unemployed
301,53,6,Unemployed
302,78,5,
303,1,3,
304,8,6,
305,92,5,
306,24,5,HEALTHCARE
307,57,1,Unemployed
308,61,4,HEALTHCARE
309,25,2,HEALTHCARE
310,27,3,Unemployed
311,13,2,
312,20,2,Unemployed
313,31,3,Unemployed
314,17,3,
315,79,2,
316,54,5,Unemployed
317,100,5,
318,48,1,Unemployed
319,45,2,Unemployed
320,48,2,Unemployed
321,56,3,Unemployed
322,72,5,
323,22,2,Unemployed
324,53,3,HEALTHCARE
325,27,2,Unemployed
326,69,1,
327,85,6,
328,74,6,
329,28,5,Unemployed
330,73,3,
331,45,2,HEALTHCARE
332,5,2,
333,41,5,Unemployed
334,51,2,Unemployed
335,38,3,Unemployed
336,5,1,
337,63,2,Unemployed
338,64,2,Unemployed
339,56,4,Unemployed
340,17,2,
341,58,6,Unemployed
342,53,3,Unemployed
343,72,2,
344,66,4,
345,9,6,
346,57,4,Unemployed
347,18,5,Unemployed
348,53,4,Unemployed
349,67,1,
350,66,2,
351,49,2,Unemployed
352,54,1,Unemployed
353,52,2,Unemployed
354,41,1,Unemployed
355,6,6,
356,78,2,
357,61,4,Unemployed
358,41,5,Unemployed
359,10,4,
360,42,4,HEALTHCARE
361,15,5,
362,96,2,
363,47,3,Unemployed
364,47,2,Unemployed
365,51,5,HEALTHCARE
366,75,4,
367,11,2,
368,14,2,
369,34,1,Unemployed
370,6,5,
371,74,2,
372,69,3,
373,10,2,
374,76,3,
375,46,5,Unemployed
376,2,1,
377,14,4,
378,59,1,Unemployed
379,75,4,
380,24,5,Unemployed
381,50,2,Unemployed
382,38,4,Unemployed
383,76,5,
384,39,3,Unemployed
385,89,4,
386,31,4,Unemployed
387,84,1,
388,18,2,Unemployed
389,56,2,HEALTHCARE
390,52,1,Unemployed
391,17,2,
392,60,2,Unemployed
393,51,2,Unemployed
394,68,5,
395,63,2,Unemployed
396,16,6,
397,0,2,
398,59,5,Unemployed
399,24,2,Unemployed
400,28,1,Unemployed
401,38,5,HEALTHCARE
402,30,1,Unemployed
403,95,5,
404,40,2,Unemployed
405,7,2,
406,14,4,
407,58,5,Unemployed
408,75,2,
409,51,2,Unemployed
410,64,3,Unemployed
411,90,2,
412,57,5,Unemployed
413,54,2,Unemployed
414,5,2,
415,34,1,Unemployed
416,57,3,Unemployed
417,43,2,Unemployed
418,51,3,Unemployed
419,71,6,
420,31,3,Unemployed
421,30,4,Unemployed
422,28,2,Unemployed
423,7,6,
424,26,5,HEALTHCARE
425,18,3,Unemployed
426,52,2,Unemployed
427,1,1,
428,72,4,
429,11,2,
430,4,3,
431,87,6,
432,74,3,
433,70,1,
434,52,1,Unemployed
435,4,2,
436,78,3,
437,41,6,Unemployed
438,48,5,Unemployed
439,54,5,Unemployed
440,1,1,
441,69,4,
442,60,5,HEALTHCARE
443,10,2,
444,83,2,
445,55,3,HEALTHCARE
446,58,3,Unemployed
447,57,2,Unemployed
448,67,4,
449,59,3,Unemployed
450,36,2,Unemployed
451,14,1,
452,2,5,
453,61,3,Unemployed
454,62,3,Unemployed
455,30,2,HEALTHCARE
456,20,4,Unemployed
457,13,5,
458,47,6,Unemployed
459,44,4,HEALTHCARE
460,67,3,
461,44,2,Unemployed
462,42,2,Unemployed
463,2,2,
464,21,1,Unemployed
465,21,3,Unemployed
466,59,3,Unemployed
467,36,5,Unemployed
468,49,5,HEALTHCARE
469,10,2,
470,15,1,
471,77,6,
472,35,3,Unemployed
473,6,2,
474,100,5,
475,16,4,
476,35,2,Unemployed
477,58,1,Unemployed
478,25,3,Unemployed
479,5,1,
480,49,2,Unemployed
481,41,1,Unemployed
482,20,2,HEALTHCARE
483,17,2,
484,98,4,
485,26,2,Unemployed
486,18,2,Unemployed
487,3,6,
488,41,5,Unemployed
489,31,2,Unemployed
490,31,2,Unemployed
491,81,4,
492,71,3,
493,96,2,
494,55,4,Unemployed
495,3,1,
496,8,5,
497,40,5,Unemployed
498,3,2,
499,3,6,
500,63,2,Unemployed
501,58,2,Unemployed
502,23,5,Unemployed
503,48,4,Unemployed
504,55,5,Unemployed
505,66,5,
506,52,5,HEALTHCARE
507,31,5,Unemployed
508,4,2,
509,54,4,Unemployed
510,63,5,Unemployed
511,41,1,Unemployed
512,73,2,
513,69,3,
514,99,6,
515,31,2,Unemployed
516,40,2,Unemployed
517,31,1,Unemployed
518,54,5,Unemployed
519,7,5,
520,62,4,Unemployed
521,42,2,Unemployed
522,1,2,
523,95,4,
524,8,1,
525,66,2,
526,39,3,Unemployed
527,40,1,Unemployed
528,5,4,
529,3,1,
530,79,2,
531,19,4,Unemployed
532,30,6,HEALTHCARE
533,54,3,Unemployed
534,65,3,Unemployed
535,31,1,Unemployed
536,33,5,Unemployed
537,2,2,
538,57,1,Unemployed
539,20,4,Unemployed
540,56,2,Unemployed
541,86,2,
542,13,2,
543,69,2,
544,68,3,
545,14,1,
546,45,1,Unemployed
547,66,1,
548,95,2,
549,57,2,Unemployed
550,16,5,
551,73,2,
552,86,2,
553,79,4,
554,66,2,
555,94,4,
556,19,4,Unemployed
557,9,2,
558,74,4,
559,57,6,Unemployed
560,37,2,Unemployed
561,47,4,HEALTHCARE
562,45,2,Unemployed
563,55,1,HEALTHCARE
564,8,2,
565,57,1,Unemployed
566,54,2,Unemployed
567,64,3,Unemployed
568,70,6,
569,23,4,Unemployed
570,58,2,Unemployed
571,3,4,
572,66,5,
573,55,6,Unemployed
574,34,2,Unemployed
575,67,3,
576,39,4,Unemployed
577,61,4,Unemployed
578,27,2,Unemployed
579,20,2,Unemployed
580,19,2,Unemployed
581,46,1,HEALTHCARE
582,41,1,Unemployed
583,82,5,
584,42,2,HEALTHCARE
585,7,2,
586,65,2,Unemployed
587,55,2,HEALTHCARE
588,58,3,Unemployed
589,16,3,
590,35,3,HEALTHCARE
591,33,6,HEALTHCARE
592,28,2,Unemployed
593,46,2,Unemployed
594,50,2,Unemployed
595,23,5,HEALTHCARE
596,74,1,
597,30,6,Unemployed
598,74,1,
599,52,2,Unemployed
600,6,2,
601,9,2,
602,70,4,
603,5,2,
604,69,2,
605,15,3,
606,61,1,Unemployed
607,73,6,
608,37,5,HEALTHCARE
609,24,4,Unemployed
610,8,6,
611,40,1,Unemployed
612,10,5,
613,15,6,
614,63,2,Unemployed
615,1,2,
616,43,3,Unemployed
617,10,1,
618,3,4,
619,19,5,HEALTHCARE
620,16,4,
621,52,2,HEALTHCARE
622,48,2,HEALTHCARE
623,30,2,Unemployed
624,3,4,
625,16,1,
626,59,4,Unemployed
627,30,5,Unemployed
628,0,6,
629,46,5,HEALTHCARE
630,55,5,Unemployed
631,6,1,
632,5,3,
633,44,2,Unemployed
634,15,5,
635,36,2,HEALTHCARE
636,35,2,HEALTHCARE
637,16,2,
638,6,4,
639,77,3,
640,50,1,Unemployed
641,35,1,HEALTHCARE
642,37,1,Unemployed
643,19,1,Unemployed
644,57,4,Unemployed
645,32,5,Unemployed
646,30,4,Unemployed
647,12,1,
648,77,6,
649,52,2,Unemployed
650,33,4,Unemployed
651,21,3,Unemployed
652,63,2,HEALTHCARE
653,74,2,
654,56,2,Unemployed
655,59,3,HEALTHCARE
656,82,1,
657,75,6,
658,50,4,HEALTHCARE
659,0,3,
660,11,3,
661,96,2,
662,75,2,
663,64,1,Unemployed
664,67,1,
665,68,3,
666,54,1,Unemployed
667,68,3,
668,1,2,
669,70,5,
670,3,2,
671,99,6,
672,27,6,Unemployed
673,36,4,Unemployed
674,31,3,Unemployed
675,49,2,Unemployed
676,67,5,
677,25,4,Unemployed
678,86,5,
679,9,5,
680,75,1,
681,43,5,Unemployed
682,16,2,
683,34,4,Unemployed
684,62,2,Unemployed
685,62,2,Unemployed
686,18,3,Unemployed
687,37,2,HEALTHCARE
688,47,1,Unemployed
689,76,2,
690,79,2,
691,78,6,
692,40,2,Unemployed
693,40,2,Unemployed
694,57,2,Unemployed
695,10,6,
696,84,4,
697,10,2,
698,61,3,Unemployed
699,97,2,
700,72,5,
701,29,2,Unemployed
702,68,3,
703,69,5,
704,27,4,Unemployed
705,41,2,Unemployed
706,42,2,Unemployed
707,18,4,HEALTHCARE
708,32,2,Unemployed
709,13,2,
710,56,3,Unemployed
711,52,2,Unemployed
712,68,2,
713,18,2,Unemployed
714,15,3,
715,67,2,
716,14,2,
717,61,2,HEALTHCARE
718,100,2,
719,11,1,
720,66,1,
721,94,2,
722,0,1,
723,77,6,
724,56,2,Unemployed
725,34,2,HEALTHCARE
726,9,3,
727,100,5,
728,53,4,Unemployed
729,36,1,Unemployed
730,30,4,Unemployed
731,8,2,
732,48,2,Unemployed
733,16,1,
734,37,2,Unemployed
735,89,2,
736,50,2,Unemployed
737,81,1,
