ID,Age,Household Size,Occupations
1,53,2,Unemployed
2,36,5,Unemployed
3,16,4,
4,32,2,Unemployed
5,54,2,Unemployed
6,79,2,
7,17,6,
8,46,3,Unemployed
9,16,2,
10,41,2,Unemployed
11,56,2,Unemployed
12,18,6,Unemployed
13,57,3,Unemployed
14,60,6,Unemployed
15,70,1,
16,56,6,Unemployed
17,65,6,Unemployed
18,19,2,Unemployed
19,85,6,
20,40,6,Unemployed
21,13,4,
22,18,5,Unemployed
23,59,4,Unemployed
24,59,1,Unemployed
25,41,2,Unemployed
26,27,6,Unemployed
27,60,2,Unemployed
28,66,3,
29,41,6,Unemployed
30,52,5,Unemployed
31,37,2,Unemployed
32,26,4,Unemployed
33,36,1,Unemployed
34,44,2,Unemployed
35,49,6,Unemployed
36,54,3,Unemployed
37,9,2,
38,31,2,Unemployed
39,61,6,FINANCEINSURANCE
40,97,5,
41,51,6,Unemployed
42,1,1,
43,64,1,Unemployed
44,4,2,
45,56,6,Unemployed
46,69,1,
47,32,2,Unemployed
48,51,6,FOOD
49,45,4,Unemployed
50,89,4,
51,69,2,
52,71,4,
53,34,2,Unemployed
54,70,1,
55,15,1,
56,76,6,
57,38,3,Unemployed
58,99,2,
59,65,2,Unemployed
60,40,2,Unemployed
61,1,5,
62,62,2,Unemployed
63,13,1,
64,47,2,Unemployed
65,48,2,Unemployed
66,5,3,
67,4,4,
68,21,3,Unemployed
69,53,1,Unemployed
70,34,5,FOOD
71,63,5,Unemployed
72,2,3,
73,25,4,Unemployed
74,69,2,
75,18,3,Unemployed
76,45,2,Unemployed
77,43,2,Unemployed
78,100,2,
79,79,1,
80,55,2,Unemployed
81,22,3,Unemployed
82,32,2,Unemployed
83,65,2,Unemployed
84,14,5,
85,15,1,
86,38,5,Unemployed
87,16,4,
88,57,5,Unemployed
89,57,2,Unemployed
90,68,4,
91,56,3,Unemployed
92,3,2,
93,16,3,
94,13,1,
95,15,3,
96,77,1,
97,19,2,Unemployed
98,9,4,
99,15,1,
100,43,6,Unemployed
101,90,2,
102,43,5,Unemployed
103,37,2,Unemployed
104,36,5,FOOD
105,16,2,
106,59,2,Unemployed
107,94,1,
108,65,2,Unemployed
109,48,2,Unemployed
110,44,2,Unemployed
111,0,5,
112,0,1,
113,36,2,Unemployed
114,4,5,
115,59,2,FINANCEINSURANCE
116,11,1,
117,36,2,Unemployed
118,31,6,Unemployed
119,48,6,Unemployed
120,14,4,
121,44,4,Unemployed
122,39,3,Unemployed
123,48,2,Unemployed
124,66,4,
125,14,4,
126,15,6,
127,98,1,
128,41,2,Unemployed
129,13,2,
130,22,1,FOOD
131,12,1,
132,59,1,Unemployed
133,36,2,Unemployed
134,65,2,Unemployed
135,35,2,Unemployed
136,2,2,
137,40,4,Unemployed
138,32,5,Unemployed
139,74,4,
140,54,2,Unemployed
141,13,1,
142,19,4,Unemployed
143,29,2,Unemployed
144,22,2,FOOD
145,55,1,Unemployed
146,48,2,Unemployed
147,55,4,FOOD
148,61,2,Unemployed
149,51,4,Unemployed
150,46,2,Unemployed
151,99,4,
152,65,2,Unemployed
153,78,6,
154,66,5,
155,74,4,
156,59,1,Unemployed
157,61,1,Unemployed
158,66,4,
159,41,3,Unemployed
160,70,1,
161,27,5,Unemployed
162,63,4,Unemployed
163,7,3,
164,32,4,Unemployed
165,49,5,Unemployed
166,63,6,Unemployed
167,3,2,
168,37,2,Unemployed
169,16,1,
170,10,2,
171,35,3,Unemployed
172,24,4,Unemployed
173,37,4,Unemployed
174,13,2,
175,22,3,FOOD
176,20,6,Unemployed
177,45,2,Unemployed
178,30,3,Unemployed
179,56,2,Unemployed
180,96,3,
181,37,1,Unemployed
182,58,2,FOOD
183,37,4,Unemployed
184,96,1,
185,8,4,
186,59,2,Unemployed
187,10,6,
188,66,5,
189,50,5,Unemployed
190,31,2,Unemployed
191,31,6,INFORMATION
192,65,2,Unemployed
193,5,6,
194,64,4,Unemployed
195,24,2,Unemployed
196,74,4,
197,88,2,
198,19,3,Unemployed
199,60,5,Unemployed
200,36,1,Unemployed
201,87,4,
202,35,3,Unemployed
203,99,5,
204,58,2,Unemployed
205,67,6,
206,25,2,Unemployed
207,14,2,
208,7,5,
209,96,2,
210,25,2,Unemployed
211,16,6,
212,25,1,Unemployed
213,44,6,Unemployed
214,61,2,Unemployed
215,43,2,FOOD
216,65,4,Unemployed
217,59,1,Unemployed
218,32,3,Unemployed
219,96,2,
220,89,2,
221,7,3,
222,56,2,Unemployed
223,98,2,
224,25,4,Unemployed
225,12,3,
226,60,3,Unemployed
227,56,2,Unemployed
228,51,5,Unemployed
229,60,2,Unemployed
230,62,4,Unemployed
231,9,3,
232,47,4,Unemployed
233,31,2,Unemployed
234,94,5,
235,28,2,Unemployed
236,4,2,
237,20,5,Unemployed
238,31,4,Unemployed
239,55,2,Unemployed
240,23,2,Unemployed
241,32,2,Unemployed
242,73,2,
243,37,6,Unemployed
244,19,3,Unemployed
245,12,2,
246,60,2,Unemployed
247,59,3,Unemployed
248,25,2,Unemployed
249,56,4,Unemployed
250,75,1,
251,48,5,Unemployed
252,68,2,
253,67,2,
254,47,2,Unemployed
255,53,3,Unemployed
256,13,3,
257,36,5,Unemployed
258,85,5,
259,88,5,
260,53,2,Unemployed
261,19,2,OTHER
262,64,3,Unemployed
263,66,1,
264,2,2,
265,10,2,
266,31,3,FINANCEINSURANCE
267,16,4,
268,58,2,FOOD
269,74,2,
270,1,2,
271,41,4,Unemployed
272,91,3,
273,14,6,
274,60,6,Unemployed
275,27,5,Unemployed
276,8,4,
277,85,2,
278,72,5,
279,13,2,
280,24,2,Unemployed
281,49,3,Unemployed
282,37,2,Unemployed
283,8,2,
284,11,5,
285,24,5,Unemployed
286,59,4,Unemployed
287,26,4,Unemployed
288,58,3,Unemployed
289,18,3,Unemployed
290,13,4,
291,28,2,Unemployed
292,45,6,Unemployed
293,37,5,Unemployed
294,4,4,
295,28,3,Unemployed
296,51,6,Unemployed
297,19,3,Unemployed
298,21,1,Unemployed
299,60,6,Unemployed
300,65,2,FOOD
301,47,2,Unemployed
302,66,4,
303,19,2,Unemployed
304,47,2,Unemployed
305,69,4,
306,83,4,
307,38,4,Unemployed
308,13,2,
309,82,1,
310,74,1,
311,66,2,
312,33,4,Unemployed
313,85,4,
314,57,2,Unemployed
315,60,1,Unemployed
316,92,4,
317,33,5,Unemployed
318,50,2,FINANCEINSURANCE
319,33,6,Unemployed
320,39,1,Unemployed
321,53,4,Unemployed
322,50,3,Unemployed
323,25,2,Unemployed
324,57,2,Unemployed
325,36,4,Unemployed
326,17,2,
327,31,4,Unemployed
328,66,2,
329,22,3,OTHER
330,42,3,Unemployed
331,76,6,
332,27,2,Unemployed
333,4,2,
334,67,3,
335,51,1,Unemployed
336,43,4,FOOD
337,69,2,
338,90,6,
339,24,2,Unemployed
340,44,2,Unemployed
341,18,4,FINANCEINSURANCE
342,37,4,Unemployed
343,42,1,Unemployed
344,68,6,
345,4,3,
346,31,1,REALESTATERENTAL
347,15,2,
348,62,2,Unemployed
349,72,2,
350,2,3,
351,26,5,Unemployed
352,13,2,
353,25,3,Unemployed
354,18,4,Unemployed
355,78,2,
356,64,1,Unemployed
357,5,3,
358,37,6,Unemployed
359,9,3,
360,7,2,
361,12,6,
362,11,3,
363,43,4,Unemployed
364,56,4,Unemployed
365,44,5,Unemployed
366,68,2,
367,55,2,FINANCEINSURANCE
368,11,2,
369,54,2,Unemployed
370,32,2,Unemployed
371,5,6,
372,83,2,
373,30,3,Unemployed
374,69,5,
375,67,3,
376,61,3,Unemployed
377,25,1,Unemployed
378,11,6,
379,63,5,Unemployed
380,98,2,
381,33,1,Unemployed
382,8,6,
383,36,6,Unemployed
384,2,4,
385,2,3,
386,27,4,Unemployed
387,8,6,
388,50,4,Unemployed
389,20,2,OTHER
390,3,2,
391,29,6,Unemployed
392,13,2,
393,1,2,
394,11,1,
395,27,5,Unemployed
396,21,5,Unemployed
397,7,5,
398,65,5,Unemployed
399,89,2,
400,31,2,Unemployed
401,73,1,
402,50,6,Unemployed
403,52,4,Unemployed
404,0,3,
405,12,1,
406,68,4,
407,55,2,Unemployed
408,9,5,
409,68,2,
410,65,4,Unemployed
