ID,Age,Household Size,Occupations
1,95,2,
2,49,2,Unemployed
3,13,4,
4,50,4,Unemployed
5,54,4,Unemployed
6,75,4,
7,3,2,
8,21,2,Unemployed
9,30,2,Unemployed
10,17,4,
11,25,2,Unemployed
12,10,2,
13,68,4,
14,48,2,Unemployed
15,11,5,
16,15,5,
17,24,3,Unemployed
18,0,3,
19,75,4,
20,51,4,HEALTHCARE
21,2,2,
22,67,3,
23,42,1,Unemployed
24,18,1,Unemployed
25,82,1,
26,56,2,Unemployed
27,86,6,
28,19,6,Unemployed
29,29,4,HEALTHCARE
30,51,4,Unemployed
31,52,2,Unemployed
32,56,2,Unemployed
33,57,6,Unemployed
34,63,4,Unemployed
35,43,3,Unemployed
36,53,2,HEALTHCARE
37,61,2,Unemployed
38,12,2,
39,65,2,Unemployed
40,91,2,
41,97,6,
42,84,1,
43,45,2,Unemployed
44,75,1,
45,11,6,
46,49,2,Unemployed
47,50,1,Unemployed
48,6,2,
49,71,5,
50,41,3,Unemployed
51,14,5,
52,27,5,Unemployed
53,88,3,
54,70,5,
55,52,4,Unemployed
56,23,3,Unemployed
57,43,3,Unemployed
58,85,4,
59,95,1,
60,29,2,Unemployed
61,57,2,Unemployed
62,94,1,
63,19,1,Unemployed
64,28,1,HEALTHCARE
65,94,1,
66,13,3,
67,75,1,
68,95,2,
69,14,2,
70,31,4,Unemployed
71,78,2,
72,61,5,Unemployed
73,28,2,HEALTHCARE
74,49,2,Unemployed
75,61,2,Unemployed
76,22,2,Unemployed
77,19,6,Unemployed
78,62,1,HEALTHCARE
79,58,1,HEALTHCARE
80,56,2,Unemployed
81,50,6,Unemployed
82,82,4,
83,40,2,Unemployed
84,60,6,HEALTHCARE
85,33,4,Unemployed
86,54,4,Unemployed
87,79,5,
88,14,2,
89,55,2,Unemployed
90,71,2,
91,66,1,
92,80,1,
93,64,4,HEALTHCARE
94,100,6,
95,41,4,Unemployed
96,5,4,
97,43,3,Unemployed
98,27,2,HEALTHCARE
99,18,1,HEALTHCARE
100,17,4,
101,70,1,
102,55,4,Unemployed
103,45,6,Unemployed
104,25,3,HEALTHCARE
105,78,4,
106,95,2,
107,59,5,Unemployed
108,13,4,
109,11,1,
110,46,2,Unemployed
111,14,3,
112,32,2,Unemployed
113,1,2,
114,31,2,HEALTHCARE
115,45,3,Unemployed
116,4,3,
117,72,1,
118,23,3,Unemployed
119,24,3,Unemployed
120,67,2,
121,51,2,Unemployed
122,12,2,
123,51,4,Unemployed
124,32,1,Unemployed
125,23,2,Unemployed
126,45,2,Unemployed
127,30,1,Unemployed
128,69,1,
129,47,3,Unemployed
130,66,5,
131,15,6,
132,12,2,
133,69,6,
134,31,2,Unemployed
135,62,2,Unemployed
136,29,3,Unemployed
137,18,5,Unemployed
138,26,2,Unemployed
139,17,3,
140,0,4,
141,25,1,Unemployed
142,24,3,Unemployed
143,45,5,HEALTHCARE
144,10,2,
145,55,2,HEALTHCARE
146,17,3,
147,39,5,Unemployed
148,54,6,Unemployed
149,78,2,
150,77,4,
151,16,6,
152,51,1,Unemployed
153,36,1,Unemployed
154,26,2,Unemployed
155,37,1,Unemployed
156,65,4,Unemployed
157,71,5,
158,8,1,
159,38,1,Unemployed
160,68,3,
161,55,3,Unemployed
162,8,1,
163,0,2,
164,46,3,Unemployed
165,22,1,HEALTHCARE
166,64,1,Unemployed
167,89,1,
168,53,2,Unemployed
169,60,5,HEALTHCARE
170,94,5,
171,53,3,Unemployed
172,68,4,
173,34,1,Unemployed
174,44,2,Unemployed
175,26,2,Unemployed
176,82,5,
177,14,1,
178,28,1,Unemployed
179,67,5,
180,62,5,Unemployed
181,25,5,Unemployed
182,55,3,Unemployed
183,19,4,Unemployed
184,9,5,
185,24,2,Unemployed
186,73,4,
187,36,2,Unemployed
188,47,2,Unemployed
189,45,4,Unemployed
190,2,4,
191,42,5,HEALTHCARE
192,63,5,Unemployed
193,24,1,Unemployed
194,60,5,Unemployed
195,76,6,
196,67,2,
197,81,4,
198,48,1,Unemployed
199,43,2,Unemployed
200,34,4,Unemployed
201,69,5,
202,31,2,Unemployed
203,86,4,
204,63,6,Unemployed
205,16,2,
206,25,4,Unemployed
207,32,2,Unemployed
208,14,6,
209,76,2,
210,68,4,
211,64,3,Unemployed
212,26,5,Unemployed
213,25,1,Unemployed
214,52,2,Unemployed
215,28,1,Unemployed
216,10,6,
217,20,2,Unemployed
218,36,2,Unemployed
219,7,2,
220,73,4,
221,15,5,
222,21,2,Unemployed
223,51,2,Unemployed
224,40,1,Unemployed
225,25,1,Unemployed
226,71,4,
227,45,6,Unemployed
228,13,6,
