ID,Age,Household Size,Occupations,Household ID
1,29,2,FOOD,1057
2,99,5,,3062
3,65,2,FOOD,1057
4,54,4,FOOD,2878
5,96,2,,1058
6,58,3,HEALTHCARE,2573
7,26,2,FINANCEINSURANCE,1058
8,68,2,,1059
9,31,4,HEALTHCARE,2878
10,55,3,HEALTHCARE,2573
11,54,3,HEALTHCARE,2573
12,73,2,,1059
13,18,4,HEALTHCARE,2878
14,23,4,SCIENTIFICTECHNICAL,2878
15,27,2,FINANCEINSURANCE,1060
16,55,1,HEALTHCARE,1
17,4,2,,1060
18,37,2,FINANCEINSURANCE,1061
19,51,2,HEALTHCARE,1061
20,58,2,FOOD,1062
21,46,2,HEALTHCARE,1062
22,49,1,FOOD,2
23,52,2,WASTEMANAGEMENT,1063
24,66,3,,2574
25,61,5,FOOD,3062
26,70,2,,1063
27,79,2,,1064
28,42,2,HEALTHCARE,1064
29,21,2,HEALTHCARE,1065
30,95,2,,1065
31,79,3,,2574
32,65,2,HEALTHCARE,1066
33,12,2,,1066
34,21,2,HEALTHCARE,1067
35,41,2,HEALTHCARE,1067
36,32,2,FOOD,1068
37,54,2,HEALTHCARE,1068
38,6,2,,1069
39,89,2,,1069
40,59,4,FOOD,2879
41,60,4,FOOD,2879
42,0,3,,2574
43,69,2,,1070
44,27,2,FOOD,1070
45,34,2,FOOD,1071
46,20,4,OTHER,2879
47,45,2,SCIENTIFICTECHNICAL,1071
48,8,2,,1072
49,0,2,,1072
50,8,2,,1073
51,59,1,FOOD,3
52,62,1,FOOD,4
53,55,6,HEALTHCARE,3200
54,63,2,HEALTHCARE,1073
55,68,1,,5
56,59,2,HEALTHCARE,1074
57,46,4,FOOD,2879
58,68,2,,1074
59,53,3,FOOD,2575
60,71,2,,1075
61,21,2,FOOD,1075
62,2,2,,1076
63,53,2,HEALTHCARE,1076
64,52,3,HEALTHCARE,2575
65,38,2,FOOD,1077
66,66,2,,1077
67,15,5,,3062
68,65,5,FOOD,3062
69,64,2,HEALTHCARE,1078
70,69,3,,2575
71,56,3,WASTEMANAGEMENT,2576
72,72,4,,2880
73,55,5,WASTEMANAGEMENT,3062
74,46,2,FOOD,1078
75,41,2,OTHER,1079
76,75,3,,2576
77,40,2,HEALTHCARE,1079
78,70,2,,1080
79,53,4,SCIENTIFICTECHNICAL,2880
80,40,1,FOOD,6
81,39,5,FINANCEINSURANCE,3063
82,39,4,FOOD,2880
83,42,3,FINANCEINSURANCE,2576
84,60,2,HEALTHCARE,1080
85,51,1,FOOD,7
86,56,2,FOOD,1081
87,15,2,,1081
88,31,1,SCIENTIFICTECHNICAL,8
89,40,2,OTHER,1082
90,22,2,FOOD,1082
91,54,2,FINANCEINSURANCE,1083
92,57,2,OTHER,1083
93,59,2,HEALTHCARE,1084
94,68,2,,1084
95,14,4,,2880
96,65,5,Unemployed,3063
97,61,3,OTHER,2577
98,65,4,FOOD,2881
99,71,2,,1085
100,32,5,FOOD,3063
101,13,6,,3200
102,29,2,FOOD,1085
103,69,2,,1086
104,34,5,FINANCEINSURANCE,3063
105,41,4,FOOD,2881
106,75,6,,3200
107,83,3,,2577
108,67,5,,3063
109,59,6,FOOD,3200
110,65,2,HEALTHCARE,1086
111,61,2,FOOD,1087
112,72,1,,9
113,64,2,FOOD,1087
114,28,2,HEALTHCARE,1088
115,1,2,,1088
116,31,1,HEALTHCARE,10
117,60,2,HEALTHCARE,1089
118,81,3,,2577
119,34,1,HEALTHCARE,11
120,31,2,FOOD,1089
121,60,2,FINANCEINSURANCE,1090
122,72,6,,3200
123,36,2,HEALTHCARE,1090
124,57,2,FOOD,1091
125,62,2,FOOD,1091
126,72,6,,3200
127,31,1,Unemployed,12
128,33,5,SCIENTIFICTECHNICAL,3064
129,13,3,,2578
130,87,4,,2881
131,7,2,,1092
132,31,2,FOOD,1092
133,77,1,,13
134,38,2,FOOD,1093
135,3,3,,2578
136,92,5,,3064
137,72,4,,2881
138,7,4,,2882
139,62,3,HEALTHCARE,2578
140,44,2,HEALTHCARE,1093
141,33,2,Unemployed,1094
142,82,2,,1094
143,69,1,,14
