ID,Age,Household Size,Occupations,Household ID
1,45,6,FINANCEINSURANCE,23239
2,34,1,HEALTHCARE,1
3,65,1,HEALTHCARE,2
4,25,5,Unemployed,21710
5,41,5,FOOD,21710
6,68,4,,18466
7,99,1,,3
8,17,1,,4
9,94,2,,6374
10,100,2,,6374
11,20,5,Unemployed,21710
12,61,4,INFORMATION,18466
13,22,2,SCIENTIFICTECHNICAL,6375
14,38,2,FOOD,6375
15,76,5,,21710
16,68,2,,6376
17,79,3,,15514
18,3,2,,6376
19,0,4,,18466
20,25,4,FOOD,18466
21,56,4,WASTEMANAGEMENT,18467
22,40,6,HEALTHCARE,23239
23,54,2,HEALTHCARE,6377
24,52,6,HEALTHCARE,23239
25,39,3,HEALTHCARE,15514
26,57,5,FINANCEINSURANCE,21710
27,69,1,,5
28,65,4,HEALTHCARE,18467
29,44,1,HEALTHCARE,6
30,4,4,,18467
31,64,5,WASTEMANAGEMENT,21711
32,98,4,,18467
33,3,1,,7
34,6,3,,15514
35,11,4,,18468
36,63,2,HEALTHCARE,6377
37,63,2,INFORMATION,6378
38,8,4,,18468
39,1,3,,15515
40,7,6,,23239
41,7,4,,18468
42,68,5,,21711
43,15,1,,8
44,16,6,,23239
45,59,6,HEALTHCARE,23239
46,65,6,Unemployed,23240
47,63,2,SCIENTIFICTECHNICAL,6378
48,11,6,,23240
49,3,4,,18468
50,20,5,FINANCEINSURANCE,21711
51,26,2,HEALTHCARE,6379
52,29,5,FOOD,21711
53,3,6,,23240
54,3,3,,15515
55,28,2,WASTEMANAGEMENT,6379
56,35,3,WASTEMANAGEMENT,15515
57,55,4,OTHER,18469
58,35,2,HEALTHCARE,6380
59,27,6,HEALTHCARE,23240
60,29,2,HEALTHCARE,6380
61,77,4,,18469
62,68,2,,6381
63,16,3,,15516
64,1,4,,18469
65,33,2,HEALTHCARE,6381
66,76,3,,15516
67,55,2,INFORMATION,6382
68,74,4,,18469
69,13,2,,6382
70,64,6,HEALTHCARE,23240
71,43,3,WASTEMANAGEMENT,15516
72,80,4,,18470
73,16,3,,15517
74,62,4,FOOD,18470
75,71,2,,6383
76,61,5,WASTEMANAGEMENT,21711
77,8,4,,18470
78,42,6,OTHER,23240
79,56,1,FOOD,9
80,41,6,HEALTHCARE,23241
81,39,2,HEALTHCARE,6383
82,24,2,HEALTHCARE,6384
83,93,2,,6384
84,10,2,,6385
85,22,3,FINANCEINSURANCE,15517
86,21,3,OTHER,15517
87,10,2,,6385
88,66,6,,23241
89,33,2,Unemployed,6386
90,34,5,FOOD,21712
91,73,5,,21712
92,57,5,FOOD,21712
93,85,3,,15518
94,45,5,HEALTHCARE,21712
95,66,6,,23241
96,57,3,FINANCEINSURANCE,15518
97,31,2,FOOD,6386
98,52,4,FOOD,18470
99,51,4,HEALTHCARE,18471
100,37,2,FINANCEINSURANCE,6387
101,36,2,HEALTHCARE,6387
102,33,5,FINANCEINSURANCE,21712
103,78,6,,23241
104,66,5,,21713
105,66,3,,15518
106,22,3,SCIENTIFICTECHNICAL,15519
107,15,2,,6388
108,35,2,FINANCEINSURANCE,6388
109,29,5,WASTEMANAGEMENT,21713
110,34,1,FOOD,10
111,54,5,FOOD,21713
112,57,4,FINANCEINSURANCE,18471
113,19,4,WASTEMANAGEMENT,18471
114,100,2,,6389
115,55,1,FOOD,11
116,51,5,SCIENTIFICTECHNICAL,21713
117,38,1,SCIENTIFICTECHNICAL,12
118,31,2,FOOD,6389
119,22,1,FINANCEINSURANCE,13
120,19,4,Unemployed,18471
121,28,6,FOOD,23241
122,68,3,,15519
123,66,1,,14
124,39,4,FOOD,18472
125,39,2,WASTEMANAGEMENT,6390
126,59,2,HEALTHCARE,6390
127,66,1,,15
128,65,3,FOOD,15519
129,5,1,,16
130,5,6,,23241
131,29,5,HEALTHCARE,21713
132,29,2,FOOD,6391
133,8,2,,6391
134,41,4,WASTEMANAGEMENT,18472
135,60,2,HEALTHCARE,6392
136,29,6,FOOD,23242
137,56,2,OTHER,6392
138,48,6,FINANCEINSURANCE,23242
139,52,2,WASTEMANAGEMENT,6393
140,66,5,,21714
141,38,6,HEALTHCARE,23242
142,37,6,Unemployed,23242
143,17,3,,15520
144,34,3,FINANCEINSURANCE,15520
145,19,2,FOOD,6393
146,87,2,,6394
147,37,2,FOOD,6394
148,2,2,,6395
149,37,4,FINANCEINSURANCE,18472
150,25,2,FOOD,6395
151,51,6,FOOD,23242
152,42,2,FOOD,6396
153,53,6,FOOD,23242
154,0,2,,6396
155,62,5,FOOD,21714
156,33,2,INFORMATION,6397
157,13,3,,15520
158,22,4,Unemployed,18472
159,51,5,SCIENTIFICTECHNICAL,21714
160,7,3,,15521
161,86,2,,6397
162,17,4,,18473
163,76,2,,6398
164,56,2,HEALTHCARE,6398
165,68,2,,6399
166,89,5,,21714
167,5,2,,6399
168,17,4,,18473
169,17,5,,21714
170,50,3,HEALTHCARE,15521
171,66,2,,6400
172,84,3,,15521
173,22,2,FINANCEINSURANCE,6400
174,73,6,,23243
175,58,5,FINANCEINSURANCE,21715
176,48,6,OTHER,23243
177,27,4,FOOD,18473
178,74,1,,17
179,19,2,FOOD,6401
180,29,2,OTHER,6401
181,48,6,SCIENTIFICTECHNICAL,23243
182,45,1,WASTEMANAGEMENT,18
183,32,3,SCIENTIFICTECHNICAL,15522
184,56,4,FOOD,18473
185,47,4,INFORMATION,18474
186,18,5,FINANCEINSURANCE,21715
187,45,4,OTHER,18474
188,65,2,OTHER,6402
189,59,4,SCIENTIFICTECHNICAL,18474
190,3,5,,21715
191,64,4,OTHER,18474
192,63,2,OTHER,6402
193,44,6,FINANCEINSURANCE,23243
194,58,4,WASTEMANAGEMENT,18475
195,47,2,FOOD,6403
196,75,3,,15522
197,37,5,SCIENTIFICTECHNICAL,21715
198,23,5,FOOD,21715
199,32,5,HEALTHCARE,21716
200,37,5,HEALTHCARE,21716
201,2,2,,6403
202,39,4,INFORMATION,18475
203,52,2,FINANCEINSURANCE,6404
204,49,6,FOOD,23243
205,83,5,,21716
206,9,3,,15522
207,62,4,REALESTATERENTAL,18475
208,75,1,,19
209,28,4,HEALTHCARE,18475
210,15,6,,23243
211,48,6,SCIENTIFICTECHNICAL,23244
212,33,5,Unemployed,21716
213,59,4,OTHER,18476
214,66,4,,18476
215,66,4,,18476
216,5,5,,21716
217,6,5,,21717
218,53,2,HEALTHCARE,6404
219,18,5,FINANCEINSURANCE,21717
220,56,6,FOOD,23244
221,0,5,,21717
222,58,1,FOOD,20
223,65,2,FOOD,6405
224,46,6,OTHER,23244
225,63,6,Unemployed,23244
226,2,3,,15523
227,6,1,,21
228,18,2,FINANCEINSURANCE,6405
229,66,1,,22
230,36,2,FOOD,6406
231,43,4,OTHER,18476
232,7,3,,15523
233,66,2,,6406
234,64,4,Unemployed,18477
235,36,3,FOOD,15523
236,64,2,HEALTHCARE,6407
237,57,2,HEALTHCARE,6407
238,44,1,FOOD,23
239,69,1,,24
240,29,4,Unemployed,18477
241,61,2,FOOD,6408
242,6,6,,23244
243,47,2,SCIENTIFICTECHNICAL,6408
244,52,3,HEALTHCARE,15524
245,10,3,,15524
246,40,6,WASTEMANAGEMENT,23244
247,71,4,,18477
248,44,2,FINANCEINSURANCE,6409
249,79,2,,6409
250,44,5,OTHER,21717
251,42,5,WASTEMANAGEMENT,21717
252,59,4,WASTEMANAGEMENT,18477
253,76,2,,6410
254,63,1,WASTEMANAGEMENT,25
255,58,6,FOOD,23245
256,9,1,,26
257,16,1,,27
258,3,2,,6410
259,20,2,OTHER,6411
260,59,2,HEALTHCARE,6411
261,52,6,WASTEMANAGEMENT,23245
262,75,2,,6412
263,44,4,HEALTHCARE,18478
264,63,2,OTHER,6412
265,58,1,FINANCEINSURANCE,28
266,19,1,HEALTHCARE,29
267,35,4,HEALTHCARE,18478
268,27,5,FOOD,21718
269,33,4,FOOD,18478
270,57,1,HEALTHCARE,30
271,41,2,FOOD,6413
272,1,6,,23245
273,17,2,,6413
274,63,2,FOOD,6414
275,8,5,,21718
276,55,6,Unemployed,23245
277,52,5,REALESTATERENTAL,21718
278,0,6,,23245
279,39,4,FINANCEINSURANCE,18478
280,38,3,Unemployed,15524
281,5,5,,21718
282,5,4,,18479
283,38,6,HEALTHCARE,23245
284,58,2,WASTEMANAGEMENT,6414
285,10,2,,6415
286,47,6,FOOD,23246
287,61,6,REALESTATERENTAL,23246
288,43,4,FOOD,18479
289,34,2,FINANCEINSURANCE,6415
290,62,1,FOOD,31
291,2,5,,21718
292,11,6,,23246
293,42,3,HEALTHCARE,15525
294,10,5,,21719
295,58,2,FOOD,6416
296,62,1,HEALTHCARE,32
297,50,1,HEALTHCARE,33
298,3,4,,18479
299,0,4,,18479
300,45,6,FOOD,23246
301,72,4,,18480
302,13,4,,18480
303,1,4,,18480
304,18,4,Unemployed,18480
305,67,4,,18481
306,63,6,HEALTHCARE,23246
307,64,4,WASTEMANAGEMENT,18481
308,53,2,HEALTHCARE,6416
309,26,2,FINANCEINSURANCE,6417
310,79,2,,6417
311,79,5,,21719
312,34,6,WASTEMANAGEMENT,23246
313,42,4,FINANCEINSURANCE,18481
314,14,2,,6418
315,46,2,Unemployed,6418
316,71,4,,18481
317,26,4,SCIENTIFICTECHNICAL,18482
318,26,4,WASTEMANAGEMENT,18482
319,72,2,,6419
320,54,3,SCIENTIFICTECHNICAL,15525
321,58,4,OTHER,18482
322,13,3,,15525
323,78,1,,34
324,8,2,,6419
325,65,3,HEALTHCARE,15526
326,75,3,,15526
327,34,5,HEALTHCARE,21719
328,15,1,,35
329,57,6,FINANCEINSURANCE,23247
330,33,3,FINANCEINSURANCE,15526
331,39,2,FOOD,6420
332,99,4,,18482
333,57,2,FOOD,6420
334,14,5,,21719
335,68,5,,21719
336,46,2,SCIENTIFICTECHNICAL,6421
337,68,2,,6421
338,68,5,,21720
