ID,Age,Household Size,Occupations,Household ID
1,39,1,WASTEMANAGEMENT,1
2,73,4,,5573
3,20,4,Unemployed,5573
4,67,2,,2061
5,13,2,,2061
6,0,2,,2062
7,14,4,,5573
8,28,4,FOOD,5573
9,64,2,HEALTHCARE,2062
10,42,1,HEALTHCARE,2
11,35,2,HEALTHCARE,2063
12,64,2,HEALTHCARE,2063
13,38,4,FOOD,5574
14,65,2,FOOD,2064
15,62,2,HEALTHCARE,2064
16,17,1,,3
17,19,4,FOOD,5574
18,60,5,FOOD,6182
19,18,3,FOOD,4819
20,58,4,Unemployed,5574
21,6,3,,4819
22,17,2,,2065
23,20,4,HEALTHCARE,5574
24,56,2,OTHER,2065
25,59,2,FOOD,2066
26,45,1,FINANCEINSURANCE,4
27,7,2,,2066
28,54,5,FINANCEINSURANCE,6182
29,30,2,FOOD,2067
30,31,1,FINANCEINSURANCE,5
31,55,2,HEALTHCARE,2067
32,40,2,OTHER,2068
33,0,5,,6182
34,54,5,FOOD,6182
35,48,2,FOOD,2068
36,70,1,,6
37,55,2,FINANCEINSURANCE,2069
38,77,5,,6182
39,5,2,,2069
40,62,2,HEALTHCARE,2070
41,55,2,Unemployed,2070
42,71,1,,7
43,73,2,,2071
44,94,4,,5575
45,12,2,,2071
46,12,4,,5575
47,21,2,FOOD,2072
48,34,1,FOOD,8
49,6,6,,6465
50,23,2,HEALTHCARE,2072
51,38,1,WASTEMANAGEMENT,9
52,29,2,FOOD,2073
53,11,2,,2073
54,55,2,FINANCEINSURANCE,2074
55,2,4,,5575
56,65,2,OTHER,2074
57,45,2,FOOD,2075
58,96,2,,2075
59,34,2,HEALTHCARE,2076
60,6,3,,4819
61,29,5,HEALTHCARE,6183
62,26,4,FOOD,5575
63,74,2,,2076
64,38,2,FOOD,2077
65,31,3,FOOD,4820
66,61,6,HEALTHCARE,6465
67,19,6,OTHER,6465
68,54,2,HEALTHCARE,2077
69,12,5,,6183
70,31,2,HEALTHCARE,2078
71,7,3,,4820
72,48,2,HEALTHCARE,2078
73,58,2,HEALTHCARE,2079
74,39,2,HEALTHCARE,2079
75,68,4,,5576
76,51,3,HEALTHCARE,4820
