ID,Age,Household Size,Occupations,Household ID
1,10,5,,38654
2,15,3,,26404
3,53,3,HEALTHCARE,26404
4,53,3,WASTEMANAGEMENT,26404
5,14,4,,32828
6,45,2,SCIENTIFICTECHNICAL,9548
7,66,4,,32828
8,47,5,HEALTHCARE,38654
9,14,6,,42087
10,21,4,HEALTHCARE,32828
11,35,4,FOOD,32828
12,30,5,HEALTHCARE,38654
13,8,2,,9548
14,79,4,,32829
15,59,1,FOOD,1
16,10,3,,26405
17,44,2,HEALTHCARE,9549
18,58,4,WASTEMANAGEMENT,32829
19,3,1,,2
20,45,5,HEALTHCARE,38654
21,52,5,HEALTHCARE,38654
22,48,4,HEALTHCARE,32829
23,6,3,,26405
24,57,2,SCIENTIFICTECHNICAL,9549
25,58,2,FOOD,9550
26,57,4,Unemployed,32829
27,45,5,HEALTHCARE,38655
28,25,2,Unemployed,9550
29,16,4,,32830
30,10,6,,42087
31,19,3,HEALTHCARE,26405
32,55,2,FOOD,9551
33,13,2,,9551
34,58,2,HEALTHCARE,9552
35,25,3,UTILITIES,26406
36,15,4,,32830
37,54,6,SCIENTIFICTECHNICAL,42087
38,35,2,WASTEMANAGEMENT,9552
39,56,5,FOOD,38655
40,2,4,,32830
41,16,6,,42087
42,43,5,OTHER,38655
43,23,3,OTHER,26406
44,53,1,HEALTHCARE,3
45,8,3,,26406
46,6,4,,32830
47,27,3,SCIENTIFICTECHNICAL,26407
48,45,6,SCIENTIFICTECHNICAL,42087
49,37,3,WASTEMANAGEMENT,26407
50,77,5,,38655
51,67,5,,38655
52,75,2,,9553
53,20,4,FOOD,32831
54,40,4,HEALTHCARE,32831
55,52,1,HEALTHCARE,4
56,37,2,SCIENTIFICTECHNICAL,9553
57,66,1,,5
58,56,5,FOOD,38656
59,12,6,,42087
60,13,1,,6
61,25,2,FOOD,9554
62,37,3,Unemployed,26407
63,14,3,,26408
64,4,5,,38656
65,65,2,SCIENTIFICTECHNICAL,9554
66,11,4,,32831
67,54,3,HEALTHCARE,26408
68,67,6,,42088
69,35,5,HEALTHCARE,38656
70,24,2,OTHER,9555
71,10,3,,26408
72,30,2,FINANCEINSURANCE,9555
73,43,3,FINANCEINSURANCE,26409
74,24,3,HEALTHCARE,26409
75,23,4,HEALTHCARE,32831
76,29,4,SCIENTIFICTECHNICAL,32832
77,63,1,HEALTHCARE,7
78,50,4,ART,32832
79,16,4,,32832
80,42,6,WASTEMANAGEMENT,42088
81,59,3,HEALTHCARE,26409
82,4,4,,32832
83,55,5,WASTEMANAGEMENT,38656
84,56,6,SCIENTIFICTECHNICAL,42088
85,43,5,Unemployed,38656
86,76,4,,32833
87,9,4,,32833
88,44,5,FOOD,38657
89,12,5,,38657
90,60,6,FOOD,42088
91,0,4,,32833
92,58,3,FOOD,26410
93,42,3,HEALTHCARE,26410
94,47,3,HEALTHCARE,26410
95,0,4,,32833
96,4,2,,9556
97,53,2,WASTEMANAGEMENT,9556
98,99,5,,38657
99,39,5,Unemployed,38657
100,8,2,,9557
101,9,5,,38657
102,53,4,FOOD,32834
103,27,2,Unemployed,9557
104,13,5,,38658
105,15,2,,9558
106,59,2,FOOD,9558
107,17,5,,38658
108,53,6,HEALTHCARE,42088
109,67,2,,9559
110,90,2,,9559
111,12,2,,9560
112,56,5,HEALTHCARE,38658
113,62,3,HEALTHCARE,26411
114,50,3,FOOD,26411
115,47,1,HEALTHCARE,8
116,69,3,,26411
117,62,4,FOOD,32834
118,54,5,SCIENTIFICTECHNICAL,38658
119,40,1,HEALTHCARE,9
120,54,2,FOOD,9560
121,38,2,HEALTHCARE,9561
122,18,3,FOOD,26412
123,9,5,,38658
124,43,5,WASTEMANAGEMENT,38659
125,57,5,SCIENTIFICTECHNICAL,38659
126,53,3,WASTEMANAGEMENT,26412
127,93,1,,10
128,58,4,HEALTHCARE,32834
129,9,2,,9561
130,46,4,SCIENTIFICTECHNICAL,32834
131,10,4,,32835
132,74,6,,42088
133,13,5,,38659
134,28,1,HEALTHCARE,11
135,13,3,,26412
136,8,6,,42089
137,54,2,EDUCATION,9562
138,2,2,,9562
139,10,3,,26413
140,16,2,,9563
141,79,4,,32835
142,61,3,HEALTHCARE,26413
143,55,4,FOOD,32835
144,50,2,HEALTHCARE,9563
145,22,4,FOOD,32835
146,20,5,HEALTHCARE,38659
147,51,5,WASTEMANAGEMENT,38659
148,25,3,FOOD,26413
149,41,5,HEALTHCARE,38660
150,32,3,HEALTHCARE,26414
151,3,1,,12
152,29,1,Unemployed,13
153,39,3,HEALTHCARE,26414
154,0,3,,26414
155,66,5,,38660
156,51,1,WASTEMANAGEMENT,14
157,69,2,,9564
158,2,2,,9564
159,51,2,HEALTHCARE,9565
160,42,6,SCIENTIFICTECHNICAL,42089
161,0,3,,26415
162,17,4,,32836
163,11,3,,26415
164,23,2,FOOD,9565
165,56,4,OTHER,32836
166,57,1,HEALTHCARE,15
167,36,2,Unemployed,9566
168,47,5,HEALTHCARE,38660
169,47,5,HEALTHCARE,38660
170,59,2,OTHER,9566
171,17,2,,9567
172,1,5,,38660
173,22,6,WASTEMANAGEMENT,42089
174,53,2,FOOD,9567
175,79,4,,32836
176,5,2,,9568
177,72,3,,26415
178,69,4,,32836
179,21,2,FOOD,9568
180,43,4,FOOD,32837
181,52,5,WASTEMANAGEMENT,38661
182,9,6,,42089
183,5,3,,26416
184,36,2,HEALTHCARE,9569
185,78,1,,16
186,62,1,FINANCEINSURANCE,17
187,54,2,FOOD,9569
188,14,6,,42089
189,36,2,HEALTHCARE,9570
190,19,5,FOOD,38661
191,68,2,,9570
192,54,4,FINANCEINSURANCE,32837
193,30,6,SCIENTIFICTECHNICAL,42089
194,32,5,SCIENTIFICTECHNICAL,38661
195,33,2,HEALTHCARE,9571
196,21,2,FOOD,9571
197,51,4,HEALTHCARE,32837
198,19,3,HEALTHCARE,26416
199,23,2,HEALTHCARE,9572
200,61,4,SCIENTIFICTECHNICAL,32837
201,3,6,,42090
202,38,4,FOOD,32838
203,37,2,FOOD,9572
204,68,2,,9573
205,48,2,FOOD,9573
206,59,6,OTHER,42090
207,68,4,,32838
208,14,2,,9574
209,30,3,HEALTHCARE,26416
210,9,2,,9574
211,12,2,,9575
212,28,2,HEALTHCARE,9575
213,58,2,FOOD,9576
214,31,4,WASTEMANAGEMENT,32838
215,35,6,SCIENTIFICTECHNICAL,42090
216,37,4,Unemployed,32838
217,69,2,,9576
218,32,4,FOOD,32839
219,62,4,FINANCEINSURANCE,32839
220,84,2,,9577
221,11,1,,18
222,89,4,,32839
223,4,1,,19
224,23,1,SCIENTIFICTECHNICAL,20
225,74,2,,9577
226,50,4,HEALTHCARE,32839
227,44,3,FOOD,26417
228,30,5,SCIENTIFICTECHNICAL,38661
229,53,4,FOOD,32840
230,39,2,HEALTHCARE,9578
231,56,2,HEALTHCARE,9578
232,22,2,HEALTHCARE,9579
233,56,5,OTHER,38661
234,61,4,HEALTHCARE,32840
235,52,6,HEALTHCARE,42090
236,8,4,,32840
237,13,2,,9579
238,26,5,HEALTHCARE,38662
239,67,6,,42090
240,64,2,HEALTHCARE,9580
241,32,6,OTHER,42090
242,15,2,,9580
243,5,5,,38662
244,18,2,HEALTHCARE,9581
245,90,1,,21
246,72,2,,9581
247,52,2,HEALTHCARE,9582
248,11,3,,26417
249,79,6,,42091
250,27,2,HEALTHCARE,9582
251,34,6,HEALTHCARE,42091
252,52,5,REALESTATERENTAL,38662
253,56,1,FOOD,22
254,15,4,,32840
255,64,4,FOOD,32841
256,57,3,FOOD,26417
257,80,4,,32841
258,46,1,SCIENTIFICTECHNICAL,23
259,23,5,HEALTHCARE,38662
260,52,2,FOOD,9583
261,0,4,,32841
262,71,5,,38662
263,28,4,SCIENTIFICTECHNICAL,32841
264,56,3,SCIENTIFICTECHNICAL,26418
265,6,3,,26418
266,2,2,,9583
267,64,3,ART,26418
268,67,2,,9584
269,69,2,,9584
270,30,2,SCIENTIFICTECHNICAL,9585
271,2,5,,38663
272,67,2,,9585
273,50,4,SCIENTIFICTECHNICAL,32842
274,59,4,SCIENTIFICTECHNICAL,32842
275,50,3,HEALTHCARE,26419
276,49,4,FOOD,32842
277,43,3,HEALTHCARE,26419
278,98,4,,32842
279,29,2,WASTEMANAGEMENT,9586
280,15,4,,32843
281,14,2,,9586
282,32,1,HEALTHCARE,24
283,95,4,,32843
284,18,4,HEALTHCARE,32843
285,53,5,SCIENTIFICTECHNICAL,38663
286,53,5,FOOD,38663
287,70,2,,9587
288,35,3,SCIENTIFICTECHNICAL,26419
289,50,1,SCIENTIFICTECHNICAL,25
290,26,5,FOOD,38663
291,36,4,WASTEMANAGEMENT,32843
292,82,6,,42091
293,55,4,SCIENTIFICTECHNICAL,32844
294,72,2,,9587
295,4,6,,42091
296,90,4,,32844
297,27,4,SCIENTIFICTECHNICAL,32844
298,3,1,,26
299,3,2,,9588
300,37,2,WASTEMANAGEMENT,9588
301,46,6,HEALTHCARE,42091
302,20,4,FOOD,32844
303,2,3,,26420
304,58,5,SCIENTIFICTECHNICAL,38663
305,31,3,FOOD,26420
306,39,4,HEALTHCARE,32845
307,5,3,,26420
308,24,6,SCIENTIFICTECHNICAL,42091
309,70,1,,27
310,49,4,FOOD,32845
311,50,2,HEALTHCARE,9589
312,53,6,WASTEMANAGEMENT,42092
313,67,4,,32845
314,40,3,SCIENTIFICTECHNICAL,26421
315,0,2,,9589
316,43,2,SCIENTIFICTECHNICAL,9590
317,0,4,,32845
318,50,3,FOOD,26421
319,2,2,,9590
320,56,5,FINANCEINSURANCE,38664
321,63,4,HEALTHCARE,32846
322,16,4,,32846
323,43,2,HEALTHCARE,9591
324,92,2,,9591
325,82,5,,38664
326,59,1,WASTEMANAGEMENT,28
327,6,2,,9592
328,74,1,,29
329,39,2,FOOD,9592
330,12,5,,38664
331,85,6,,42092
332,51,4,SCIENTIFICTECHNICAL,32846
333,63,4,WASTEMANAGEMENT,32846
334,50,2,FOOD,9593
335,37,1,Unemployed,30
336,43,6,HEALTHCARE,42092
337,15,2,,9593
338,24,5,FOOD,38664
339,46,2,OTHER,9594
340,13,2,,9594
341,48,3,HEALTHCARE,26421
342,68,4,,32847
343,1,2,,9595
344,66,3,,26422
345,3,3,,26422
346,79,3,,26422
347,45,2,FOOD,9595
348,67,3,,26423
349,44,1,Unemployed,31
350,3,4,,32847
351,58,5,OTHER,38664
352,53,2,HEALTHCARE,9596
353,71,6,,42092
354,79,4,,32847
355,1,4,,32847
356,19,6,SCIENTIFICTECHNICAL,42092
357,40,4,FOOD,32848
358,48,6,FOOD,42092
359,68,2,,9596
360,53,2,WASTEMANAGEMENT,9597
361,57,2,Unemployed,9597
362,60,4,HEALTHCARE,32848
363,76,4,,32848
364,75,4,,32848
365,36,3,FOOD,26423
366,51,1,HEALTHCARE,32
367,15,5,,38665
368,30,5,EDUCATION,38665
369,56,3,FOOD,26423
370,42,3,ART,26424
371,32,2,FINANCEINSURANCE,9598
372,63,6,WASTEMANAGEMENT,42093
373,9,4,,32849
374,21,4,FOOD,32849
375,66,6,,42093
376,46,5,HEALTHCARE,38665
377,46,3,FOOD,26424
378,29,1,WASTEMANAGEMENT,33
379,7,2,,9598
380,14,4,,32849
381,61,2,FOOD,9599
382,51,6,WASTEMANAGEMENT,42093
383,62,2,FOOD,9599
384,70,2,,9600
385,45,2,FINANCEINSURANCE,9600
386,48,4,OTHER,32849
387,58,2,FOOD,9601
388,41,6,FOOD,42093
389,63,4,HEALTHCARE,32850
390,80,3,,26424
391,54,3,WASTEMANAGEMENT,26425
392,28,2,HEALTHCARE,9601
393,57,2,HEALTHCARE,9602
394,43,4,HEALTHCARE,32850
395,50,5,OTHER,38665
396,75,2,,9602
397,87,2,,9603
398,98,4,,32850
399,51,5,FOOD,38665
400,65,4,WASTEMANAGEMENT,32850
401,84,2,,9603
402,60,1,OTHER,34
403,41,4,HEALTHCARE,32851
404,15,3,,26425
405,20,6,FOOD,42093
406,62,6,FINANCEINSURANCE,42093
407,50,5,OTHER,38666
408,3,5,,38666
409,67,2,,9604
410,18,5,OTHER,38666
411,16,2,,9604
412,56,1,REALESTATERENTAL,35
413,58,4,SCIENTIFICTECHNICAL,32851
414,26,4,HEALTHCARE,32851
415,46,2,Unemployed,9605
416,68,3,,26425
417,100,2,,9605
418,46,6,REALESTATERENTAL,42094
419,43,6,HEALTHCARE,42094
420,37,6,HEALTHCARE,42094
421,43,5,HEALTHCARE,38666
422,37,2,HEALTHCARE,9606
423,3,6,,42094
424,18,2,OTHER,9606
425,58,2,FOOD,9607
426,50,3,OTHER,26426
427,46,2,SCIENTIFICTECHNICAL,9607
428,50,4,HEALTHCARE,32851
429,0,6,,42094
430,36,5,SCIENTIFICTECHNICAL,38666
431,4,2,,9608
432,46,1,SCIENTIFICTECHNICAL,36
433,29,1,OTHER,37
434,28,2,WASTEMANAGEMENT,9608
435,56,4,SCIENTIFICTECHNICAL,32852
436,19,4,SCIENTIFICTECHNICAL,32852
437,76,2,,9609
438,4,1,,38
439,10,1,,39
440,52,1,FOOD,40
441,30,4,HEALTHCARE,32852
442,57,2,FOOD,9609
443,64,3,WASTEMANAGEMENT,26426
444,69,4,,32852
445,43,6,FINANCEINSURANCE,42094
446,38,3,OTHER,26426
447,53,5,FOOD,38667
448,54,2,Unemployed,9610
449,72,4,,32853
450,57,4,FOOD,32853
451,45,1,SCIENTIFICTECHNICAL,41
452,18,3,HEALTHCARE,26427
453,45,3,FINANCEINSURANCE,26427
454,18,2,FOOD,9610
455,1,5,,38667
456,53,5,FOOD,38667
457,38,2,WASTEMANAGEMENT,9611
458,68,1,,42
459,17,5,,38667
460,34,3,SCIENTIFICTECHNICAL,26427
461,50,5,FOOD,38667
462,20,1,OTHER,43
463,50,1,WASTEMANAGEMENT,44
464,64,6,Unemployed,42095
465,64,3,SCIENTIFICTECHNICAL,26428
466,51,4,FOOD,32853
467,66,4,,32853
468,61,5,FINANCEINSURANCE,38668
469,20,2,WASTEMANAGEMENT,9611
470,53,3,FINANCEINSURANCE,26428
471,31,4,HEALTHCARE,32854
472,19,3,FOOD,26428
473,41,1,Unemployed,45
474,50,6,HEALTHCARE,42095
475,75,4,,32854
476,2,5,,38668
477,17,5,,38668
478,16,5,,38668
479,50,1,SCIENTIFICTECHNICAL,46
480,49,3,FOOD,26429
481,11,4,,32854
482,56,3,FINANCEINSURANCE,26429
483,39,4,Unemployed,32854
484,15,1,,47
485,40,2,WASTEMANAGEMENT,9612
486,65,4,FOOD,32855
487,46,2,OTHER,9612
488,54,3,WASTEMANAGEMENT,26429
489,10,2,,9613
490,58,6,FOOD,42095
491,73,2,,9613
492,63,6,HEALTHCARE,42095
493,61,5,FOOD,38668
494,98,3,,26430
495,60,6,HEALTHCARE,42095
496,78,5,,38669
497,17,4,,32855
498,30,4,HEALTHCARE,32855
499,21,3,Unemployed,26430
500,2,2,,9614
501,75,5,,38669
502,7,2,,9614
503,13,6,,42095
504,13,5,,38669
505,56,2,Unemployed,9615
506,57,2,WASTEMANAGEMENT,9615
507,43,3,HEALTHCARE,26430
508,43,3,SCIENTIFICTECHNICAL,26431
509,65,3,WASTEMANAGEMENT,26431
510,33,2,OTHER,9616
511,7,4,,32855
512,53,5,FOOD,38669
513,34,3,WASTEMANAGEMENT,26431
514,23,2,SCIENTIFICTECHNICAL,9616
515,10,5,,38669
516,27,5,WASTEMANAGEMENT,38670
517,4,2,,9617
518,66,6,,42096
519,28,5,REALESTATERENTAL,38670
520,82,4,,32856
521,78,4,,32856
522,33,4,FOOD,32856
523,60,4,SCIENTIFICTECHNICAL,32856
524,47,3,SCIENTIFICTECHNICAL,26432
525,44,4,FOOD,32857
526,66,4,,32857
527,7,3,,26432
528,67,4,,32857
529,45,4,REALESTATERENTAL,32857
530,53,2,WASTEMANAGEMENT,9617
531,58,2,FOOD,9618
532,47,1,SCIENTIFICTECHNICAL,48
533,82,3,,26432
534,69,6,,42096
535,13,3,,26433
536,21,3,FOOD,26433
537,24,2,FINANCEINSURANCE,9618
538,58,4,SCIENTIFICTECHNICAL,32858
539,30,3,FOOD,26433
540,1,2,,9619
541,41,2,Unemployed,9619
542,67,2,,9620
543,1,3,,26434
544,63,2,HEALTHCARE,9620
545,3,1,,49
546,54,2,HEALTHCARE,9621
547,35,2,OTHER,9621
548,55,2,FOOD,9622
549,6,1,,50
550,11,4,,32858
551,67,2,,9622
552,22,4,SCIENTIFICTECHNICAL,32858
553,3,6,,42096
554,12,3,,26434
555,69,2,,9623
556,30,2,WASTEMANAGEMENT,9623
557,57,3,INFORMATION,26434
558,39,3,SCIENTIFICTECHNICAL,26435
559,69,2,,9624
560,56,5,FOOD,38670
561,63,2,FOOD,9624
562,30,3,FOOD,26435
563,25,6,HEALTHCARE,42096
564,43,2,FINANCEINSURANCE,9625
565,16,2,,9625
566,19,5,WASTEMANAGEMENT,38670
567,0,4,,32858
568,8,3,,26435
569,36,2,Unemployed,9626
570,35,3,HEALTHCARE,26436
571,12,2,,9626
572,57,2,FOOD,9627
573,55,5,HEALTHCARE,38670
574,67,1,,51
575,20,1,FOOD,52
576,99,2,,9627
577,5,4,,32859
578,31,6,FOOD,42096
579,74,2,,9628
580,22,3,FOOD,26436
581,7,5,,38671
582,0,6,,42096
583,52,2,WASTEMANAGEMENT,9628
584,60,2,SCIENTIFICTECHNICAL,9629
585,24,5,FOOD,38671
586,0,1,,53
587,55,1,FINANCEINSURANCE,54
